མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,,470,8,《པེ་》《སྣར་》,mབྱེད།,,
,,471,9,《པེ་》《སྣར་》,ཀྱི།,,
,,472,10,《པེ་》《སྣར་》,བསྟེན།,,
,,473,11,《པེ་》《སྣར་》,mཅན།,,
,789,474,1,《པེ་》《སྣར་》,སྨྲ་བ།,,
,,475,2,《ཅོ་》,ཏོ།,,
,,476,3,《པེ་》《སྣར་》,པོར།,,
,,477,4,《པེ་》《སྣར་》,ཞིག,,
,,478,5,《པེ་》《སྣར་》,སློང་།,,
,,479,6,《པེ་》《སྣར་》,ལ།,,
,,480,7,《པེ་》《སྣར་》《ཅོ་》,ཀྱི།,,
,,481,8,《པེ་》,ཕྱུག,,
,,482,9,《པེ་》《སྣར་》,རིངས།,,
,790,483,1,《པེ་》《སྣར་》,སོས།,,
,,484,2,《སྣར་》,སྟེན།,,
,,485,3,《པེ་》,བྱ་སྟེ།  སྒོས།,《སྣར་》,བྱ་སྟེ།  གོས།,
,,486,4,《སྣར་》,ཀབ།,,
,,487,5,《པེ་》《སྣར་》,བཙགས།,,
,,488,6,《པེ་》《སྣར་》,བཙགས།,,
,,489,7,《པེ་》《སྣར་》,བཙགས།,,
,791,490,1,《པེ་》《སྣར་》,pཔ།,,
,,491,2,《པེ་》《སྣར་》,pཔ།,,
,,492,3,《པེ་》《སྣར་》,pབ།,,
,,493,4,《པེ་》《སྣར་》,ཀླག,,
,,494,5,《སྣར་》,བྱང་།,,
,,495,6,《པེ་》《སྣར་》,ཐོག,,
,,496,7,《པེ་》《སྣར་》,གཉི་ག,,
,792,497,1,《པེ་》,བས།,,
,,498,2,《པེ་》《སྣར་》,སུ་ཁང་།,,
,,499,3,《པེ་》《སྣར་》,མཐོ།,,
,,500,4,《པེ་》,mསྣང་།,,
,,501,5,《པེ་》《སྣར་》,དོན།,,
,,502,6,《པེ་》《སྣར་》,mབྱའོ་ཞེས།,,
,,503,7,《པེ་》《སྣར་》,ཏོ།,,
༄༅། །དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ།,693,504,1,《པེ་》《སྣར་》,གྱི།,,
,,505,2,《པེ་》《སྣར་》,ནས།,,
