མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བའི་ཆོ་ག་བཤད་པ་ཞེས་བྱ་བ།,514,2,1,,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 
,,3,2,《པེ་》《སྣར་》,ཎ།,,,,,,
,,4,3,《པེ་》,བྷཥུཾ།,,,,,,
,,5,4,《པེ་》《སྣར་》,མེས་བསྲེགས།,,,,,,
,515,6,1,《པེ་》《སྣར་》,གཞན་པ།,,,,,,
,,7,2,《པེ་》《སྣར་》,བསྡམ།,,,,,,
,,8,3,《པེ་》,pཔ།,,,,,,
,,9,4,《པེ་》《སྣར་》,གི།,,,,,,
,,10,5,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,11,6,《སྣར་》,འདིས།,,,,,,
,,12,7,《པེ་》,འཆིའོ།,,,,,,
,,13,8,《པེ་》《སྣར་》,pརྣམས།,,,,,,
,,14,9,《པེ་》《སྣར་》,བརྒལ།,,,,,,
,,15,10,《པེ་》《སྣར་》,ཤིང་འཆི་བ།,,,,,,
,,16,11,《པེ་》,བདག་གིས་ཀུན་ཏུ་བཅོམས།;《སྣར་》,དག་གིས་ཀུན་ཏུ་བཅོམས།,,,,,
,,17,12,《པེ་》,གཙོན།,,,,,,
,516,18,1,《པེ་》《སྣར་》,pདེས་ན།,,,,,,
,,19,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,20,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,21,4,《པེ་》《སྣར་》,pདེ་བཞིན་གཤེགས་པ་ནི་ཆོས་རྣམས་ཀྱི།,,,,,,
,,22,5,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,23,6,《པེ་》《སྣར་》,སོང་བའོ།,,,,,,
,,24,7,《པེ་》,འབྱུང་།,,,,,,
,517,25,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,26,2,《པེ་》《སྣར་》,བཤགས།,,,,,,
,,27,3,《པེ་》《སྣར་》,འཐུན།,,,,,,
,,28,4,《པེ་》《སྣར་》,མའི།,,,,,,
,,29,5,《པེ་》《སྣར་》,ཉེ་བར་གནས།,,,,,,
,,30,6,《པེ་》《སྣར་》,དེ་ནས།,,,,,,
,,31,7,《སྣར་》,འཆང་།,,,,,,
,,32,8,《པེ་》《སྣར་》,སོར།,,,,,,
,,33,9,《པེ་》《སྣར་》,ཏེ།,,,,,,
,518,34,1,《པེ་》《སྣར་》,pལ་བྱེད་དུ་བཅུག་པ་ནི།,,,,,,
,,35,2,《སྣར་》,བའི།,,,,,,
,,36,3,《སྣར་》,pཔ།,,,,,,
,,37,4,《པེ་》《སྣར་》,mདང་།,,,,,,
,,38,5,《པེ་》《སྣར་》,གི།,,,,,,
,,39,6,《སྣར་》,mསྡུག,,,,,,
,,40,7,《པེ་》《སྣར་》,pབ།,,,,,,
,,41,8,《སྣར་》,པ།,,,,,,
,,42,9,《སྣར་》,ལ།,,,,,,
,,43,10,《པེ་》《སྣར་》,mབར།,,,,,,
,,44,11,《པེ་》《སྣར་》,པར།,,,,,,
,,45,12,《པེ་》《སྣར་》,བཞི།,,,,,,
,519,46,1,《པེ་》,བ།,,,,,,
,,47,2,《པེ་》《སྣར་》,མ་ལུས།,,,,,,
,,48,3,《པེ་》《སྣར་》,དང་།,,,,,,
,,49,4,《པེ་》《སྣར་》,ལས།,,,,,,
,,50,5,《པེ་》《སྣར་》,འཛེམས།,,,,,,
,,51,6,《པེ་》《སྣར་》,སོག,,,,,,
,,52,7,《པེ་》《སྣར་》,pདུ།,,,,,,
,520,53,1,《སྣར་》,mགི།,,,,,,
,,54,2,《པེ་》,གྲགས་སོ།,,,,,,
,,55,3,《སྣར་》,mངོ་།,,,,,,
,,56,4,《པེ་》《སྣར་》,རྣམ།,,,,,,
,,57,5,《སྣར་》,རྟོགས།,,,,,,
,,58,6,《པེ་》《སྣར་》,pདག,,,,,,
,521,59,1,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,60,2,《པེ་》《སྣར་》,བརྒལ།,,,,,,
,,61,3,《པེ་》,བདུན།,,,,,,
,,62,4,《པེ་》,བདབ།,,,,,,
