མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
༄༅། །ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་གྱི་བྱེ་བྲག་བསྟན་པ་བཞུགས།,937,2,1,,མཚན་བྱང་འདི་《སྡེ་》《ཅོ་》ལྟར་བཀོད་ཅིང་། ཆོས་ཚན་འདི《པེ་》《སྣར་》ལ་མི་བཞུགས་པས་《ཅོ་》དང་དཔེ་བསྡུར་བྱས་ཡོད།
,,3,2,《ཅོ་》,mདབྱངས།
,938,4,1,《ཅོ་》,ཁམ།
,,5,2,《ཅོ་》,ནམ།
,,6,3,《ཅོ་》,ཅིང་།
,939,7,1,《ཅོ་》,pདོ།
,,8,2,《ཅོ་》,བུས།
,,9,3,《ཅོ་》,ཁྱིམ།
,940,10,1,《ཅོ་》,ཕྲོད།
,,11,2,《ཅོ་》,ཚངས།
,941,12,1,《ཅོ་》,ནན།
,,13,2,《ཅོ་》,མཐོན།
