མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས།,1233,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《པེ་》《སྣར་》,ཏྲེེ།,
,,4,3,《པེ་》《སྣར་》,pཡ།,
,,5,4,《པེ་》《སྣར་》,བན་ཏ།,
,,6,5,《པེ་》《སྣར་》,པུཥྤེ།,
,,7,6,《པེ་》《སྣར་》,པེ།,
,,8,7,《པེ་》《སྣར་》,mཨོཾ་བཛྲ།,
,,9,8,《པེ་》《སྣར་》,གྷནྡྷཾ།,
,,10,9,《པེ་》《སྣར་》,ཏྱ།,
,,11,10,《པེ་》《སྣར་》,mརྗེས་སུ་ཡི་རང་བ་དང་།,
,1234,12,1,《པེ་》《སྣར་》,ལེགས།,
,,13,2,《པེ་》《སྣར་》,ནྱེ།,
,,14,3,《པེ་》《སྣར་》,m྅།,
,,15,4,《པེ་》《སྣར་》,mདང་།,
,,16,5,《པེ་》《སྣར་》,གྱི།,
,,17,6,《པེ་》《སྣར་》,གྱིས།,
,,18,7,《པེ་》《སྣར་》,mབར་བྱ།,
,,19,8,《པེ་》《སྣར་》,སྣ།,
,,20,9,《པེ་》《སྣར་》,pམེད་པ།,
,,21,10,《པེ་》《སྣར་》,མེ།,
,,22,11,《པེ་》《སྣར་》,འཕྲོ་ཞིང་།,
,1235,23,1,《པེ་》《སྣར་》,བཅིང་།,
,,24,2,《པེ་》,མཻ་མེ།,《སྣར་》,མཻ་མཻ།
,,25,3,《པེ་》《སྣར་》,ཡ།,
,,26,4,《སྣར་》,གཤེས།,
,,27,5,《པེ་》《སྣར་》,ལོཙྪ།,
,,28,6,《སྣར་》,pཡ།,
,,29,7,《པེ་》《སྣར་》,pཉེ་སྙིང་ངོ་།།,
