མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
རྣལ་འབྱོར་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བ།,835,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《པེ་》,གི།,
,836,4,1,《པེ་》,ཞི་བ།,
,,5,2,《པེ་》,དབྱུགས།,
,,6,3,《པེ་》,སྤྲོ།,
,,7,4,《པེ་》,སྟེ།,
,838,8,1,《པེ་》,དཀའ།,
,839,9,1,《པེ་》,ཁའི།,
,,10,2,《པེ་》,སྲོགས།,
,840,11,1,《པེ་》,ཁྱད།,
,841,12,1,《པེ་》,pཔར།,
