མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ཡོན་ཏན་མཐའ་ཡས་པར་བསྟོད་པའི་འགྲེལ་པ།,589,2,1,,མཚན་བྱང་འདི་གཞུང་ལས་བླངས་ཏེ་བཀོད་ཅིང་། 《པེ་》ཡོན་ཏན་མཐའ་ཡས་པར་བསྟོད་པའི་འགྲེལ་པ་བཞུགས།,
,,3,2,《པེ་》《སྣར་》,བརྱན།,
,590,4,1,《སྣར་》,ཐུབ།,
,,5,2,《པེ་》《སྣར་》,pཡང་།,
,,6,3,《པེ་》《སྣར་》,ཀྱི།,
,,7,4,《པེ་》《སྣར་》,མདོངས།,
,591,8,1,《པེ་》,འཁྲུགས།,
,592,9,1,《སྣར་》,དགེ་བའི།,
,,10,2,《སྣར་》,བགྱིད།,
,,11,3,《པེ་》,སྨད།,
,593,12,1,《པེ་》,བའི།,
,,13,2,《སྣར་》,པས།,
,594,14,1,《པེ་》《སྣར་》,ཀྱི།,
,,15,2,《པེ་》《སྣར་》,འདི་དག་ནི་དགོངས།,
,,16,3,《པེ་》《སྣར་》,དགོངས།,
,,17,4,《པེ་》《སྣར་》,mནི།,
,,18,5,《པེ་》《སྣར་》,mཔ།,
,,19,6,《པེ་》《སྣར་》,མདོངས།,
,,20,7,《པེ་》,པར་བསྟན་ཏེ།,《སྣར་》,བ་བསྟན་ཏེ།
,595,21,1,《པེ་》《སྣར་》,པ།,
,,22,2,《པེ་》《སྣར་》,མ།,
,,23,3,《པེ་》《སྣར་》,pརྒྱ་གར་གྱི་མཁན་པོ་སརྦ་ཛྙཱ་དེ་བ་དང་། ལོ་ཙཱ་བ་བན་དེ་རིན་ཆེན་མཆོག་གིས་བསྒྱུར་བའོ།,
