མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
དུག་ལྔ་སྤངས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་ཞེས་བྱ་བ།,524,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་རྫོགས་བྱང་ལས་བླངས་ཏེ་བཀོད།,
,,3,2,《པེ་》《སྣར་》,གི།,
,,4,3,《པེ་》《སྣར་》,བསྡམས།,
,525,5,1,《པེ་》《སྣར་》,ལྡོག།,
,,6,2,《པེ་》《སྣར་》,བླང་།,
,,7,3,《པེ་》《སྣར་》,འཚམ།,
,,8,4,《པེ་》《སྣར་》,mསུ།,
,,9,5,《པེ་》《སྣར་》,བ།,
,,10,6,《པེ་》《སྣར་》,གཉེན།,
,,11,7,《པེ་》《སྣར་》,འཚམ།,
,,12,8,《པེ་》《སྣར་》,གཞིན།,
,526,13,1,《པེ་》《སྣར་》,དཔའ།,
,,14,2,《པེ་》《སྣར་》,ཀྱིས།,
,,15,3,《པེ་》《སྣར་》,pགཞན་གྱིས་ཕྲོགས།,
,,16,4,《པེ་》《སྣར་》,རྒྱུ་བའོ།,
,,17,5,《པེ་》《སྣར་》,བསྟི།,
,,18,6,《ཅོ་》,བར།,
,527,19,1,《པེ་》,བདམས།,
,,20,2,《པེ་》《སྣར་》,སྲེག།,
,,21,3,《པེ་》《སྣར་》,དངོས།,
,,22,4,《པེ་》《སྣར་》,གྱི།,
,,23,5,《པེ་》《སྣར་》,ངན།,《ཅོ་》,དོན།
,,24,6,《པེ་》《སྣར་》,སྤངས་པར།,
,,25,7,《པེ་》《སྣར་》,mགཉིད་བསམ་གྱིས་མི་ཁྱབ་པ་དང་།  ,
,,26,8,《སྣར་》,མ།,
,,27,9,《པེ་》《སྣར་》,ཁྱེར།,
,,28,10,《པེ་》《སྣར་》,མོས།,
,,29,11,《ཅོ་》,ཐུགས།,
,528,30,1,《པེ་》《སྣར་》,བྱ།,
,,31,2,《པེ་》《སྣར་》,དི།,
,,32,3,《པེ་》《སྣར་》,གི།,
,,33,4,《པེ་》《སྣར་》,འཐོབ།,
,,34,5,《པེ་》《སྣར་》,ཅིག།,
,,35,6,《པེ་》《སྣར་》,གི་མི་ཚུག།,
,,36,7,《པེ་》《སྣར་》,གི།,
,,37,8,《པེ་》《སྣར་》,ཡིད།,
,529,38,1,《པེ་》《སྣར་》,ཞང་།,
,,39,2,《པེ་》《སྣར་》,གྱི།,
,,40,3,《པེ་》《སྣར་》,གི།,
,,41,4,《པེ་》《སྣར་》,གདིས།,
,,42,5,《པེ་》《སྣར་》,ལྔས།,
,,43,6,《པེ་》《སྣར་》,བརྟུལ།,
,,44,7,《པེ་》《སྣར་》,ཞུག།,
,,45,8,《ཅོ་》,རྟོགས།,
,,46,9,《པེ་》《སྣར་》,འཐུག།,
,530,47,1,《སྣར་》,བའི།,
,,48,2,《ཅོ་》,ཀྱི།,
,,49,3,《པེ་》《སྣར་》,དང་།,
,,50,4,《པེ་》《སྣར་》,ཀྱང་།,
,,51,5,《པེ་》《སྣར་》,སྐྱེ་བོ།,
,,52,6,《པེ་》《སྣར་》,བསམས་ཀྱིས།,
,,53,7,《པེ་》《སྣར་》,ཡང་།,
,,54,8,《པེ་》《སྣར་》,འབྲི།,
,531,55,1,《སྣར་》,སྤྱད།,
,,56,2,《པེ་》《སྣར་》,བསེབ།,
,,57,3,《པེ་》《སྣར་》,pཔ།,
,,58,4,《པེ་》《སྣར་》,ན།,
