མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ཚིགས་སུ་བཅད་པ་ཕྱེད་དང་ལྔ་ཞེས་བྱ་བ།,1288,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་རྫོགས་བྱང་ལས་བླངས་ཏེ་བཀོད་ཅིང་།72༄༅། །འཕགས་པ་ཀླུ་གྲུབ་ཞབས་ཀྱིས་མཛད་པའི་ཚིགས་སུ་བཅད་པ་ཕྱེད་ལྔའི་འགྲེལ་པ་བཞུགས་སོ།།,
,,3,2,《པེ་》《སྣར་》,དོགས།,
,,4,3,《པེ་》《སྣར་》,ཕྲུལ།,
,,5,4,《པེ་》《སྣར་》,གང་ག,
,,6,5,《པེ་》《སྣར་》,ཀྲིཥྞ།,
,,7,6,《པེ་》《སྣར་》,ཀྲུང་།,
,,8,7,《པེ་》《སྣར་》,མཛའ།,
,,9,8,《པེ་》《སྣར་》,བ་ར་ན་སེར།,
,,10,9,《པེ་》《སྣར་》,ནེ།,
,,11,10,《སྣར་》,སྤོས།,
,1289,12,1,《པེ་》《སྣར་》,འཕུང་།,
,,13,2,《པེ་》《སྣར་》,1,
,,14,3,《པེ་》《སྣར་》,ཀྱིས།,
,,15,4,《པེ་》《སྣར་》,སྲུངས།,
,,16,5,《པེ་》《སྣར་》,སྒོའི།,
,,17,6,《པེ་》《སྣར་》,ནི།,,
,1290,18,1,《པེ་》《སྣར་》,འཇིགས།,,
,,19,2,《པེ་》《སྣར་》,དོགས།,,
,,20,3,《པེ་》《སྣར་》,2,,
,,21,4,《པེ་》《སྣར་》,ཀྱི།,,
,,22,5,《པེ་》《སྣར་》,རྨིག,,
,,23,6,《པེ་》《སྣར་》,སྒོམ།,,
,,24,7,《པེ་》《སྣར་》,སྒོམ།,,
,,25,8,《པེ་》《སྣར་》,3,,
,,26,9,《པེ་》《སྣར་》,དག,,
,,27,10,《པེ་》《སྣར་》,བཟང་གི།,,
,1291,28,1,《པེ་》《སྣར་》,4,,
,,29,2,《པེ་》《སྣར་》,pགྱི།,,
,,30,3,《པེ་》,རྙོག,《སྣར་》,རློག,
,,31,4,《པེ་》《སྣར་》,ཡ།,,
,,32,5,《པེ་》《སྣར་》,འཕུང་།,,
,,33,6,《པེ་》《སྣར་》,འཕུང་།,,
,,34,7,《པེ་》《སྣར་》,5,,
,,35,8,《པེ་》《སྣར་》,རིག,,
,1292,36,1,《པེ་》《སྣར་》,གཅིག,,
,,37,2,《པེ་》《སྣར་》,ཕྲད།,,
,,38,3,《པེ་》《སྣར་》,བཟང་།,,
,,39,4,《པེ་》《སྣར་》,འགྱུར་བས།,,
,,40,5,《པེ་》《སྣར་》,མང་ཡིན་པ།,,
,,41,6,《པེ་》《སྣར་》,6,,
,,42,7,《པེ་》《སྣར་》,ཏ།,,
,,43,8,《པེ་》,ཀོ།,《སྣར་》,ཀཽ།,
,,44,9,《སྣར་》,བླུག,,
,,45,10,《པེ་》《སྣར་》,གཅད།,,
,,46,11,《པེ་》《སྣར་》,གཅིག,,
,1293,47,1,《པེ་》《སྣར་》,པ།,,
,,48,2,《པེ་》《སྣར་》,pབར།,,
,,49,3,《པེ་》《སྣར་》,པའི།,
,,50,4,《པེ་》《སྣར་》,སྨན།,
,,51,5,《པེ་》《སྣར་》,པགས།,
,,52,6,《པེ་》《སྣར་》,འཕུང་།,
,,53,7,《པེ་》《སྣར་》,སྟོང་།,
,,54,8,《པེ་》《སྣར་》,པོ།,
,,55,9,《པེ་》《སྣར་》,ཟན།,
,,56,10,《པེ་》《སྣར་》,སྟོན་པས།,
,,57,11,《པེ་》《སྣར་》,སྟོན་པས།,
,,58,12,《པེ་》《སྣར་》,སྒྲུབས།,
,,59,13,《པེ་》《སྣར་》,7,
,1294,60,1,《པེ་》《སྣར་》,སེམས།,
,,61,2,《པེ་》《སྣར་》,སྐུལ་བ།,
,,62,3,《པེ་》《སྣར་》,mདེ་ནས།,
,,63,4,《སྣར་》,mཡང་།,
,,64,5,《པེ་》《སྣར་》,བསྐུར།,
,,65,6,《པེ་》《སྣར་》,8,
,,66,7,《པེ་》《སྣར་》,mན།,
,,67,8,《པེ་》《སྣར་》,pདེ།,
,,68,9,《པེ་》《སྣར་》,སྐྱེད།,
,,69,10,《སྣར་》,རྗོད།,
,,70,11,《པེ་》《སྣར་》,9,
,1295,71,1,《པེ་》《སྣར་》,གྱུར་ཏོ།,
,,72,2,《པེ་》《སྣར་》,བྱ་དཀའ་བྱས་པས་འབྲས་འདོད་པ། །རྒྱལ་པོ་བདག,
,,73,3,《པེ་》《སྣར་》,པ།,
,,74,4,《པེ་》《སྣར་》,པ་དང་བར།,
,,75,5,《པེ་》《སྣར་》,10,
,,76,6,《པེ་》《སྣར་》,བོ་དྷི།,
,,77,7,《པེ་》《སྣར་》,བོ་དྷི།,
,,78,8,《པེ་》《སྣར་》,གི་ངེས་པར་བློ།,
,1296,79,1,《པེ་》《སྣར་》,11,
,,80,2,《པེ་》《སྣར་》,བྷི།,
,,81,3,《པེ་》《སྣར་》,ཤི་རི་སིདྷ།,,
,,82,4,《པེ་》《སྣར་》,རྟགས།,,
,,83,5,《པེ་》《སྣར་》,mཔ།,,
,,84,6,《པེ་》《སྣར་》,ན།,,
,,85,7,《པེ་》《སྣར་》,བའི།,,
,,86,8,《པེ་》,བྱིས་པ་བཙས་མ་ཐོག,《སྣར་》,བྱས་པ་ནས་ཙས་མ་ཐོགས།,
,,87,9,《པེ་》《སྣར་》,ཡོངས་པ།,,
,,88,10,《པེ་》《སྣར་》,གསོས།,,
,,89,11,《པེ་》《སྣར་》,མི་རིགས།,,
,1297,90,1,《པེ་》《སྣར་》,བརླབ།,,
,,91,2,《པེ་》《སྣར་》,འཕུང་།,,
