མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,1132,4,《པེ་》《སྣར་》,བརླབ།,,,,,
,,1133,5,《པེ་》《སྣར་》,གྱིས།,,,,,
,225,1134,1,《པེ་》《སྣར་》,དུ་བྱའོ།,,,,,
,,1135,2,《པེ་》《སྣར་》,mནི།,,,,,
,,1136,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1137,4,《པེ་》《སྣར་》,ཨཏྨ།,,,,,
,226,1138,1,《པེ་》《སྣར་》,mཔའི།,,,,,
,,1139,2,《པེ་》《སྣར་》,mནི།,,,,,
,,1140,3,《པེ་》《སྣར་》,སརྦྦ།,,,,,
,,1141,4,《པེ་》《སྣར་》,གིས།,,,,,
,,1142,5,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,227,1143,1,《པེ་》《སྣར་》,ནི།,,,,,
,,1144,2,《པེ་》《སྣར་》,ཞེས།,,,,,
,,1145,3,《པེ་》《སྣར་》,mདང་།,,,,,
,,1146,4,《པེ་》《སྣར་》,ཀྱིས་སྒོམ།,,,,,
,,1147,5,《པེ་》《སྣར་》,ནི།,,,,,
,228,1148,1,《པེ་》《སྣར་》,པ།,,,,,
,,1149,2,《པེ་》《སྣར་》,པའི།,,,,,
,,1150,3,《པེ་》《སྣར་》,mསོ།,,,,,
,,1151,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1152,5,《པེ་》《སྣར་》,པ།,,,,,
,,1153,6,《པེ་》《སྣར་》,སྟེ།,,,,,
,,1154,7,《པེ་》《སྣར་》,mརྣམ་པ།,,,,,
,229,1155,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1156,2,《པེ་》《སྣར་》,ནི།,,,,,
,230,1157,1,《པེ་》《སྣར་》,ཏེ།,,,,,
,,1158,2,《པེ་》《སྣར་》,mནི།,,,,,
,,1159,3,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,1160,4,《པེ་》《སྣར་》,ཨི་ཨཱི་ཨུ།,,,,,
,231,1161,1,《པེ་》《སྣར་》,རེའི་ན།,,,,,
,232,1162,1,《པེ་》《སྣར་》,རྟོག།,,,,,
,,1163,2,《པེ་》《སྣར་》,པར།,,,,,
,,1164,3,《པེ་》《སྣར་》,རྣམ།,,,,,
,,1165,4,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,1166,5,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,1167,6,《པེ་》《སྣར་》,བའི།,,,,,
,233,1168,1,《པེ་》《སྣར་》,ལྷ།,,,,,
,,1169,2,《པེ་》《སྣར་》,བོའི།,,,,,
,,1170,3,《པེ་》《སྣར་》,ཉིད།,,,,,
,,1171,4,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,1172,5,《པེ་》《སྣར་》,མོའི།,,,,,
,,1173,6,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,234,1174,1,《པེ་》《སྣར་》,པ་གསུམ་གྱིས།,,,,,
,,1175,2,《པེ་》《སྣར་》,པ་སྟེ།,,,,,
,,1176,3,《པེ་》《སྣར་》,mངེ་།,,,,,
,235,1177,1,《པེ་》《སྣར་》,mདང་།,,,,,
,,1178,2,《པེ་》《སྣར་》,པར།,,,,,
,,1179,3,《པེ་》《སྣར་》,ནི།,,,,,
,,1180,4,《པེ་》《སྣར་》,དེ།,,,,,
,,1181,5,《པེ་》《སྣར་》,འདུས།,,,,,
,,1182,6,《པེ་》《སྣར་》,དང་མཚུངས་པར།,,,,,
,,1183,7,《པེ་》《སྣར་》,mསུ།,,,,,
,,1184,8,《པེ་》《སྣར་》,ཅན་བུ་མོ་ཡི།,,,,,
,,1185,9,《པེ་》《སྣར་》,mགྱི།,,,,,
,,1186,10,《པེ་》《སྣར་》,པ།,,,,,
,,1187,11,《པེ་》《སྣར་》,pབ་ཆར།,,,,,
,,1188,12,《པེ་》《སྣར་》,mགི།,,,,,
,,1189,13,《པེ་》《སྣར་》,ནི།,,,,,
,236,1190,1,《པེ་》《སྣར་》,mནི།,,,,,
,,1191,2,《པེ་》《སྣར་》,mསོ།,,,,,
,,1192,3,《པེ་》《སྣར་》,བསྒོམ་ཞིང་།,,,,,
,,1193,4,《པེ་》《སྣར་》,pལ།,,,,,
,,1194,5,《པེ་》《སྣར་》,བ།,,,,,
,,1195,6,《པེ་》《སྣར་》,བརྟན།,,,,,
,,1196,7,《པེ་》《སྣར་》,བརྟགས།,,,,,
,237,1197,1,《པེ་》《སྣར་》,pབ།,,,,,
,,1198,2,《པེ་》《སྣར་》,mཔོ།,,,,,
,,1199,3,《པེ་》《སྣར་》,པའི།,,,,,
,,1200,4,《པེ་》《སྣར་》,པའི།,,,,,
,,1201,5,《པེ་》《སྣར་》,mམེས།,,,,,
,238,1202,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1203,2,《པེ་》《སྣར་》,ལྷས།,,,,,
,,1204,3,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,1205,4,《པེ་》《སྣར་》,དངོས།,,,,,
,,1206,5,《པེ་》《སྣར་》,པ་ལས།,,,,,
,,1207,6,《པེ་》《སྣར་》,pལ།,,,,,
,239,1208,1,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,1209,2,《པེ་》《སྣར་》,སྣ་ལྔའི།,,,,,
,,1210,3,《པེ་》《སྣར་》,བྱས་ལ།,,,,,
,,1211,4,《པེ་》《སྣར་》,རྩ།,,,,,
,,1212,5,《པེ་》《སྣར་》,རྩ།,,,,,
,,1213,6,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,240,1214,1,《པེ་》《སྣར་》,གྲུབ།,,,,,
,,1215,2,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,1216,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1217,4,《པེ་》《སྣར་》,mཔའི་རིགས།,,,,,
,,1218,5,《པེ་》《སྣར་》,mགྱི།,,,,,
,,1219,6,《པེ་》《སྣར་》,འཇིག,,,,,
,,1220,7,《པེ་》《སྣར་》,ནི་བདུད་རྩི་དང་།,,,,,
,241,1221,1,《པེ་》《སྣར་》,pདེ་ཉིད་ནི་དེ་ཁོ་ན་ཉིད་ཀྱི་མཆོད་པ་དང་།,,,,,
,,1222,2,《པེ་》《སྣར་》,པོའོ།,,,,,
,,1223,3,《པེ་》《སྣར་》,གིས།,,,,,
,,1224,4,《པེ་》《སྣར་》,ལས།,,,,,
,,1225,5,《པེ་》《སྣར་》,པ།,,,,,
,242,1226,1,《པེ་》《སྣར་》,དེ།,,,,,
,,1227,2,《པེ་》《སྣར་》,mདྲི་དང་།,,,,,
,,1228,3,《པེ་》《སྣར་》,pགྱིས་རིགས་ཇི་བཞིན།,,,,,
,,1229,4,《པེ་》《སྣར་》,mརྣལ།,,,,,
,,1230,5,《པེ་》《སྣར་》,mཔ།,,,,,
,,1231,6,《པེ་》《སྣར་》,གྱི།,,,,,
,,1232,7,《པེ་》《སྣར་》,mདེ།,,,,,
,,1233,8,《པེ་》《སྣར་》,མདོག,,,,,
,243,1234,1,《པེ་》《སྣར་》,པ་ནི།,,,,,
,244,1235,1,《པེ་》《སྣར་》,བརྟག་པ་ནི།,,,,,
,,1236,2,《པེ་》《སྣར་》,གསང་།,,,,,
,,1237,3,《པེ་》《སྣར་》,འཕངས།,,,,,
,,1238,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1239,5,《པེ་》《སྣར་》,བ།,,,,,
,,1240,6,《པེ་》《སྣར་》,mཿ,,,,,
,,1241,7,《པེ་》《སྣར་》,ཟོས་ན།,,,,,
,,1242,8,《པེ་》,pབ།,,,,,
,,1243,9,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,1244,10,《པེ་》《སྣར་》,སྒྲ་ཙཱ།,,,,,
,245,1245,1,《པེ་》《སྣར་》,ནགས་ཚལ།,,,,,
,,1246,2,《པེ་》《སྣར་》,བར་འདོད་པའི།,,,,,
,,1247,3,《པེ་》《སྣར་》,གྱི།,,,,,
,,1248,4,《པེ་》《སྣར་》,ནི་ཁམས།,,,,,
,,1249,5,《པེ་》《སྣར་》,ཏེ།,,,,,
,247,1250,1,《པེ་》《སྣར་》,བརླབས།,,,,,
,,1251,2,《པེ་》《སྣར་》,pཔོ།,,,,,
,,1252,3,《པེ་》《སྣར་》,mབ།,,,,,
,248,1253,1,《པེ་》《སྣར་》,པར།,,,,,
,,1254,2,《པེ་》《སྣར་》,mདང་།,,,,,
,,1255,3,《པེ་》《སྣར་》,པས།,,,,,
,,1256,4,《པེ་》《སྣར་》,pཚལ་གྱི་ལྷ་མོ་རྣམས།,,,,,
,249,1257,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,1258,2,《པེ་》《སྣར་》,གཉིས།,,,,,
,,1259,3,《པེ་》《སྣར་》,བཅིངས།,,,,,
,250,1260,1,《པེ་》《སྣར་》,གཡེངས་པས།,,,,,
,,1261,2,《པེ་》《སྣར་》,བཟད།,,,,,
,,1262,3,《པེ་》《སྣར་》,ཞེས།,,,,,
,251,1263,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,1264,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1265,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1266,4,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1267,5,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1268,6,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1269,7,《པེ་》《སྣར་》,གྱི།,,,,,
,252,1270,1,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1271,2,《པེ་》《སྣར་》,སློངས།,,,,,
,,1272,3,《པེ་》《སྣར་》,སློངས།,,,,,
,,1273,4,《པེ་》《སྣར་》,mགྱི།,,,,,
,,1274,5,《པེ་》《སྣར་》,སློངས།,,,,,
,,1275,6,《པེ་》《སྣར་》,མའི།,,,,,
,253,1276,1,《པེ་》《སྣར་》,འགྱུར་རོ།,,,,,
,,1277,2,《པེ་》,ཀྱི།,《སྣར་》,mཀྱིས།,,,,
,,1278,3,《པེ་》《སྣར་》,མྱང་།,,,,,
,,1279,4,《པེ་》《སྣར་》,mངེ་།,,,,,
,,1280,5,《པེ་》《སྣར་》,mངེ་།,,,,,
,,1281,6,《པེ་》《སྣར་》,པའི།,,,,,
,,1282,7,《པེ་》《སྣར་》,བསྟན།,,,,,
,,1283,8,《པེ་》《སྣར་》,རྣལ་འབྱོར་པ།,,,,,
,,1284,9,《པེ་》《སྣར་》,པའི།,,,,,
,,1285,10,《པེ་》《སྣར་》,སྙེངས།,,,,,
,254,1286,1,《པེ་》《སྣར་》,བསྟེན་པ་ན།,,,,,
,,1287,2,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,255,1288,1,《པེ་》《སྣར་》,པ།,,,,,
,,1289,2,《པེ་》,འབྱུང་།,,,,,
,,1290,3,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,1291,4,《པེ་》《སྣར་》,བསྟན།,,,,,
,,1292,5,《པེ་》《སྣར་》,mབ།,,,,,
,256,1293,1,《པེ་》《སྣར་》,པངྨའོ་དྲོད་ནི།,,,,,
,257,1294,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,1295,2,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,1296,3,《པེ་》《སྣར་》,pན།,,,,,
,,1297,4,《པེ་》《སྣར་》,mཉིད།,,,,,
,258,1298,1,《པེ་》《སྣར་》,pཤེས།,,,,,
,,1299,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1300,3,《པེ་》《སྣར་》,mཞེས།,,,,,
,,1301,4,《པེ་》《སྣར་》,པའི།,,,,,
,259,1302,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1303,2,《པེ་》《སྣར་》,བས།,,,,,
,,1304,3,《པེ་》《སྣར་》,ཆགས་བྲལ།,,,,,
,,1305,4,《པེ་》《སྣར་》,m དེ།,,,,,
,,1306,5,《པེ་》《སྣར་》,དེ་ནས།,,,,,
,,1307,6,《པེ་》《སྣར་》,གིས།,,,,,
,260,1308,1,《པེ་》《སྣར་》,བརྟན།,,,,,
,,1309,2,《པེ་》《སྣར་》,གཟུགས་དང་སྒྲ།,,,,,
,,1310,3,《པེ་》《སྣར་》,mཔའི།,,,,,
,,1311,4,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,1312,5,《པེ་》《སྣར་》,པ་རུ།,,,,,
,261,1313,1,《པེ་》《སྣར་》,mཉིད་དུ།,,,,,
,,1314,2,《པེ་》《སྣར་》,པ་ལའོ།,,,,,
,,1315,3,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,1316,4,《པེ་》《སྣར་》,འགུག,,,,,
,,1317,5,《པེ་》《སྣར་》,m དྲན་པ།,,,,,
,,1318,6,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,262,1319,1,《པེ་》《སྣར་》,བྱ་བའི།,,,,,
,,1320,2,《པེ་》《སྣར་》,ལྔ།,,,,,
,,1321,3,《པེ་》《སྣར་》,m དང་།,,,,,
,,1322,4,《པེ་》《སྣར་》,m ལས།,,,,,
,,1323,5,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,263,1324,1,《པེ་》《སྣར་》,m རིམ་པས།,,,,,
,,1325,2,《པེ་》《སྣར་》,བརྩམས།,,,,,
,264,1326,1,《པེ་》《སྣར་》,བྱ་བས།,,,,,
,,1327,2,《པེ་》《སྣར་》,བརླབ།,,,,,
,,1328,3,《སྣར་》,m པ།,,,,,
,,1329,4,《པེ་》《སྣར་》,མོ།,,,,,
,,1330,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1331,6,《པེ་》《སྣར་》,p བཞིན།,,,,,
,,1332,7,《པེ་》《སྣར་》,བྱས་ལ།,,,,,
,,1333,8,《པེ་》《སྣར་》,p བ།,,,,,
,,1334,9,《པེ་》《སྣར་》,m ཀྱི།,,,,,
,,1335,10,《པེ་》《སྣར་》,བསམས།,,,,,
,265,1336,1,《པེ་》《སྣར་》,པོ།,,,,,
,,1337,2,《པེ་》《སྣར་》,m འོད།,,,,,
,,1338,3,《པེ་》《སྣར་》,བར།,,,,,
,,1339,4,《པེ་》《སྣར་》,m ཞེས་པ།,,,,,
,267,1340,1,《པེ་》《སྣར་》,m སྟེ།,,,,,
,,1341,2,《པེ་》《སྣར་》,p པ།,,,,,
,,1342,3,《པེ་》《སྣར་》,སྟོང་པ་ཉིད།,,,,,
,,1343,4,《པེ་》《སྣར་》,ཞུགས།,,,,,
,,1344,5,《པེ་》《སྣར་》,p ནི།,,,,,
,,1345,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,268,1346,1,《པེ་》《སྣར་》,m ནི།,,,,,
,,1347,2,《པེ་》《སྣར་》,m ཀྱི།,,,,,
,269,1348,1,《པེ་》《སྣར་》,སྤུ།,,,,,
,,1349,2,《སྣར་》,རྟགས།,,,,,
,,1350,3,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1351,4,《པེ་》《སྣར་》,ཏེ།,,,,,
,270,1352,1,《པེ་》《སྣར་》,པ།,,,,,
,,1353,2,《པེ་》《སྣར་》,དང་མཐའ།,,,,,
,,1354,3,《པེ་》《སྣར་》,p དེ།,,,,,
,,1355,4,《པེ་》,m པའི།,,,,,
,,1356,5,《སྣར་》,བཞག,,,,,
,,1357,6,《པེ་》《སྣར་》,m དེ།,,,,,
,271,1358,1,《པེ་》《སྣར་》,པར།,,,,,
,,1359,2,《པེ་》《སྣར་》,m ཀྱི།,,,,,
,,1360,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1361,4,《པེ་》《སྣར་》,བསྐུལ།,,,,,
,272,1362,1,《པེ་》《སྣར་》,གེ།,,,,,
,,1363,2,《པེ་》《སྣར་》,m དང་།,,,,,
,,1364,3,《པེ་》《སྣར་》,m དང་།,,,,,
,,1365,4,《པེ་》《སྣར་》,རྣམ་པ།,,,,,
,,1366,5,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1367,6,《པེ་》《སྣར་》,སྔོན།,,,,,
,,1368,7,《པེ་》,གི་ངེས་ཚིགས།,《སྣར་》,ངེས་ཚིག,,,,
,,1369,8,《པེ་》《སྣར་》,ནི།,,,,,
,,1370,9,《པེ་》《སྣར་》,བྱ་བའོ།,,,,,
,273,1371,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1372,2,《པེ་》《སྣར་》,དེ།,,,,,
,,1373,3,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,1374,4,《པེ་》《སྣར་》,རྡོ་རྗེ།,,,,,
,,1375,5,《པེ་》《སྣར་》,བརླབ་པ།,,,,,
,,1376,6,《པེ་》《སྣར་》,m ནམ།,,,,,
,,1377,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1378,8,《པེ་》《སྣར་》,m ལ།,,,,,
,,1379,9,《པེ་》《སྣར་》,p ནི།,,,,,
,,1380,10,《པེ་》《སྣར་》,པར།,,,,,
,274,1381,1,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1382,2,《པེ་》《སྣར་》,གསོག,,,,,
,275,1383,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,1384,2,《པེ་》《སྣར་》,p བ།,,,,,
,,1385,3,《པེ་》《སྣར་》,བའི།,,,,,
,,1386,4,《པེ་》《སྣར་》,བལྟ།,,,,,
,,1387,5,《པེ་》《སྣར་》,རིགས།,,,,,
,,1388,6,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,1389,7,《པེ་》《སྣར་》,བརྟགས།,,,,,
,276,1390,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1391,2,《པེ་》《སྣར་》,སྦྱོར་བ་ལས་འབྱུང་བའི།,,,,,
,277,1392,1,《པེ་》《སྣར་》,འཇིགས།,,,,,
,,1393,2,《པེ་》《སྣར་》,པོའི།,,,,,
,,1394,3,《པེ་》《སྣར་》,བཟང་།,,,,,
,,1395,4,《པེ་》《སྣར་》,m གི།,,,,,
,,1396,5,《པེ་》《སྣར་》,m ངོ་བོ།,,,,,
,,1397,6,《པེ་》《སྣར་》,པ་ལ།,,,,,
,278,1398,1,《པེ་》《སྣར་》,བསྐུལ་ཏེ་དེ་རྣམས།,,,,,
,,1399,2,《པེ་》《སྣར་》,ཐོབ།,,,,,
,,1400,3,《པེ་》《སྣར་》,ནི།,,,,,
,,1401,4,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,1402,5,《པེ་》《སྣར་》,m ཏུ།,,,,,
,,1403,6,《པེ་》《སྣར་》,m རིགས།,,,,,
,279,1404,1,《པེ་》《སྣར་》,དེས།,,,,,
,,1405,2,《པེ་》《སྣར་》,བ་ནི།,,,,,
,,1406,3,《པེ་》《སྣར་》,ནི།,,,,,
,,1407,4,《པེ་》《སྣར་》,སྐོམ།,,,,,
