མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
སྒྲོལ་མའི་སྒྲུབ་ཐབས།,843,2,1,,མཚན་བྱང་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《པེ་》《སྣར་》,pམ།,
,844,4,1,《པེ་》《སྣར་》,m྅།,
,,5,2,《པེ་》《སྣར་》,mཡོངས་སུ།,
,,6,3,《པེ་》《སྣར་》,pའཁོར།,
,845,7,1,《པེ་》,དཀྲུང་།,《སྣར་》,ཀྲུངས།
,,8,2,《པེ་》,མོ་དཀྲུང་།,《སྣར་》,ཀྲུངས།
,,9,3,《པེ་》,དཀྲུང་།,
,,10,4,《སྣར་》,གི།,
,,11,5,《སྣར་》,ལྤགས།,
,,12,6,《པེ་》,དཀྲུང་།,
,846,13,1,《པེ་》,གྃ་དྷྃ།,《སྣར་》,གྃ་རྡྭི།
,,14,2,《པེ་》《སྣར་》,ནེ་ཝེ་དྱེ།,
,,15,3,《པེ་》,པར།,
,,16,4,《པེ་》,སྐྱོད།,
,847,17,1,《པེ་》《སྣར་》,པོ།,
,,18,2,《པེ་》《སྣར་》,གཞག,
,,19,3,《པེ་》《སྣར་》,mགཏུགས།,
,,20,4,《པེ་》《སྣར་》,ཕྲད།,
,,21,5,《པེ་》,གཏུགས་ཅིང་།,《སྣར་》,གཏུག་ཅིང་།
,,22,6,《པེ་》,ཐེ།,
,,23,7,《པེ་》《སྣར་》,mཏ།,
,,24,8,《པེ་》《སྣར་》,བསྐྱེད།,
,,25,9,《པེ་》《སྣར་》,བསྐྱེད།,
,,26,10,《པེ་》《སྣར་》,ཀར།,
,,27,11,《པེ་》《སྣར་》,བརྟན།,
,,28,12,《པེ་》《སྣར་》,དགོངས།,
,,29,13,《པེ་》《སྣར་》,mཔ།,
,848,30,1,《པེ་》,ཚུག,
,,31,2,《པེ་》《སྣར་》,གིས།,
,,32,3,《པེ་》《སྣར་》,mཀྱི།,
,,33,4,《པེ་》《སྣར་》,བསྐོར།,
,,34,5,《པེ་》,མཱ་ཤཱནྟི།,《སྣར་》,མཱ་ཤཱཾཏི།
,,35,6,《པེ་》《སྣར་》,ཞེས།,
,,36,7,《སྣར་》,mཿ,
,849,37,1,《པེ་》《སྣར་》,བཅིངས།,
,,38,2,《པེ་》,ཏ།,
,,39,3,《སྣར་》,ར།,
,,40,4,《པེ་》《སྣར་》,pཤ,
,,41,5,《པེ་》《སྣར་》,ཀ་མ་མ།,
,,42,6,《པེ་》《སྣར་》,pཧཱ།,
,,43,7,《པེ་》《སྣར་》,ཨཱ།,
,,44,8,《པེ་》《སྣར་》,དྱཱ།,
,,45,9,《སྣར་》,mད།,
,,46,10,《པེ་》《སྣར་》,བྱ།,
,,47,11,《སྣར་》,mཔ།,
,850,48,1,《པེ་》,སྒྲུབ།,
,,49,2,《པེ་》《སྣར་》,པའི།,
,,50,3,《པེ་》《སྣར་》,ཀྱིས།,
,,51,4,《པེ་》《སྣར་》,mཅན།,
,851,52,1,《པེ་》,mཀྱི།,
,,53,2,《པེ་》《སྣར་》,སྤོངས་པར།,
,,54,3,《པེ་》《སྣར་》,mནི།,
,,55,4,《པེ་》《སྣར་》,ལྤགས།,
,,56,5,《པེ་》,དཀྲུང་།,
,,57,6,《པེ་》《སྣར་》,བོའོ།,
,,58,7,《པེ་》《སྣར་》,ནི།,
,852,59,1,《པེ་》,སྡུ་དེ་ཡབ།,
,,60,2,《པེ་》《སྣར་》,ཀར།,
,,61,3,《པེ་》,ཀུ།,
,,62,4,《པེ་》《སྣར་》,བོའི།,
,,63,5,《པེ་》,གིས།,
,,64,6,《པེ་》《སྣར་》,pདང་།,
,,65,7,《པེ་》《སྣར་》,བོའི།,
,,66,8,《པེ་》《སྣར་》,བོའི།,
,,67,9,《པེ་》《སྣར་》,བོའི།,
,,68,10,《པེ་》《སྣར་》,གྱི།,
,,69,11,《སྣར་》,mཏཱཾ་ཟླ་ཚེས་ལ་ཐིམ།,
,,70,12,《སྣར་》,mམོ།,
,,71,13,《པེ་》《སྣར་》,ཏོ།།,
,,72,14,《པེ་》《སྣར་》,སོག,
,,73,15,《པེ་》,ཀྱི།,
,853,74,1,《པེ་》《སྣར་》,ཙ།,
