མཚན་བྱང།,ཤོག་གྲངས། ,1,མཆན་གྲངས། ,དཔར་མ། ,མཆན།
,99,2,1,《པེ་》《སྣར་》,mས།
,,3,2,《པེ་》《སྣར་》,སྔོན།
,,4,3,《སྣར་》,སོག
,,5,4,《པེ་》《སྣར་》,ཀར་ཀོ་ཏྲ།
,,6,5,《པེ་》《སྣར་》,བར།
,100,7,1,《སྣར་》,སྐྱེད།
,,8,2,《པེ་》《སྣར་》,ཕེའུ།
,,9,3,《པེ་》《སྣར་》,mསུ།
,,10,4,《པེ་》《སྣར་》,mས།
,,11,5,《པེ་》《སྣར་》,pརེ་རེ།
,,12,6,《པེ་》《སྣར་》,བསྙུང་།
,,13,7,《པེ་》《སྣར་》,འབོག
