མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
༄༅། །དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།,625,2,1,,མཚན་བྱང་འདི་གཞུང་ལས་བླངས་ཏེ་བཀོད་ཅིང་། 《པེ་》དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ་བཞུགས།,《སྣར་》,དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་བཞུགས་སོ།
,,3,2,《པེ་》《སྣར་》,སྟ་པ།,
,,4,3,《པེ་》《སྣར་》,དངངས།,
,,5,4,《པེ་》《སྣར་》,སྲུང་།,
,,6,5,《པེ་》《སྣར་》,འཕྲོག,
,,7,6,《པེ་》《སྣར་》,བཟའ་དཀའ།,
,,8,7,《པེ་》《སྣར་》,ཕེཾ།,1
,,9,8,《པེ་》《སྣར་》,ཧཱ་ང་རོས།,
,,10,9,《པེ་》《སྣར་》,བ་འབར།,
,626,11,1,《པེ་》《སྣར་》,གསིལ།,
,,12,2,《པེ་》《སྣར་》,ཟུང་།,
,,13,3,《པེ་》《སྣར་》,མགོ་བོའི།,
,,14,4,《པེ་》《སྣར་》,པའི།,
,,15,5,《པེ་》《སྣར་》,པའི།,
,,16,6,《པེ་》,ཀྱི།,
,,17,7,《པེ་》《སྣར་》,སྲིད།,
,627,18,1,《པེ་》《སྣར་》,pམཐའ་ཡས་ཁྱབ་ཅིང་།,
,,19,2,《པེ་》《སྣར་》,pདངོས་དང་།,
,,20,3,《པེ་》《སྣར་》,པར།,
,,21,4,《པེ་》,pསུ།,
,628,22,1,《པེ་》《སྣར་》,ཅན།,
,,23,2,《པེ་》《སྣར་》,མ།,
,,24,3,《པེ་》《སྣར་》,གིས།,
,,25,4,《པེ་》《སྣར་》,མཆོད།,
,629,26,1,《པེ་》《སྣར་》,མཱ།,
