མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
༄༅། །སྤོས་སྦྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ་ཞེས་བྱ་བ་བཞུགས།,937,2,1,《པེ་》《སྣར་》,༄༅། །སྤོས་སྦྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ་ཞེས་བྱ་བ་བཞུགས།,,,,,མཚན་བྱང་འདི་《པེ་》《སྣར་》ལྟར་བཀོད་ཅིང་། ཆོས་ཚན་འདི་《སྡེ》《ཅོ》ལ་མི་གཞུགས་པས་《པེ་》ལ་གཞི་བཟུང་ནས་《སྣར་》དང་དཔེ་བསྡུར་བྱས་ཡོད།
