མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།,3,2,1,,,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་དབུའི་མཚན་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,mདག,,,,,,
,,4,3,《པེ་》《སྣར་》,pས།,,,,,,
,,5,4,《པེ་》《སྣར་》,བཞག  ,,,,,,ཆོས་ཚན་འདིའི་ནང་དུ་གཞག་ཅེས་པ་རྣམས་《པེ་》《སྣར་》ལ་བཞག་ཅེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།
,4,6,1,《པེ་》《སྣར་》,བོ།,,,,,,
,,7,2,《པེ་》,ཕྱིས།,,,,,,
,,8,3,《པེ་》,མ།,,,,,,
,,9,4,《པེ་》《སྣར་》,འདུ།,,,,,,
,,10,5,《པེ་》《སྣར་》,པའི།,,,,,,
,5,11,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,12,2,《པེ་》《སྣར་》,mཀྱིས།,,,,,,
,,13,3,《པེ་》《སྣར་》,mམི།,,,,,,
,,14,4,《པེ་》,pདང་།,,,,,,
,,15,5,《པེ་》《སྣར་》,བར།,,,,,,
,,16,6,《པེ་》《སྣར་》,mཅེས།,,,,,,
,,17,7,《པེ་》《སྣར་》,པར།,,,,,,
,,18,8,《པེ་》《སྣར་》,བྱར།,,,,,,
,,19,9,《པེ་》《སྣར་》,བྱར།,,,,,,
,,20,10,《པེ་》《སྣར་》,བྱར།,,,,,,
,6,21,1,《སྣར་》,ལྟ།,,,,,,
,,22,2,《པེ་》《སྣར་》,མ།,,,,,,
,,23,3,《པེ་》《སྣར་》,ངན་པའི།,,,,,,
,,24,4,《པེ་》《སྣར་》,བ།,,,,,,
,,25,5,《པེ་》,འདོར་བསྡུས།,《སྣར་》,མདོར་བསྡུས།,,,,,
,7,26,1,《པེ་》《སྣར་》,ནས།,,,,,,
,,27,2,《པེ་》《སྣར་》,རྟོག,,,,,,
,,28,3,《སྣར་》,mསེམས་མཉམ་པར་གཞག་པའམ།,,,,,,
,,29,4,《པེ་》《སྣར་》,mགི།,,,,,,
,,30,5,《པེ་》,mབ་དེ་དག་མི་འབྱུང་།,,,,,,
,,31,6,《པེ་》《སྣར་》,དེ།,,,,,,
,,32,7,《སྣར་》,mཞིང་མ་བྲལ་བར་མི་འགྱུར།,,,,,,
,,33,8,《པེ་》,ཀྱི།,,,,,,
,,34,9,《པེ་》,བཞི།,,,,,,
,,35,10,《པེ་》《སྣར་》,mའཆི།,,,,,,
,8,36,1,《པེ་》《སྣར་》,mན།,,,,,,
,9,37,1,《པེ་》《སྣར་》,ཁམས།,,,,,,
