མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
ཆོམ་རྗུན་བཅིང་བ།,1478,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,ཙོ་ར།
,,4,3,《པེ་》《སྣར་》,ན།
,,5,4,《པེ་》《སྣར་》,mདུ།
,,6,5,《པེ་》《སྣར་》,བབ།
,,7,6,《པེ་》《སྣར་》,པས།
,,8,7,《པེ་》《སྣར་》,པ།
,,9,8,《པེ་》《སྣར་》,ཙོ་ར་བནྡྷ།
,1479,10,1,《པེ་》《སྣར་》,mསུ།
,,11,2,《པེ་》《སྣར་》,mསྒྲོལ་མའི།
,,12,3,《པེ་》《སྣར་》,རིག
,,13,4,《པེ་》《སྣར་》,ལོཙྪ།
