མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
17-97,1003,2,1,,,,,,,,མཚན་བྱང་འདི་《སྡེ་》《ཅོ་》ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,ཏོག,,,,,,
,,4,3,《པེ་》《སྣར་》,ཆུ།,,,,,,
,,5,4,《པེ་》《སྣར་》,pཡིས།,,,,,,
,,6,5,《པེ་》《སྣར་》,ལོཙྪ།,,,,,,
,,7,6,《པེ་》,ཀྱ་མ་ཤཱི།,《སྣར་》,ཀྲ་མ་ཤྲཱི།,,,,,
,,8,7,《པེ་》《སྣར་》,pརྫོགས་སོ།,,,,,,
