མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
༄༅། །དཔལ་ཕྱག་ན་རྡོ་རྗེ་ལ་དོན་རྟགས་ཀྱི་སྒོ་ནས་བསྟོད་པ།།,901,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《སྣར་》,ནི།,
,,4,3,《པེ་》,རྫེས།,
,902,5,1,《པེ་》,འཕྱང་།,
,,6,2,《པེ་》,བཟངས།,
,,7,3,《སྣར་》,རྣམས།,
,,8,4,《སྣར་》,འདི།,
,,9,5,《པེ་》,སྡིག,
,,10,6,《པེ་》《སྣར་》,རྒྱུ།,
,,11,7,《པེ་》,སྲེགས།,《སྣར་》,བསྲེག
,903,12,1,《པེ་》《སྣར་》,སྐྱོབ་པའི།,
,,13,2,《པེ་》《སྣར་》,བཟངས།,
,,14,3,《སྣར་》,བཟུང་།,
,,15,4,《སྣར་》,དང་།,
,904,16,1,《པེ་》《སྣར་》,སྐུར།,
,,17,2,《པེ་》《སྣར་》,ཙ།,
,,18,3,《པེ་》,༽བཛྲ་པཱ་ཎི་སིདྷི།། །།,,
