མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,,415,7,《པེ་》《སྣར་》,བསལ་བའི།,,,,,,
,527,416,1,《པེ་》,བཟློག,《སྣར་》,བཟློགས།,,,,,
,,417,2,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,418,3,《པེ་》《སྣར་》,སྐྱེས།,,,,,,
,,419,4,《པེ་》《སྣར་》,ནི།,,,,,,
,,420,5,《པེ་》《སྣར་》,ཐོག་མེད་ཕྱིར་ནི།,,,,,,
,,421,6,《པེ་》《སྣར་》,རང་།,,,,,,
,,422,7,《སྣར་》,མིན།,,,,,,
,,423,8,《སྣར་》,གདོན།,,,,,,
,,424,9,《སྣར་》,ཡི།,,,,,,
,,425,10,《པེ་》《སྣར་》,མིན་ཕྱིར།,,,,,,
,528,426,1,《པེ་》《སྣར་》,བསྐྱེད་པ་ལ།,,,,,,
,,427,2,《པེ་》,ཆེ། ,《སྣར་》,ཆ།,,,,,
,,428,3,《པེ་》《སྣར་》,ཡི།,,,,,,
,,429,4,《པེ་》《སྣར་》,ཡི།,,,,,,
,,430,5,《སྣར་》,pཔ།,,,,,,
,,431,6,《པེ་》《སྣར་》,པ།,,,,,,
,,432,7,《པེ་》《སྣར་》,བོ།,,,,,,
,,433,8,《པེ་》《སྣར་》,ལྡོག,,,,,,
,529,434,1,《པེ་》《སྣར་》,པ།,,,,,,
,,435,2,《པེ་》《སྣར་》,སྤྱི།,,,,,,
,,436,3,《པེ་》《སྣར་》,ནི།,,,,,,
,,437,4,《པེ་》,བརྟག,,,,,,
,,438,5,《པེ་》《སྣར་》,ལ།,,,,,,
,,439,6,《པེ་》《སྣར་》,དེ།,,,,,,
,,440,7,《པེ་》《སྣར་》,དངོས་དང་།,,,,,,
,,441,8,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,442,9,《སྣར་》,ལས།,,,,,,
,,443,10,《པེ་》,ཟློག,,,,,,
,530,444,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,445,2,《པེ་》《སྣར་》,ཡི།,,,,,,
,,446,3,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,447,4,《པེ་》《སྣར་》,ན།,,,,,,
,,448,5,《པེ་》《སྣར་》,རྟེན།,,,,,,
,531,449,1,《པེ་》《སྣར་》,གཞན།,,,,,,
,,450,2,《པེ་》《སྣར་》,ལ།,,,,,,
,,451,3,《པེ་》《སྣར་》,རྟོག,,,,,,
,,452,4,《པེ་》《སྣར་》,ཡིན།,,,,,,
,,453,5,《པེ་》《སྣར་》,སླུ།,,,,,,
,,454,6,《པེ་》《སྣར་》,མའི།,,,,,,
,,455,7,《པེ་》《སྣར་》,བཞག,,,,,,
,,456,8,《སྣར་》,ང་།,,,,,,
,,457,9,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,458,10,《པེ་》《སྣར་》,རྟོག,,,,,,
,,459,11,《པེ་》《སྣར་》,ལྡོག,,,,,,
,,460,12,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,461,13,《སྣར་》,བསལ།,,,,,,
,532,462,1,《པེ་》《སྣར་》,ལ།,,,,,,
,,463,2,《པེ་》《སྣར་》,ནོ།,,,,,,
,,464,3,《པེ་》《སྣར་》,སླུ།,,,,,,
,,465,4,《པེ་》《སྣར་》,ལོགས།,,,,,,
,,466,5,《པེ་》《སྣར་》,པར།,,,,,,
,,467,6,《པེ་》《སྣར་》,བལྟར།,,,,,,
,,468,7,《པེ་》《སྣར་》,ཇི། ,,,,,,(ཆོས་ཚན་འདིའི་ནང་དུ་ཅི་ལྟར་ཞེས་པ་རྣམས《པེ་》《སྣར་》ལ་ཇི་ལྟར་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,469,8,《པེ་》《སྣར་》,པར།,,,,,,
,,470,9,《པེ་》《སྣར་》,བྱས།,,,,,,
,533,471,1,《པེ་》《སྣར་》,རྟག,,,,,,
,,472,2,《པེ་》《སྣར་》,མང་།,,,,,,
,,473,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,474,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,475,5,《སྣར་》,རྟག,,,,,,
,,476,6,《པེ་》《སྣར་》,mདེ།,,,,,,
,,477,7,《པེ་》《སྣར་》,ཀྱིས། དོན་གྱིས།,,,,,,
,,478,8,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,479,9,《པེ་》《སྣར་》,གྲུབ།,,,,,,
,534,480,1,《པེ་》《སྣར་》,སྒྲ།,,,,,,
,,481,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,482,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,483,4,《པེ་》,ཏེ།,,,,,,
,,484,5,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,485,6,《པེ་》《སྣར་》,རིགས།,,,,,,
,,486,7,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,487,8,《པེ་》《སྣར་》,བ།,,,,,,
,,488,9,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,489,10,《པེ་》《སྣར་》,གར།,,,,,,
,,490,11,《པེ་》《སྣར་》,དེ།,,,,,,
,535,491,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,492,2,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,493,3,《པེ་》《སྣར་》,ཟློག,,,,,,
,,494,4,《པེ་》《སྣར་》,བརྡ།,,,,,,
,,495,5,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,496,6,《པེ་》《སྣར་》,པར།,,,,,,
,536,497,1,《པེ་》《སྣར་》,ཆོད།,,,,,,
,,498,2,《པེ་》《སྣར་》,ཡིན།,,,,,,
,,499,3,《པེ་》《སྣར་》,གྲུབ།,,,,,,
,,500,4,《སྣར་》,གྲགས།,,,,,,
,,501,5,《སྣར་》,mདེ།,,,,,,
,,502,6,《པེ་》《སྣར་》,pཔ།,,,,,,
,,503,7,《པེ་》《སྣར་》,ན།,,,,,,
,,504,8,《པེ་》《སྣར་》,སོ།,,,,,,
,,505,9,《པེ་》《སྣར་》,བརྗོད།,,,,,,
,,506,10,《པེ་》《སྣར་》,ཀའང་འགྲུབ།,,,,,,
,,507,11,《པེ་》《སྣར་》,ཡིས།,,,,,,
,537,508,1,《པེ་》《སྣར་》,མི་བརྟེན།,,,,,,
,,509,2,《པེ་》《སྣར་》,སོར།,,,,,,
,,510,3,《སྣར་》,རིགས།,,,,,,
,,511,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,512,5,《པེ་》《སྣར་》,པས།,,,,,,
,,513,6,《པེ་》《སྣར་》,གི།,,,,,,
,,514,7,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,515,8,《པེ་》《སྣར་》,རིགས།,,,,,,
,,516,9,《པེ་》,རྟོག,,,,,,
,,517,10,《པེ་》《སྣར་》,ཅིག,,,,,,
,,518,11,《པེ་》《སྣར་》,ཡི།,,,,,,
,,519,12,《པེ་》,ཡི་སྦྱོར།,《སྣར་》,ཡི་སྦྱར།,,,,,
,538,520,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,521,2,《པེ་》《སྣར་》,འཇུག་མྱུར།,,,,,,
,,522,3,《པེ་》,རྟོགས།,,,,,,
,,523,4,《པེ་》《སྣར་》,བློར།,,,,,,
,,524,5,《པེ་》《སྣར་》,འདི།,,,,,,
,539,525,1,《པེ་》《སྣར་》,བཞི།,,,,,,
,,526,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,527,3,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,528,4,《པེ་》《སྣར་》,པ།,,,,,,
,,529,5,《པེ་》《སྣར་》,བྱའི།,,,,,,
,,530,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,531,7,《པེ་》《སྣར་》,ཡི།,,,,,,
,,532,8,《པེ་》《སྣར་》,དཀར།,,,,,,
,,533,9,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,534,10,《པེ་》《སྣར་》,ཡི།,,,,,,
,540,535,1,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,536,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,537,3,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,538,4,《པེ་》《སྣར་》,ལའང་།,,,,,,
,,539,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,541,540,1,《པེ་》《སྣར་》,ཅིས།,,,,,,
,,541,2,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,542,3,《པེ་》《སྣར་》,སྒྲ།,,,,,,
,,543,4,《པེ་》《སྣར་》,པ་ཡི།,,,,,,
,,544,5,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,545,6,《པེ་》《སྣར་》,དེས།,,,,,,
,,546,7,《པེ་》《སྣར་》,ཡི།,,,,,,
,542,547,1,《པེ་》《སྣར་》,རྟག,,,,,,
,,548,2,《སྣར་》,པོ།,,,,,,
,,549,3,《པེ་》《སྣར་》,ལའང་།,,,,,,
,543,550,1,《པེ་》,ཅི།,,,,,,
,,551,2,《སྣར་》,དེ།,,,,,,
,,552,3,《པེ་》《སྣར་》,ཡི།,,,,,,
,,553,4,《པེ་》《སྣར་》,ཁྱད།,,,,,,
,,554,5,《པེ་》《སྣར་》,ལས།,,,,,,
,,555,6,《པེ་》《སྣར་》,པ།,,,,,,
,,556,7,《སྣར་》,pཔ།,,,,,,
,,557,8,《པེ་》《སྣར་》,ནི།,,,,,,
,544,558,1,《པེ་》《སྣར་》,ཇི་ལྟར།,,,,,,
,,559,2,《པེ་》《སྣར་》,ལ།,,,,,,
,,560,3,《པེ་》《སྣར་》,ལྡན།,,,,,,
,,561,4,《པེ་》《སྣར་》,གཞག,,,,,,
,,562,5,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,563,6,《པེ་》,དོན་གཅིག་རྟགས།,《སྣར་》,དེ་ནི་གཅིག་རྟོགས།,,,,,
,,564,7,《པེ་》《སྣར་》,བྲལ།,,,,,,
,,565,8,《པེ་》《སྣར་》,ལའང་།,,,,,,
,545,566,1,《པེ་》《སྣར་》,དག,,,,,,
,,567,2,《པེ་》《སྣར་》,སྤྱོད།,,,,,,
,,568,3,《པེ་》《སྣར་》,མ།,,,,,,
,,569,4,《སྣར་》,པའི།,,,,,,
,,570,5,《པེ་》《སྣར་》,དེ།,,,,,,
,,571,6,《པེ་》《སྣར་》,འབའ།,,,,,,
,,572,7,《པེ་》《སྣར་》,སྤྱོད།,,,,,,
,,573,8,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,574,9,《པེ་》《སྣར་》,གིས།,,,,,,
,546,575,1,《པེ་》《སྣར་》,གསལ།,,,,,,
,,576,2,《སྣར་》,pབ།,,,,,,
,,577,3,《པེ་》《སྣར་》,གི།,,,,,,
,,578,4,《པེ་》《སྣར་》,པ།,,,,,,
,,579,5,《པེ་》《སྣར་》,གཏོགས།,,,,,,
,,580,6,《པེ་》《སྣར་》,རྟགས།,,,,,,
,547,581,1,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,582,2,《པེ་》,mལ།,《སྣར་》,པ།,,,,,
,,583,3,《པེ་》《སྣར་》,མ།,,,,,,
,548,584,1,《པེ་》《སྣར་》,དུ།,,,,,,
,,585,2,《སྣར་》,པོ་དེ།,,,,,,
,,586,3,《པེ་》《སྣར་》,པ།,,,,,,
,,587,4,《པེ་》《སྣར་》,པར།,,,,,,
,,588,5,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,589,6,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,590,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,591,8,《པེ་》《སྣར་》,དང་།,,,,,,
,549,592,1,《སྣར་》,pསོ།,,,,,,
,550,593,1,《ཅོ་》,གསལ།,,,,,,
,,594,2,《པེ་》,ལའང་དེ་ལ།,《སྣར་》,ལའང་དེ།,,,,,
,,595,3,《པེ་》《སྣར་》,མ།,,,,,,
,,596,4,《པེ་》《སྣར་》,ཡི།,,,,,,
,,597,5,《པེ་》《སྣར་》,དབྱེ།,,,,,,
,551,598,1,《པེ་》《སྣར་》,ཅིང་།,,,,,,
,,599,2,《པེ་》《སྣར་》,པ།,,,,,,
,,600,3,《པེ་》《སྣར་》,པའང་།,,,,,,
,,601,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,602,5,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,603,6,《པེ་》《སྣར་》,བསལ།,,,,,,
,,604,7,《པེ་》《སྣར་》,དཔྱད།,,,,,,
,,605,8,《པེ་》《སྣར་》,སླུ།,,,,,,
,,606,9,《པེ་》《སྣར་》,བོའང་།,,,,,,
,,607,10,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,552,608,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,609,2,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,610,3,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,611,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,612,5,《པེ་》《སྣར་》,བློ།,,,,,,
,,613,6,《པེ་》《སྣར་》,འདི།,,,,,,
,,614,7,《པེ་》《སྣར་》,ལྡོག,,,,,,
,,615,8,《པེ་》《སྣར་》,འགལ།,,,,,,
,,616,9,《པེ་》《སྣར་》,བསལ།,,,,,,
,553,617,1,《སྣར་》,ལས་དང་།,,,,,,
,,618,2,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,619,3,《པེ་》《སྣར་》,དེའི།,,,,,,
,,620,4,《པེ་》,གང་གིས།,《སྣར་》,བདག་གིས།,,,,,
,554,621,1,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,622,2,《པེ་》《སྣར་》,ལའང་།,,,,,,
,555,623,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,624,2,《པེ་》《སྣར་》,སོར།,,,,,,
,,625,3,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,626,4,《པེ་》《སྣར་》,དེ།,,,,,,
,,627,5,《པེ་》《སྣར་》,པར།,,,,,,
,,628,6,《པེ་》《སྣར་》,རིགས།,,,,,,
,,629,7,《པེ་》《སྣར་》,འགྱུར་བ།,,,,,,
,,630,8,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,631,9,《པེ་》《སྣར་》,རིག,,,,,,
,,632,10,《པེ་》《སྣར་》,ཤེས།,,,,,,
,556,633,1,《པེ་》《སྣར་》,པའང་།,,,,,,
,,634,2,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,635,3,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,636,4,《པེ་》《སྣར་》,ཡིན།,,,,,,
,,637,5,《པེ་》《སྣར་》,དེས།,,,,,,
,,638,6,《པེ་》《སྣར་》,འདིའི།,,,,,,
,,639,7,《པེ་》《སྣར་》,དེ།,,,,,,
,557,640,1,《པེ་》《སྣར་》,ཡིན།,,,,,,
,,641,2,《པེ་》《སྣར་》,འམ།,,,,,,
,,642,3,《ཅོ་》,ད།,,,,,,
,,643,4,《པེ་》《སྣར་》,ཡི།,,,,,,
,,644,5,《པེ་》《སྣར་》,ཞིང་རྟོག,,,,,,
,,645,6,《པེ་》《སྣར་》,ན།,,,,,,
,,646,7,《པེ་》《སྣར་》,བ་བཞིན།,,,,,,
,558,647,1,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,559,648,1,《སྣར་》,འགའ།,,,,,,
,,649,2,《སྣར་》,བཞིན་ཡང་མྱོང་བ།,,,,,,
,,650,3,《པེ་》《སྣར་》,རྟོག,,,,,,
,,651,4,《སྣར་》,འཆང་བ།,,,,,,
,560,652,1,《པེ་》《སྣར་》,འབའ།,,,,,,
,,653,2,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,654,3,《པེ་》《སྣར་》,ལ་སོགས།,,,,,,
,,655,4,《པེ་》《སྣར་》,པ།,,,,,,
,,656,5,《པེ་》,བསྲེ།,《སྣར་》,བསྲ།,,,,,
,,657,6,《པེ་》《སྣར་》,གྱུར་པའི།,,,,,,
,,658,7,《པེ་》《སྣར་》,པར་ནི།,,,,,,
,,659,8,《པེ་》《སྣར་》,དུ།,,,,,,
,,660,9,《པེ་》《སྣར་》,པ།,,,,,,
,561,661,1,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,662,2,《པེ་》《སྣར་》,རྟོག,,,,,,
,,663,3,《པེ་》《སྣར་》,བསལ།,,,,,,
,,664,4,《པེ་》《སྣར་》,གྲུབ།,,,,,,
,,665,5,《པེ་》《སྣར་》,དེ།,,,,,,
,,666,6,《པེ་》《སྣར་》,སུ།,,,,,,
,,667,7,《པེ་》《སྣར་》,འཛིན།,,,,,,
,562,668,1,《པེ་》《སྣར་》,དེར།,,,,,,
,,669,2,《པེ་》《སྣར་》,mའདས།,,,,,,
,,670,3,《པེ་》,pནི།,,,,,,
,,671,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,672,5,《ཅོ་》,དང་།,,,,,,
,,673,6,《པེ་》《སྣར་》,བསལ་མི་བསལ།,,,,,,
,,674,7,《པེ་》《སྣར་》,བསྒྲིབས།,,,,,,
,,675,8,《པེ་》《སྣར་》,དུའང་།,,,,,,
,,676,9,《སྣར་》,དེར།,,,,,,
,,677,10,《པེ་》《སྣར་》,བསྒྲིབས།,,,,,,
,563,678,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,679,2,《པེ་》《སྣར་》,པ།,,,,,,
,,680,3,《པེ་》《སྣར་》,ཕྱིར་མིན།,,,,,,
,,681,4,《པེ་》《སྣར་》,རིག་རྣམ་པ་ཡི།,,,,,,
,,682,5,《པེ་》《སྣར་》,བྱེད།,,,,,,
,,683,6,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,684,7,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,685,8,《པེ་》《སྣར་》,པས།,,,,,,
,,686,9,《པེ་》,གྱི་ཕྱི།,《སྣར་》,གྱི་ཕྱ།,,,,,
,,687,10,《པེ་》《སྣར་》,ལྟར།,,,,,,
,564,688,1,《ཅོ་》,དེ།,,,,,,
,,689,2,《པེ་》《སྣར་》,pཡི།,,,,,,
,,690,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,691,4,《པེ་》《སྣར་》,མ་ཡིན།,,,,,,
,,692,5,《པེ་》,pཕྱི་རོལ་དོན་ལ་ཚད་མ་གང་། །བློ་ནི་སྔོ་སོགས་དངོས་ཡིན་ན།།,,,,,,
,,693,6,《པེ་》《སྣར་》,མི།,,,,,,
,565,694,1,《པེ་》《སྣར་》,བསལ།,,,,,,
,,695,2,《པེ་》《སྣར་》,བསལ།,,,,,,
,,696,3,《པེ་》《སྣར་》,ན།,,,,,,
,,697,4,《པེ་》《སྣར་》,ན།,,,,,,
,,698,5,《པེ་》《སྣར་》,དེ།,,,,,,
,,699,6,《པེ་》《སྣར་》,རང་།,,,,,,
,,700,7,《པེ་》《སྣར་》,མི།,,,,,,
,566,701,1,《པེ་》《སྣར་》,པ།,,,,,,
,,702,2,《པེ་》《སྣར་》,གྱི་རིགས།,,,,,,
,,703,3,《པེ་》《སྣར་》,རིག,,,,,,
,,704,4,《པེ་》《སྣར་》,བའི།,,,,,,
,,705,5,《པེ་》《སྣར་》,བསལ།,,,,,,
,,706,6,《པེ་》《སྣར་》,ལ།,,,,,,
,,707,7,《པེ་》《སྣར་》,ལ།,,,,,,
,,708,8,《པེ་》《སྣར་》,ལས་ནི་སྐྱེས།,,,,,,
,,709,9,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,710,10,《པེ་》《སྣར་》,ཡིན།,,,,,,
,567,711,1,《ཅོ་》,རྟོག,,,,,,
,,712,2,《པེ་》《སྣར་》,དམ།,,,,,,
,,713,3,《པེ་》《སྣར་》,འདི་ནི་གསལ་འགྱུར།,,,,,,
,,714,4,《པེ་》《སྣར་》,བར།,,,,,,
,,715,5,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,716,6,《པེ་》《སྣར་》,དེ།,,,,,,
,,717,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,718,8,《པེ་》《སྣར་》,དེ།,,,,,,
,,719,9,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,720,10,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,721,11,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,722,12,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,723,13,《སྣར་》,རྟག,,,,,,
,,724,14,《སྣར་》,པ།,,,,,,
,568,725,1,《པེ་》《སྣར་》,ལས།,,,,,,
,,726,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,727,3,《པེ་》《སྣར་》,ཅོལ།,,,,,,
,,728,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,729,5,《སྣར་》,བར།,,,,,,
,,730,6,《པེ་》《སྣར་》,དེ།,,,,,,
,569,731,1,《པེ་》《སྣར་》,འགྲུབ།,,,,,,
,,732,2,《པེ་》《སྣར་》,ཡི།,,,,,,
,,733,3,《པེ་》《སྣར་》,སོའི།,,,,,,
,570,734,1,《པེ་》《སྣར་》,ཆད།,,,,,,
,,735,2,《པེ་》《སྣར་》,འབྲེལ་པ།,,,,,,
,,736,3,《སྣར་》,pཔ།,,,,,,
,,737,4,《པེ་》《སྣར་》,བ།,,,,,,
,,738,5,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,739,6,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,740,7,《སྣར་》,བསལ།,,,,,,
,,741,8,《པེ་》《སྣར་》,mདང་།,,,,,,
,571,742,1,《པེ་》《སྣར་》,པས།,,,,,,
,,743,2,《སྣར་》,པས།,,,,,,
,,744,3,《པེ་》《སྣར་》,ན་སོ་སོར་ཇི་ལྟར།,,,,,,
,,745,4,《སྣར་》,བར་མེ།,,,,,,
,,746,5,《ཅོ་》,བརྩོད།,,,,,,
,,747,6,《པེ་》《སྣར་》,པ།,,,,,,
,,748,7,《པེ་》《སྣར་》,བ།,,,,,,
,,749,8,《པེ་》《སྣར་》,གྱི།,,,,,,
,,750,9,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,751,10,《པེ་》《སྣར་》,དང་།,,,,,,
,,752,11,《པེ་》《སྣར་》,ལས།,,,,,,
,572,753,1,《པེ་》《སྣར་》,mསྐབས།,,,,,,
,,754,2,《པེ་》《སྣར་》,བར།,,,,,,
,,755,3,《པེ་》《སྣར་》,དཔྱོད།,,,,,,
,,756,4,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,757,5,《པེ་》《སྣར་》,སྔ་བློ།,,,,,,
,,758,6,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,759,7,《སྣར་》,པ།,,,,,,
,,760,8,《པེ་》《སྣར་》,ཡིད།,,,,,,
,,761,9,《པེ་》《སྣར་》,པར།,,,,,,
,,762,10,《པེ་》《སྣར་》,འགྲོ།,,,,,,
,,763,11,《པེ་》《སྣར་》,པའང་།,,,,,,
,,764,12,《པེ་》《སྣར་》,འདི།,,,,,,
,,765,13,《སྣར་》,པར།,,,,,,
,,766,14,《པེ་》《སྣར་》,ལས།,,,,,,
,,767,15,《པེ་》《སྣར་》,ལས།,,,,,,
,573,768,1,《པེ་》《སྣར་》,ལའང་།,,,,,,
,,769,2,《པེ་》《སྣར་》,སྐྱེས།,,,,,,
,,770,3,《པེ་》《སྣར་》,བ།,,,,,,
,,771,4,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,772,5,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,773,6,《པེ་》《སྣར་》,གྱུར་པ།,,,,,,
,,774,7,《པེ་》《སྣར་》,ཀྱང་།,,,,,,
,,775,8,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,776,9,《པེ་》《སྣར་》,ཕྱི།,,,,,,
,,777,10,《པེ་》《སྣར་》,གཉིས།,,,,,,
,574,778,1,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,779,2,《པེ་》《སྣར་》,བ།,,,,,,
,,780,3,《པེ་》《སྣར་》,འབྲེལ།,,,,,,
,,781,4,《པེ་》《སྣར་》,བར།,,,,,,
,,782,5,《པེ་》《སྣར་》,པར།,,,,,,
,,783,6,《པེ་》《སྣར་》,པའི།,,,,,,
,,784,7,《པེ་》《སྣར་》,དེ་ནི་ཅིས་མི།,,,,,,
,,785,8,《པེ་》《སྣར་》,དེ།,,,,,,
,,786,9,《པེ་》《སྣར་》,ལས།,,,,,,
,575,787,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,788,2,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,789,3,《པེ་》《སྣར་》,པའི།,,,,,,
,,790,4,《པེ་》《སྣར་》,ཡི།,,,,,,
,,791,5,《པེ་》,འགག,《སྣར་》,འགགས།,,,,,
,,792,6,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,793,7,《པེ་》《སྣར་》,གྲུབ་དོན་དེ།,,,,,,
,,794,8,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,795,9,《པེ་》《སྣར་》,པ།,,,,,,
,,796,10,《པེ་》《སྣར་》,ལ།,,,,,,
,,797,11,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,576,798,1,《པེ་》《སྣར་》,གྲུབ།,,,,,,
,,799,2,《སྣར་》,གསུང་།,,,,,,
,,800,3,《པེ་》《སྣར་》,པ་དམ་བཅའ།,,,,,,
,,801,4,《པེ་》,འགྱུར་རོ།,《སྣར་》,བར་འགྱུར་རོ།,,,,,
,577,802,1,《པེ་》《སྣར་》,པ།,,,,,,
,,803,2,《པེ་》《སྣར་》,བརྩོད་པ་ཡིས།,,,,,,
,,804,3,《པེ་》《སྣར་》,ཅིས།,,,,,,
,,805,4,《པེ་》《སྣར་》,མ་གྲུབ་ཉིད།,,,,,,
,,806,5,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,807,6,《པེ་》《སྣར་》,གྲུབ།,,,,,,
,,808,7,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,578,809,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,810,2,《པེ་》《སྣར་》,ན།,,,,,,
,,811,3,《སྣར་》,mནི།,,,,,,
,579,812,1,《པེ་》《སྣར་》,སྤངས་པར་བྱ་ཡིས།,,,,,,
,,813,2,《པེ་》《སྣར་》,དཔྱོད།,,,,,,
,,814,3,《པེ་》,ད།,,,,,,
,,815,4,《པེ་》《སྣར་》,རེང་བུར།,,,,,,
,,816,5,《པེ་》《སྣར་》,ཅིང་།,,,,,,
,,817,6,《པེ་》《སྣར་》,བཟད།,,,,,,
,,818,7,《པེ་》《སྣར་》,མི།,,,,,,
,,819,8,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,820,9,《པེ་》《སྣར་》,སྐྱོན།,,,,,,
,,821,10,《པེ་》《སྣར་》,ཡིས།,,,,,,
,,822,11,《པེ་》《སྣར་》,དེས།,,,,,,
,,823,12,《པེ་》《སྣར་》,དེ་ཅིས་ནས།,,,,,,
,,824,13,《པེ་》《སྣར་》,ལས།,,,,,,
,,825,14,《པེ་》《སྣར་》,མེད།,,,,,,
,,826,15,《པེ་》《སྣར་》,ནི།,,,,,,
,580,827,1,《པེ་》《སྣར་》,རིག,,,,,,
,,828,2,《པེ་》《སྣར་》,འདི།,,,,,,
,,829,3,《སྣར་》,འབྲལ།,,,,,,
,,830,4,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,831,5,《པེ་》《སྣར་》,ནི།,,,,,,
,,832,6,《པེ་》《སྣར་》,མཐོང་བ།,,,,,,
,,833,7,《པེ་》《སྣར་》,བཟློག,,,,,,
,,834,8,《པེ་》《སྣར་》,སྒྲུབ་ཡིན།,,,,,,
