མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
རྡོ་རྗེ་སེམས་མ་བདེ་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,209,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། །རྡོ་རྗེ་སེམས་མ་བདེ་བའི་སྒྲུབ་ཐབས་བཞུགས་སོ།། ,
,,3,2,《པེ་》《སྣར་》,ཀ,
,,4,3,《པེ་》,བྱུག,
,,5,4,《པེ་》《སྣར་》,ནས།,
,210,6,1,《པེ་》《སྣར་》,ཀ,
,,7,2,《པེ་》《སྣར་》,m྅།,
,,8,3,《པེ་》《སྣར་》,mཐོད་པ།,
,,9,4,《པེ་》《སྣར་》,pཔའི་ཕྱག,
,,10,5,《པེ་》《སྣར་》,ལྔས། །དབུ་བརྒྱན།,
,,11,6,《སྣར་》,ཧཱུཾ་ཧཱུཾ་ཧཱུཾ།,
,,12,7,《པེ་》《སྣར་》,སོ།,
,,13,8,《པེ་》《སྣར་》,རིམ།,
,,14,9,《པེ་》《སྣར་》,ཆིངས།,
