མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,
བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ། ,306,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》《སྣར་》 བདག་ལ་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་དང་མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག་འཕགས་པ་ལྷའི་ཞལ་སྔ་ནས་མཛད་པའོ། །,,
,,3,2,《པེ་》《སྣར་》,སྭ་ཨ་དྷིཥྛ།,,
,,4,3,《པེ་》,ད།,,
,307,5,1,《པེ་》《སྣར་》,བསྡམས།,,
,,6,2,《པེ་》《སྣར་》,སྤྱོད།,,
,,7,3,《པེ་》《སྣར་》,པར།,,
,,8,4,《སྣར་》,པ།,,
,,9,5,《པེ་》《སྣར་》,ན།,,
,,10,6,《པེ་》《སྣར་》,ཡིས།,,
,308,11,1,《པེ་》《སྣར་》,ལས།,,
,,12,2,《པེ་》《སྣར་》,སྟེ།,,
,,13,3,《པེ་》《སྣར་》,pལས།,,
,,14,4,《པེ་》《སྣར་》,དེ།,,
,309,15,1,《པེ་》《སྣར་》,ལས།,,
,,16,2,《པེ་》《སྣར་》,གྱི།,,
,,17,3,《པེ་》《སྣར་》,mདེ།,
,,18,4,《པེ་》《སྣར་》,pནི།,
,,19,5,《པེ་》《སྣར་》,རྗོད།,
,,20,6,《པེ་》《སྣར་》,ཀྱི།,
,310,21,1,《པེ་》《སྣར་》,སུན་འདུག།,
,,22,2,《པེ་》《སྣར་》,མྱང་།,
,,23,3,《པེ་》《སྣར་》,པོ།,
,,24,4,《པེ་》《སྣར་》,རྟོགས་པས་རྟགས།,
,,25,5,《པེ་》《སྣར་》,དཔྱད།,
,,26,6,《པེ་》《སྣར་》,ཀླག་པ།,
,,27,7,《པེ་》《སྣར་》,ཀླག།,
,,28,8,《པེ་》《སྣར་》,གདུད།,
,311,29,1,《པེ་》《སྣར་》,mའཇོན་མོ།,
,,30,2,《པེ་》《སྣར་》,ཟད།,
,312,31,1,《པེ་》《སྣར་》,བས་ཏེ།,
