མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།,300,2,1,《པེ་》《སྣར་》,སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་བཤད་པ་འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པ་བཞུགས་སོ།,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》《སྣར་》ལ་སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་བཤད་པ་འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པ་བཞུགས་སོ།    །ཞེས་འཁོད།
,,3,2,《པེ་》,ཤུ་ནྱཱ་ཏ་སྱ་སཔྟི་ཏ་པྲིཏྟི། ,《སྣར་》,ཤུ་ནྱཱ་ཏ་སྱ་སཔྟི་ཏ་པྲྀཏྟི།
,,4,3,《པེ་》《སྣར་》,བསྙད།,
,,5,4,《པེ་》《སྣར་》,གིས།,,
,,6,5,《པེ་》《སྣར་》,གསུངས་ཀྱི།,
,301,7,1,《པེ་》《སྣར་》,pགྱིས།,
,,8,2,《པེ་》《སྣར་》,mལྟར།,
,,9,3,《པེ་》《སྣར་》,དེའི།,
,,10,4,《པེ་》《སྣར་》,རྒྱུའམ།,
,,11,5,《པེ་》《སྣར་》,འགོག,
,,12,6,《པེ་》《སྣར་》,mམ།,
,,13,7,《པེ་》《སྣར་》,mམ།,
,302,14,1,《པེ་》《སྣར་》,སྐྱེས།,
,,15,2,《སྣར་》,སྐྱོ།,
,,16,3,《པེ་》《སྣར་》,སྐྱེས།,
,,17,4,《སྣར་》,mཔ།,
,,18,5,《པེ་》《སྣར་》,pསྐྱེ་བའི་ཚེ།,
,,19,6,《པེ་》《སྣར་》,སུའང་།,
,303,20,1,《པེ་》《སྣར་》,ལྟར།,
,,21,2,《པེ་》《སྣར་》,བརྟག,
,,22,3,《པེ་》《སྣར་》,འཕྱི་བར་བརྟག,
,,23,4,《པེ་》《སྣར་》,བརྟག,
,,24,5,《པེ་》《སྣར་》,pནི།,
,,25,6,《པེ་》《སྣར་》,ཆར།,
,,26,7,《སྣར་》,པའི།,
,,27,8,《པེ་》《སྣར་》,བྱུང་།,
,,28,9,《པེ་》《སྣར་》,mནི།,
,,29,10,《པེ་》《སྣར་》,mནི།,
,304,30,1,《པེ་》《སྣར་》,བཏགས།,
,,31,2,《པེ་》《སྣར་》,དེའི།,
,,32,3,《པེ་》,ཡིན་པར།,《སྣར་》,ཡིན་པས།
,,33,4,《པེ་》,སྦྱར་རོ།།དེ། ,《སྣར་》,སྦྱར་རོ།     །དེ།
,,34,5,《པེ་》《སྣར་》,གཞི།,
,,35,6,《པེ་》《སྣར་》,མི།,
,,36,7,《པེ་》《སྣར་》,བསྐྱེད་བྱེད།,
,305,37,1,《པེ་》《སྣར་》,pནི།,
,,38,2,《པེ་》《སྣར་》,པར་ཡང་མེད།,
,,39,3,《པེ་》《སྣར་》,བྱུང་།,
,,40,4,《པེ་》《སྣར་》,འབྱུང་།,
,,41,5,《པེ་》,གྲུབ་པའང་།,
,,42,6,《པེ་》《སྣར་》,མི།,
,306,43,1,《པེ་》《སྣར་》,mཡང་།,
,,44,2,《པེ་》《སྣར་》,pདངོས་པོ་དང་།,
,,45,3,《པེ་》《སྣར་》,དང་བརྟེན།,
