མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
མན་ངག་སྐུའི་སྒྲོན་མ་ཞེས་བྱ་བ། ,1678,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》《སྣར་》མན་ངག་སྐུའི་སྒྲོན་མ་ཞེས་བྱ་བ་བཞུགས་སོ།།
,,3,2,《པེ་》《སྣར་》,དི།
,,4,3,《པེ་》《སྣར་》,གནས།
,,5,4,《པེ་》《སྣར་》,ཀྱིས།
,1679,6,1,《པེ་》《སྣར་》,རྟོག
,,7,2,《པེ་》《སྣར་》,གིས།
