མཚན་བྱང། ,ཤོག་གྲངས། ,1,མཆན་གྲངས།,དཔར་མ།,མཆན། 
,181,2,1,《པེ་》《སྣར་》,pཔ།
,,3,2,《པེ་》《སྣར་》,ན།
,,4,3,《པེ་》《སྣར་》,mདེ།
,,5,4,《པེ་》《སྣར་》,ལ།
,182,6,1,《པེ་》《སྣར་》,pལ།
