མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མའི་བསྒྲུབ་ཐབས།,1277,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,དྷི།
,,4,3,《པེ་》《སྣར་》,ར།
,,5,4,《སྣར་》,པ།
,,6,5,《པེ་》《སྣར་》,རྒྱས།
,,7,6,《པེ་》《སྣར་》,ཏཾ་ཡིག་དུར།
,,8,7,《པེ་》《སྣར་》,ཏཾ།
,,9,8,《པེ་》《སྣར་》,pབདུན་གྱིས་མཆོད་པར།
,1278,10,1,《པེ་》《སྣར་》,ལ་རྗེས་སུ་སྔོ།
,,11,2,《པེ་》《སྣར་》,བརྟེན།
,,12,3,《པེ་》《སྣར་》,བྷ།
,,13,4,《པེ་》《སྣར་》,དྷརྨ།
,,14,5,《པེ་》《སྣར་》,བྷ།
,,15,6,《པེ་》《སྣར་》,m྅།
,,16,7,《པེ་》《སྣར་》,བྷ།
,,17,8,《པེ་》《སྣར་》,m྅།,
,,18,9,《སྣར་》,པི།,
,,19,10,《པེ་》《སྣར་》《ཅོ་》,ལས།,
,,20,11,《པེ་》《སྣར་》,དུར།,
,,21,12,《པེ་》《སྣར་》,ཏཾ།,
,,22,13,《སྣར་》,ལ།,
,,23,14,《པེ་》《སྣར་》,mཅན།,
,1279,24,1,《སྣར་》,mཀྱིས།,
,,25,2,《པེ་》《སྣར་》,mདང་།,
,,26,3,《པེ་》《སྣར་》,pདང་ཐོད་པ།,
,,27,4,《པེ་》《སྣར་》,པ།,
,,28,5,《སྣར་》,བརྒྱས།,
,,29,6,《པེ་》《སྣར་》,བསྒོམ།,
,,30,7,《སྣར་》,བསྔོ་བར།,
,,31,8,《པེ་》《སྣར་》,མྲྀ་ཏ།,
,,32,9,《སྣར་》,དང་།,
,,33,10,《པེ་》《སྣར་》,ཏཾཾ་ཏ།,,
,,34,11,《པེ་》《སྣར་》,ཨ།,,
