མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
དབུ་མའི་མན་ངག་ཇོ་བོ་རྗེས་མཛད་པ་བཞུགས་སོ།,342,2,1,,མཚན་བྱང་འདི་《པེ་》《སྣར་》ལྟར་བཀོད་ཅིང་། ཆོས་ཚན་འདི་གོང་གི་ཆོས་ཚན་(༣༡༥༨)པར་83《པེ་》《སྣར་》བཞི་ཀར་བཞུགས་སྟབས་བསྐྱར་ཟློས་སུ་སོང་མེད། འདིར་《པེ་》ལ་གཞིར་བཟུང་ནས་《སྣར་》དང་དཔེ་བསྡུར་བྱས་ཡོད།
,,3,2,《སྣར་》,pམ།
,,4,3,《སྣར་》,ཤ
,,5,4,《སྣར་》,mརམ། ཡང་དག་པར།
,343,6,1,《སྣར་》,གི།
,344,7,1,《སྣར་》,པར།
,,8,2,《སྣར་》,ལུས།
,,9,3,《སྣར་》,mམཐུས།
,,10,4,《སྣར་》,mདང་།
,,11,5,《སྣར་》,སྤྲས།
,,12,6,《སྣར་》,པའོ།
