མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན། ,
,168,2,1,《པེ་》《སྣར་》,གཅིག,
,,3,2,《པེ་》《སྣར་》,ཐ།,
,,4,3,《པེ་》《སྣར་》,ལ།,
,,5,4,《པེ་》《སྣར་》,pཔ།,
,,6,5,《པེ་》《སྣར་》,དུར།,
,,7,6,《པེ་》《སྣར་》,སྒྲིལ།,
,,8,7,《པེ་》《སྣར་》,བཏིག,
,,9,8,《པེ་》《སྣར་》,mཡུངས་ཀར་དང་།,
,,10,9,《པེ་》《སྣར་》,བཏབ།,
,,11,10,《པེ་》《སྣར་》,རྨང་།,
,,12,11,《པེ་》《སྣར་》,རྡོལ།,
,,13,12,《པེ་》《སྣར་》,བླུད།,
,,14,13,《པེ་》《སྣར་》,བཏང་།,
,,15,14,《པེ་》《སྣར་》,mཀླུ།,
