མཚན་བྱང། ,ཤོག་གྲངས། ,1,མཆན་གྲངས།,དཔར་མ།,མཆན། 
,216,2,1,《པེ་》《སྣར་》,ཙཱི།
,217,3,1,《པེ་》《སྣར་》,ཕྱུང་ཞིག
,,4,2,《པེ་》《སྣར་》,པས།
,,5,3,《པེ་》《སྣར་》,ལ།
,,6,4,《པེ་》《སྣར་》,སྦྱར།
,,7,5,《སྣར་》,བརྗོད་སྟོད།
,,8,6,《པེ་》《སྣར་》,པར།
