མཚན་བྱང།,ཤོག་གྲངས། ,1,མཆན་གྲངས། ,དཔར་མ། ,མཆན།
,82,2,1,《པེ་》《སྣར་》,དགྱེ།
,,3,2,《པེ་》《སྣར་》,པའི།
,,4,3,《པེ་》《སྣར་》,mཿ།
,,5,4,《པེ་》《སྣར་》,རྫེས།
,,6,5,《པེ་》《སྣར་》,བ།
,83,7,1,《པེ་》《སྣར་》,ཐོག
,,8,2,《པེ་》《སྣར་》,mཨོཾ།
,,9,3,《སྣར་》,ཛྭ།
,,10,4,《པེ་》《སྣར་》,གི་མཆོད་པ་དབུལ།
,,11,5,《པེ་》《སྣར་》,པར།
,,12,6,《པེ་》《སྣར་》,སོའི་འོད་དུ་བཞུ།
,,13,7,《པེ་》《སྣར་》,mམོ།
,,14,8,《པེ་》《སྣར་》,བ་ལས་དེ།
,,15,9,《པེ་》《སྣར་》,བཏང་།
,,16,10,《པེ་》《སྣར་》,pདཀྱིལ་འཁོར་གྱི།
