མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,,88,5,《པེ་》《སྣར་》,ཡི།,
,16,89,1,《པེ་》《སྣར་》,mལ།,
,,90,2,《པེ་》《སྣར་》,mབ།,
,17,91,1,《ཅོ་》,mརྣམས།,
,,92,2,《པེ་》《སྣར་》,རྟོག,
,,93,3,《པེ་》《སྣར་》,pབདེན་པ།,
,,94,4,《པེ་》《སྣར་》,རྟོག,
,,95,5,《ཅོ་》,mཔ།,
,,96,6,《པེ་》《སྣར་》,བརྟག་པས་དབེན།,
,,97,7,《པེ་》,དགའ།,《སྣར་》,དག་ལ།,
,18,98,1,《པེ་》,ལོཙྪ།,,
