མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ་བཞུགས།,667,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》ལ་ ༄༅། །སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ་བཞུགས། ཞེས་འཁོད།,
,,3,2,《པེ་》《སྣར་》,ཙིཏྟོཏྤ་ཏ།,
,,4,3,《པེ་》《སྣར་》,པོར།,
,668,5,1,《པེ་》《སྣར་》,གྱི།,
,,6,2,《པེ་》《སྣར་》,pཀྱི།,
,,7,3,《སྣར་》,pཀྱི།,
,,8,4,《པེ་》《སྣར་》,pཀྱི།,
,,9,5,《པེ་》《སྣར་》,ཀྱི།,
,,10,6,《པེ་》《སྣར་》,པར།,
,,11,7,《པེ་》《སྣར་》,པོར།,
,,12,8,《པེ་》《སྣར་》,ནས།,
,669,13,1,《པེ་》《སྣར་》,གཟུང་།,
,,14,2,《པེ་》《སྣར་》,pཀྱི།,
,,15,3,《པེ་》《སྣར་》,རྒལ།,
,,16,4,《པེ་》《སྣར་》,བྱའོ།,
,,17,5,《པེ་》《སྣར་》,འདི།,
,,18,6,《པེ་》《སྣར་》,རིམ།,
,,19,7,《པེ་》《སྣར་》,གི།,
,671,20,1,《པེ་》《སྣར་》,པར།,
,,21,2,《པེ་》《སྣར་》,རྒལ།,
,,22,3,《པེ་》《སྣར་》,ཡང་འདྲེན།,
,,23,4,《པེ་》《སྣར་》,ལེན།,
,,24,5,《པེ་》《སྣར་》,བྲིས།,
,,25,6,《པེ་》,བསམས་ལ།,《སྣར་》,བསམས་པས།
,672,26,1,《པེ་》《སྣར་》,དེ།,
,,27,2,《པེ་》《སྣར་》,པོ།,
,673,28,1,《པེ་》,པ།,
,,29,2,《པེ་》《སྣར་》,བསླབ།,
,,30,3,《པེ་》《སྣར་》,དཔའི།,
,,31,4,《པེ་》,གྱུར་པ།,
,,32,5,《པེ་》,སྡུས།,
,675,33,1,《པེ་》《སྣར་》,དཔའི་སྡོམ་པ་ལ།,
,,34,2,《པེ་》《སྣར་》,དཔའ།,
,,35,3,《པེ་》《སྣར་》,དཔའ།,
,,36,4,《པེ་》《སྣར་》,ལོཙྪ།,
,,37,5,《པེ་》《སྣར་》,།། །།,
,,38,6,《པེ་》《སྣར་》,ཀྱི།,
,,39,7,《པེ་》《སྣར་》,ལོཙྪ།,
,,40,8,《པེ་》《སྣར་》,པའོ།,
