མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
རྟེན་འབྲེལ་སྙིང་པོའི་སྔགས་ཐེམ་ཞིབ་མོར་བཀོད་པ།,1272,2,1,,མཚན་བྱང་འདི་《པེ་》《སྣར་》ལྟར་བཀོད།
,1273,3,1,《པེ་》,ཞིབ།
