མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག,642,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》《སྣར་》 ལ་༄༅། །བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག་སློབ་དཔོན་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པ་བཞུགས་སོ། །ཞེས་འཁོད།,
,,3,2,《པེ་》《སྣར་》,ཨུཏ་པ་ཏ།,
,,4,3,《པེ་》《སྣར་》,༼ན།,
,,5,4,《པེ་》《སྣར་》,བགྱིས།,
,643,6,1,《པེ་》《སྣར་》,པར།,
,,7,2,《པེ་》《སྣར་》,ངོ་།།,
,,8,3,《སྣར་》,pལ།,
,,9,4,《པེ་》《སྣར་》,སོ།,
,644,10,1,《པེ་》《སྣར་》,གཟུང་།,
,,11,2,《པེ་》《སྣར་》,འབུལ།,
,,12,3,《སྣར་》,ལ་བཞེས།,《ཅོ་》,ལ་དགོངས།
,,13,4,《པེ་》,ཟླས།,
,,14,5,《པེ་》《སྣར་》,pཔར།,
,,15,6,《པེ་》《སྣར་》,ཇི།,
,645,16,1,《པེ་》,གྱིས།,
,,17,2,《པེ་》《སྣར་》,འགྲོན།,
,646,18,1,《སྣར་》,བགྱིས།,
,,19,2,《པེ་》《སྣར་》,རྒལ།,
,,20,3,《པེ་》《སྣར་》,སྒྲལ།,
,,21,4,《སྣར་》,mནི།,
,,22,5,《པེ་》,mམ།,
,,23,6,《སྣར་》,རྩོམ།,
,,24,7,《པེ་》《སྣར་》,བཞག,
,,25,8,《པེ་》《སྣར་》,སྤྱོད།,
,647,26,1,《པེ་》《སྣར་》,ཀྱི།,
,,27,2,《པེ་》《སྣར་》,སོ།,
,,28,3,《པེ་》《སྣར་》,རེནྟྲ།,
,,29,4,《པེ་》《སྣར་》,ལོཙྪ།,
