མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
ཏིང་ངེ་འཛིན་ཚོགས་ཀྱི་ལེའུ། ,542,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,pགྱི།
,,4,3,《པེ་》《སྣར་》,པོ།
,,5,4,《པེ་》《སྣར་》,ལ།
,,6,5,《པེ་》《སྣར་》,སྐུར།
,,7,6,《པེ་》《སྣར་》,བསྒྲུབ།
,543,8,1,《པེ་》《སྣར་》,གཡེངས།
,,9,2,《པེ་》《སྣར་》,བལྟོས།
,,10,3,《པེ་》《སྣར་》,གང་བྱ་བའི།
,,11,4,《སྣར་》,pངེ་།
,,12,5,《པེ་》《སྣར་》,mཀྱི།
