མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་རྣམ་པར་བཤད་པ།,725,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《པེ་》,སོཾ་དྷི་ནི་མོ་ཙ་ནྃ་པླུུཾ་བྷུ་ཥུ།,《སྣར་》,སཾ་དྷི་མོ་ཙ་ནཾ་བྷུ་ཥུ།
,726,4,1,《པེ་》《སྣར་》,པ།,
,,5,2,《པེ་》《སྣར་》,ཆེའི།,
,,6,3,《པེ་》《སྣར་》,པ་ན།,
,,7,4,《པེ་》,ལྡོག,
,,8,5,《པེ་》《སྣར་》,ཆོས།,
,727,9,1,《པེ་》《སྣར་》,ཀྱིས།,
,,10,2,《པེ་》《སྣར་》,ཀྱིས།,
,,11,3,《པེ་》《སྣར་》,བསམས།,
,,12,4,《པེ་》《སྣར་》,རིགས།,
,,13,5,《པེ་》《སྣར་》,བྱུང་།,
,728,14,1,《པེ་》《སྣར་》,དང་།,
,,15,2,《པེ་》《སྣར་》,བསྟན།,
,,16,3,《པེ་》《སྣར་》,བལྟ།,
,,17,4,《པེ་》《སྣར་》,ཚིགས།,
,,18,5,6《པེ་》,ཞམ་རིང་།,
,729,19,1,《པེ་》《སྣར་》,བསྒྲུབ།,
,,20,2,《པེ་》《སྣར་》,གཞོན།,
,,21,3,《པེ་》《སྣར་》,ཀྱིས།,
,,22,4,《པེ་》《སྣར་》,ལ།,
,730,23,1,《པེ་》《སྣར་》,pལུས།,
,,24,2,《པེ་》《སྣར་》,པ།,
,,25,3,《པེ་》《སྣར་》,པའི།,
,,26,4,《པེ་》《སྣར་》,བཞུགས།,
,,27,5,《སྣར་》,རྟོགས།,
,,28,6,《སྣར་》,pབླངས་པར།,
,731,29,1,《པེ་》《སྣར་》,མཐས།,
,,30,2,《པེ་》《སྣར་》,འཇིགས།,
,,31,3,《པེ་》《སྣར་》,པའི།,
,,32,4,《པེ་》《སྣར་》,པར།,
,,33,5,《པེ་》,གྱིས།,,,,,,
,,34,6,《པེ་》《སྣར་》,ལས་ཀྱི།,,,,,,
,732,35,1,《པེ་》《སྣར་》,pང་།,,,,,,
,,36,2,《སྣར་》,རྟོགས།,,,,,,
,,37,3,《སྣར་》,རྒྱུར།,,,,,,
,,38,4,《པེ་》《སྣར་》,pའགྲོ་བས།,,,,,,
,,39,5,《པེ་》《སྣར་》,mདུ།,,,,,,
,,40,6,《པེ་》《སྣར་》,སྤོང་བར།,,,,,,
,,41,7,《པེ་》《སྣར་》,རིས་མིན།,,,,,,
,,42,8,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,43,9,《པེ་》《སྣར་》,pནི།,,,,,,
,733,44,1,《པེ་》《སྣར་》,རིམ།,,,,,,
,,45,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,46,3,《པེ་》《སྣར་》,པ་པོ།,,,,,,
,,47,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,48,5,《པེ་》《སྣར་》,བཞག  ,,,,,,(ཆོས་ཚན་འདིའི་ནང་དུ་གཞག་ཅེས་པ་རྣམས་《པེ་》《སྣར་》ལ་བཞག་ཅེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,49,6,《པེ་》《སྣར་》,པའི།,
,,50,7,《པེ་》《སྣར་》,བརྟག,
,,51,8,《པེ་》《སྣར་》,གཟུང་།,
,,52,9,《པེ་》《སྣར་》,བས།,
,,53,10,《པེ་》《སྣར་》,ཟློག,
,,54,11,《པེ་》《སྣར་》,དམ།,
,,55,12,《པེ་》《སྣར་》,པའི་ཉིད་ཀྱི་མིང་དེའི།,
,,56,13,《པེ་》《སྣར་》,pལ།,
,,57,14,《པེ་》《སྣར་》,pདམ་པ།,
,,58,15,《པེ་》《སྣར་》,དཔྱོད།,
,,59,16,《པེ་》《སྣར་》,ཁོངས་སུ་ཆུད་པར།,
,734,60,1,《པེ་》《སྣར་》,འདོད།,
,,61,2,《པེ་》《སྣར་》,mཙམ།,
,,62,3,《སྣར་》,པའི་འདོག,
,,63,4,《པེ་》《སྣར་》,རིམ།,
,,64,5,《པེ་》《སྣར་》,བསྒྲུབ།,
,,65,6,《པེ་》《སྣར་》,རིམ།  ,,,,,,(ཆོས་ཚན་འདིའི་ནང་དུ་གོ་རིམས་ཞེས་པ་རྣམས་《པེ་》《སྣར་》ལ་གོ་རིམ་ཅེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,66,7,《པེ་》《སྣར་》,ལ།,,,,,,
,,67,8,《པེ་》《སྣར་》,mའདི།,,,,,,
,,68,9,《པེ་》《སྣར་》,mནི།,,,,,,
,,69,10,《པེ་》《སྣར་》,mཔ།,,,,,,
,735,70,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,71,2,《པེ་》《སྣར་》,བཀུར་བ།,,,,,,
,,72,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,73,4,《པེ་》《སྣར་》,ལེགས།,,,,,,
,,74,5,《པེ་》《སྣར་》,mདེ།,,,,,,
,,75,6,《པེ་》《སྣར་》,ཚིགས།,,,,,,
,,76,7,《པེ་》《སྣར་》,རིག,,,,,,
,,77,8,《སྣར་》,གནན།,,,,,,
,,78,9,《པེ་》《སྣར་》,mཔ།,,,,,,
,,79,10,《པེ་》《སྣར་》,བས་ཏེ།,,,,,,
,736,80,1,《པེ་》《སྣར་》,བཏག,,,,,,
,,81,2,《པེ་》《སྣར་》,བཏག,
,,82,3,《པེ་》《སྣར་》,ཚིག,
,,83,4,《པེ་》,བར།,
,,84,5,《སྣར་》,ཚིག,
,,85,6,《པེ་》《སྣར་》,m པར།,
,,86,7,《པེ་》《སྣར་》,m མིན།,
,,87,8,《པེ་》《སྣར་》,m པ།,
,,88,9,《པེ་》《སྣར་》,m པ།,
,737,89,1,《པེ་》《སྣར་》,mངས།,
,,90,2,《སྣར་》,བསྒལ།,
,,91,3,《པེ་》《སྣར་》,འདི།,
,,92,4,《པེ་》《སྣར་》,གཞི།,
,,93,5,《པེ་》《སྣར་》,mཞེས།,
,738,94,1,《སྣར་》,pདེ།,
,,95,2,《པེ་》《སྣར་》,ས་འོག,
,,96,3,《པེ་》《སྣར་》,པ།,
,,97,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,98,5,《པེ་》《སྣར་》,དཀའ་བའོ།,,,,,,
,,99,6,《པེ་》《སྣར་》,pདེ།,,,,,,
,,100,7,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,101,8,《སྣར་》,རྟོག,,,,,,
,,102,9,《པེ་》《སྣར་》,འཇིགས།,,,,,,
