མཚན་བྱང། ,ཤོག་གྲངས། ,1,མཆན་གྲངས།,དཔར་མ།,མཆན། 
,202,2,1,《པེ་》《སྣར་》,ཀྱི།
,,3,2,《པེ་》《སྣར་》,ཀྱི།
,,4,3,《པེ་》《སྣར་》,བཏང་།
