མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
རིན་པོ་ཆེ་སྒྲོན་མ་ཞེས་བྱ་བ། ,1687,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། རིན་པོ་ཆེ་སྒོམ་པའི་སྒྲོན་མ་ཞེས་བྱ་བ་བཞུགས་སོ།། 
,,3,2,《པེ་》《སྣར་》,བྷ་བ།
,,4,3,《པེ་》《སྣར་》,pསྒོམ་པའི།
,,5,4,《པེ་》《སྣར་》,ནད།
,1688,6,1,《པེ་》《སྣར་》,གདུངས།
,,7,2,《པེ་》《སྣར་》,སྐྱོད།
,,8,3,《པེ་》《སྣར་》,སྤྲད།
,,9,4,《པེ་》《སྣར་》,གཞག
,,10,5,《པེ་》《སྣར་》,སྙེགས།
