              མཚན་བྱང་།,           ཤོག་གྲངས།,1,           མཆན་གྲངས།,                 པར་མ།,                                                                      མཆན།
སྐལ་འཇོག་དབང་གི་ཆོ་ག,863,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་ལྟར་བཀོད་ཅིང་། 《པེ་》 ༄། དབང་གི་ཆོ་ག་ཨརྱ་དྷེ་བས་མཛད་པ་བཞུགས་སོ།། 
,,3,2,《པེ་》,མཾ།
,,4,3,《པེ་》,དཀྱིལ་འཁོར་མཚོན།
,864,5,1,《པེ་》,སྐུར།
,865,6,1,《པེ་》,དྷེ྅ཧཾ།
