མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
༄༅། །ཕྱག་ན་རྡོ་རྗེའི་ལམ་ཡན་ལག་བརྒྱད་པ་ཞེས་བྱ་བ།,1263,2,1,《པེ་》《སྣར་》,ཕྱག་ན་རྡོ་རྫེའི་ལམ་ཡན་ལག་བརྒྱད་པ་འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པ་བཞུགས།,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།
,,3,2,《པེ་》,ཎྱཾ་ག་མཱརྒཱཥྚི་ཡ།,《སྣར་》,ཎྱཾ་ག་མཱརྒཱཥྚ་ཡ།,
,1264,4,1,《པེ་》《སྣར་》,ཁོར།,
,,5,2,《པེ་》《སྣར་》,གྱིས་བརླབས།,
,,6,3,《པེ་》《སྣར་》,པ།,
,,7,4,《པེ་》《སྣར་》,ཝ་ཨཱཏྨ་ཀོ་ཧཾ།,
,,8,5,《པེ་》《སྣར་》,རྫེས།,
,,9,6,《པེ་》《སྣར་》,དོར་ཐབས།,
,1265,10,1,《པེ་》《སྣར་》,ཁྱུད།,
,,11,2,《པེ་》《སྣར་》,སྐྱོ།,
,,12,3,《པེ་》《སྣར་》,ཧ།,
,,13,4,《པེ་》《སྣར་》,mཕཊ།,
,,14,5,《པེ་》《སྣར་》,བཏང་།,
,,15,6,《པེ་》《སྣར་》,ཤ,
,,16,7,《པེ་》《སྣར་》,ཏཾ།,
,,17,8,《པེ་》《སྣར་》,མཾ་པཾ་ཏཾ།,
,,18,9,《པེ་》《སྣར་》,སེང་ཡེ་ཤེས་ལྕགས།,
,1266,19,1,《པེ་》《སྣར་》,ན།,
,,20,2,《པེ་》,ཁ་ཧི་ཁ་ཧི། མུཉྩ།,《སྣར་》,ཁ་ཧི་ཁ། མུཉྫ།
,,21,3,《པེ་》《སྣར་》,ཛའོ། །,
,,22,4,《པེ་》《སྣར་》,གྷ་ན་པཱུ་ཛའོ།།,
,,23,5,《པེ་》《སྣར་》,pབ།,
,,24,6,《པེ་》《སྣར་》,ཎཾ།,
,,25,7,《པེ་》,ནུད་པན་ན།,《སྣར་》,མུད་པན་ན།
,,26,8,《པེ་》,བཏང་ངོ་།།,《སྣར་》,བཏང་ངོ་།། །།
,,27,9,《པེ་》《སྣར་》,བྱད།,
,,28,10,《སྣར་》,སྐེ༑,
,,29,11,《པེ་》《སྣར་》,ཨ་ལཱི།,
,,30,12,《པེ་》《སྣར་》,ནི།,
,,31,13,《པེ་》《སྣར་》,རྒོད།,
,1267,32,1,《སྣར་》,ཡཱཾ།,
,,33,2,《པེ་》《སྣར་》,ནི།,
,,34,3,《པེ་》《སྣར་》,དུ་ཥྚན།,
,,35,4,《པེ་》《སྣར་》,mན་ད་ཧ།,
,,36,5,《པེ་》《སྣར་》,བན།,
,,37,6,《པེ་》《སྣར་》,ཡའི།,
,,38,7,《པེ་》《སྣར་》,ཛ།,
,,39,8,《པེ་》《སྣར་》,ནཎ།,
,,40,9,《པེ་》《སྣར་》,དུཤྚན་ཀྲིག་ནཎ། ཨེ་ཧཱུར་ཐུམས་ཛཱ།,
,,41,10,《པེ་》《སྣར་》,མ་ར།,
,,42,11,《པེ་》《སྣར་》,ནཎ། གླད་པ་ནཎ།,
,,43,12,《པེ་》《སྣར་》,གུ་ལི་ནཎ།,
,,44,13,《པེ་》《སྣར་》,ན།,
,,45,14,《པེ་》《སྣར་》,གྷ།,
,,46,15,《པེ་》《སྣར་》,ནཎ།,
,,47,16,《པེ་》《སྣར་》,མ།,
,,48,17,《པེ་》《སྣར་》,བསད།,
,,49,18,《པེ་》《སྣར་》,བཟློག,
,,50,19,《པེ་》《སྣར་》,འདྲེས།,
,,51,20,《པེ་》《སྣར་》,ཡེ།,
,1268,52,1,《པེ་》,ཛྷི།,
,,53,2,《པེ་》《སྣར་》,ཧཱུ་ལུ་ཧཱུ།,
,,54,3,《པེ་》《སྣར་》,ཧཱུ་ལུ་ཧཱུ།,
,,55,4,《སྣར་》,ཡཱ།,
,,56,5,《པེ་》《སྣར་》,ཡཱ། ཛྲཱིརྦམ།,
,,57,6,《པེ་》《སྣར་》,ཏེ།,
,,58,7,《པེ་》《སྣར་》,ཡཱ།,
,,59,8,《པེ་》,mམོ་ཙ་ནི།,
,,60,9,《པེ་》《སྣར་》,ཡཱ།,
,,61,10,《པེ་》《སྣར་》,ཡཱ།,
,,62,11,《པེ་》《སྣར་》,བཏུམས༑,
,,63,12,《པེ་》《སྣར་》,ཝནྟཱི།,
,,64,13,《པེ་》《སྣར་》,བསྲེག,
,,65,14,《པེ་》《སྣར་》,ཛཱ་ལེནྡྲཱ།,
,,66,15,《པེ་》《སྣར་》,ནི།,
,,67,16,《པེ་》《སྣར་》,པུརྞྣ།,
,,68,17,《པེ་》《སྣར་》,mཡ།,
,,69,18,《པེ་》《སྣར་》,དཏྟཱ།,
,,70,19,《པེ་》《སྣར་》,མ།,
,1269,71,1,《སྣར་》,གང་།,
,,72,2,《པེ་》《སྣར་》,དཔུངས།,
,,73,3,《པེ་》《སྣར་》,པ།,
,,74,4,《པེ་》《སྣར་》,གྱི།,
,,75,5,《པེ་》《སྣར་》,དུརྞྣ།,
,,76,6,《པེ་》《སྣར་》,སྟེ།,
,,77,7,《པེ་》《སྣར་》,སྒྲུབ།,
,,78,8,《པེ་》《སྣར་》,pཀྱི།,
,,79,9,《པེ་》《སྣར་》,བསྟིམ།,
,,80,10,《པེ་》《སྣར་》,ཀརྞྣ།,
,,81,11,《པེ་》《སྣར་》,mཤངས་དབྱེ་བ་ནི།,
,,82,12,《སྣར་》,གཟའ།,
,,83,13,《པེ་》《སྣར་》,དཔའ་བྱི་བའོ། །པོ་ཏི།,
,1270,84,1,《པེ་》《སྣར་》,པའོ།,
,,85,2,《པེ་》《སྣར་》,།།,
,,86,3,《པེ་》《སྣར་》,m༄༅།།,
,,87,4,《པེ་》《སྣར་》,པའི།,
,,88,5,《པེ་》《སྣར་》,བསྟིམ་སྟེ།,
,,89,6,《པེ་》《སྣར་》,mདཀོན་མཆོག་བདེན་པས་དུག་མི་མངའ།།,
,,90,7,《པེ་》,ཤིནྟང་།,《སྣར་》,ཤནྟིང་།
,,91,8,《པེ་》《སྣར་》,སྟན།,
,,92,9,《པེ་》《སྣར་》,།།,
,,93,10,《པེ་》《སྣར་》,m༄༅།།,
,,94,11,《པེ་》《སྣར་》,རྟ།,
,,95,12,《པེ་》《སྣར་》,བསྣན།,
,1271,96,1,《པེ་》《སྣར་》,དུཪྦ་ཤིང་ཏོག,
,,97,2,《པེ་》《སྣར་》,པོའི།,
,,98,3,《པེ་》《སྣར་》,ཨགྣཱ་ཡ།,
,,99,4,《པེ་》,ཏྲུཾ། ཤནྟཾི་ཀུ་རུ་ཡེ།,《སྣར་》,ཏྲུཾ། ཤནྟིང་ཀུ་རུ་ཡེ།
,,100,5,《པེ་》《སྣར་》,བའོ།,
,,101,6,《པེ་》,pཡ།,《སྣར་》,pཡེ།
,,102,7,《པེ་》《སྣར་》,pཡེ།,
,,103,8,《པེ་》《སྣར་》,pཡེ།,
,,104,9,《པེ་》《སྣར་》,མཿཙཎྚ།,
,,105,10,《པེ་》《སྣར་》,ན།,
,,106,11,《པེ་》《སྣར་》,ན།,
,,107,12,《པེ་》《སྣར་》,ཏྲུཾ།,
,,108,13,《པེ་》《སྣར་》,རྗེའོ།,
,,109,14,《པེ་》《སྣར་》,m༄༅།།,
,,110,15,《པེ་》《སྣར་》,གཟུགས།,
,,111,16,《པེ་》《སྣར་》,བྱ།,
,,112,17,《པེ་》《སྣར་》,ནཱ།,
,,113,18,《པེ་》《སྣར་》,སྡིགས།,
,,114,19,《པེ་》《སྣར་》,ཀྱི།,
,,115,20,《པེ་》《སྣར་》,ལྟར་བྱ་བ།,
,,116,21,《པེ་》《སྣར་》,འཇིལ།,
,1272,117,1,《པེ་》《སྣར་》,བླངས།,
,,118,2,《པེ་》《སྣར་》,བསམས།,
,,119,3,《པེ་》《སྣར་》,བསྡུས།,
,,120,4,《པེ་》《སྣར་》,རྒྱས།,
,,121,5,《པེ་》《སྣར་》,ཅེས།,
,,122,6,《པེ་》《སྣར་》,མངོན།,
,,123,7,《པེ་》《སྣར་》,བརྩུབ་བཤལ་སྣ།,
