མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ལྟུང་བ་བཤགས་པའི་ཆོ་ག,700,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》《སྣར་》ལ་༄༅། །ལྟུང་བ་བཤགས་པའི་ཆོ་ག་སློབ་དཔོན་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས་ཀྱིས་མཛད་པ་བཞུགས་སོ། །ཞེས་འཁོད།,
,,3,2,《པེ་》《སྣར་》,ཨ།,
,701,4,1,《པེ་》,གཟུང་།, 《སྣར་》,གཟང་།
,,5,2,《པེ་》《སྣར་》,ལོཙྪ།,
,,6,3,《པེ་》《སྣར་》,པའོ།,
