མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
,431,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།,《པེ་》《སྣར་》,རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ་བཞུགས་སོ།།
,,3,2,《སྣར་》,mཎ།,
,,4,3,《པེ་》《སྣར་》,ཀ,
,,5,4,《པེ་》《སྣར་》,པའི།,
,,6,5,《སྣར་》,སྒྲུབས།,
,432,7,1,《པེ་》《སྣར་》,གྱི།,
,,8,2,《སྣར་》,mདང་།,
,,9,3,《སྣར་》,གིས།,
,,10,4,《པེ་》,ཀྱིས།,
,,11,5,《པེ་》,གིས།,
,,12,6,《སྣར་》,གྱི།,
,,13,7,《པེ་》,ཀྱིས།,
,,14,8,《པེ་》,གཅད།,
,,15,9,《པེ་》,སྲུང་བ།,《སྣར་》,བསྲུངས་བར་བྱ།
,,16,10,《སྣར་》,སྟན།,
,,17,11,《སྣར་》,ནི།,
,,18,12,《པེ་》,རྩེ་གཅིག,
,,19,13,《པེ་》《སྣར་》,གྱི།,
,433,20,1,《སྣར་》,mཞེས།,
,,21,2,《པེ་》,སྐྱེས།,
,,22,3,《སྣར་》,སྤང་།,
,,23,4,《པེ་》,བྱ་བའོ།,
,,24,5,《པེ་》,རིས།,
,,25,6,《པེ་》,གིས་ཐོས་པ།,《སྣར་》,གི་ཐོས་པའི།
,,26,7,《སྣར་》,ལ།,
,,27,8,《སྣར་》,pདེ།,
,,28,9,《སྣར་》,mཚེ།,
,,29,10,《པེ་》《སྣར་》,pམ།,
,434,30,1,《སྣར་》,གྱི།,
,,31,2,《སྣར་》,བཞུགས།,
,,32,3,《པེ་》,ལ།,
,,33,4,《པེ་》,ཀྱིས།,
,,34,5,《པེ་》,གྱིས་བརླབས།,《སྣར་》,གྱི་བརླབས།
,,35,6,《པེ་》,གྱིས་བརླབས།,《སྣར་》,གྱི་བརླབ།
,,36,7,《པེ་》《སྣར་》,པོ།,
,,37,8,《པེ་》,བ།,
,,38,9,《པེ་》,གིས།,
,435,39,1,《པེ་》,བཞུགས།,
,,40,2,《པེ་》《སྣར་》,བྱའོ།,
,,41,3,《པེ་》,གཞི།,
,,42,4,《པེ་》,ཏེ།,
,,43,5,《པེ་》《སྣར་》,གྱིས་བརླབས།,
,,44,6,《སྣར་》,mགྱི།,
,,45,7,《པེ་》,ནོ།,
,,46,8,《སྣར་》,རྗེ།,
,,47,9,《པེ་》《སྣར་》,mཞེས།,
,,48,10,《སྣར་》,གྱི།,
,,49,11,《པེ་》《སྣར་》,གྱིས་བརླབས།,
,,50,12,《པེ་》《སྣར་》,གྱིས་བརླབས།,
,,51,13,《པེ་》,གྱི་བརླབས་ཀྱིས།,《སྣར་》,གྱིས་བརླབ་ཀྱི།
,,52,14,《སྣར་》,གྱིས་བརླབས།,
,,53,15,《པེ་》,བ།,
,,54,16,《སྣར་》,སྐབས་སོ།,
,,55,17,《པེ་》《སྣར་》,པོས།,
,436,56,1,《སྣར་》,mརྡོ་རྗེ།,
,,57,2,《པེ་》《སྣར་》,ལས།,
,,58,3,《པེ་》,mསྨས་སོ།,
,,59,4,《པེ་》,འཕམ།,
,,60,5,《སྣར་》,གཟུངས།,
,,61,6,《པེ་》《སྣར་》,རྟས།,
,,62,7,《སྣར་》,བརླབས།,
,,63,8,《སྣར་》,ཚེ།,
