མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
,327,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་དབུའི་མཚན་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《པེ་》《སྣར་》,དེས།,
,,4,3,《པེ་》《སྣར་》,སྦྱངས།,
,,5,4,《པེ་》《སྣར་》,ཏའི།,
,328,6,1,《པེ་》,mདེ།,
,,7,2,《པེ་》《སྣར་》,དམར།,
,,8,3,《པེ་》《སྣར་》,mདཀྱིལ་འཁོར་གྱི་ནི་ཕྱོགས་བཞིར་ནི།།,
,,9,4,《པེ་》《སྣར་》,མོར།,
,,10,5,《པེ་》《སྣར་》,mན་བཟླས།,
,,11,6,《པེ་》《སྣར་》,pནས་ནི།,
,328,12,1,《པེ་》《སྣར་》,ཨཾ།,
,,13,2,《པེ་》《སྣར་》,ཊ།,
