མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
༄༅། །སྦྱིན་པའི་གཏམ།,450,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》ལ་སྦྱིན་པའི་གཏམ་བཞུགས་སོ། །ཞེས་འཁོད།
,,3,2,《པེ་》《སྣར་》,འབྲང་བ།
,,4,3,《སྣར་》,པ།
,,5,4,《པེ་》《སྣར་》,མཛའོ།
,,6,5,《པེ་》《སྣར་》,དཀའ།
,,7,6,《པེ་》《སྣར་》,འཐོབ།
,,8,7,《པེ་》《སྣར་》,འཁྲུགས།
,451,9,1,《པེ་》《སྣར་》,བར།
,,10,2,《པེ་》《སྣར་》,འཇུགས།
,,11,3,《པེ་》《སྣར་》,བགྲངས་པ།
,,12,4,《པེ་》《སྣར་》,མ།
,,13,5,《པེ་》《སྣར་》,འཁྱམས།
,,14,6,《པེ་》《སྣར་》,འདི།
,,15,7,《པེ་》《སྣར་》,སྦྱིན།
,,16,8,《པེ་》《སྣར་》,བྱུང་།
,,17,9,《པེ་》《སྣར་》,ནི།
,,18,10,《པེ་》《སྣར་》,དེ།
,452,19,1,《པེ་》《སྣར་》,ནི།
,,20,2,《པེ་》《སྣར་》,mའཇིག་རྟེན།
,,21,3,《པེ་》《སྣར་》,བ།
