མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོ་ཁྲོས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས། ,96,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄༅། །དཔལ་ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོ་ཁྲོས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས་བཞུགས་སོ།།,
,ཤོག་གྲངས་97མཆན་གྱི་ཨ་མ་དང་མཐུད་ཐུབ་ཀྱང་ཆོས་ཅན་གྱི་ཨ་མའི་ནང་མཆན་རྣམས་ཤོག་གྲངས་99ནང་འདུག,3,1,《པེ་》,སྐོར།,
,,4,2,《པེ་》,གཅོད།,
,,5,3,《པེ་》,སྟོད།,
,,6,4,《པེ་》,རྙེས།,
