མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
༄༅། །སྙིང་པོ་བསྡུས་པ་ཇོ་བོས་མཛད་པ་བཞུགས།,1784,2,1,《པེ་》《སྣར་》,སྙིང་པོ་བསྡུས་པ་ཇོ་བོས་མཛད་པ་བཞུགས།,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 
,1785,3,1,《པེ་》《སྣར་》,བརླམས་པ་ཡིས། ,,,,,,
,,4,2,《པེ་》《སྣར་》,ནས།,,,,,,
,,5,3,《པེ་》《སྣར་》,རིང་།,,,,,,
,,6,4,《ཅོ་》,ལོཙྪ།,,,,,,
