མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,2399,7,《པེ་》《སྣར་》,pཏེ།,
,,2400,8,《སྣར་》,ཚིག་གོ།,
,,2401,9,《སྣར་》,བསྟོན།,
,,2402,10,《པེ་》《སྣར་》,གླེངས།,
,,2403,11,《པེ་》《སྣར་》,mབ།,
,731,2404,1,《པེ་》《སྣར་》,སྟོན།,
,,2405,2,《པེ་》《སྣར་》,མི་ནང་ན།,
,,2406,3,《པེ་》,དཔྱད།,《སྣར་》,དབྱེད།
,,2407,4,《པེ་》《སྣར་》,ནི།,
,,2408,5,《པེ་》《སྣར་》,mཔ།,
,,2409,6,《པེ་》《སྣར་》,ཞུགས།,
,,2410,7,《པེ་》《སྣར་》,བགྱིས།,
,,2411,8,《ཅོ་》,འབྲས་བུ།,
,,2412,9,《པེ་》《སྣར་》,pདང་།,
,732,2413,1,《པེ་》《སྣར་》,mཔ།,
,,2414,2,《པེ་》,mནི།,
,,2415,3,《པེ་》《སྣར་》,གྱུར་པར།,
,,2416,4,《པེ་》《སྣར་》,པ་དང་།,
,,2417,5,《པེ་》《སྣར་》,།། །།,
,,2418,6,《ཅོ་》,པ།,
,733,2419,1,《པེ་》《སྣར་》,པའི།,
,,2420,2,《སྣར་》,ཀྱི།,
,,2421,3,《པེ་》《སྣར་》,འཐོབ།,
,,2422,4,《པེ་》《སྣར་》,དམ།,
,,2423,5,《པེ་》《སྣར་》,རྐྱང་།,
,,2424,6,《པེ་》《སྣར་》,འགྲུབ།,
,,2425,7,《པེ་》《སྣར་》,འགྲུབ།,
,,2426,8,《པེ་》《སྣར་》,འཕྱི།,
,734,2427,1,《པེ་》《སྣར་》,ཀ,
,,2428,2,《པེ་》《སྣར་》,pསྔར།,
,,2429,3,《པེ་》《སྣར་》,mབྱེ་བ།,
,,2430,4,《པེ་》《སྣར་》,བརྒྱ།,
,,2431,5,《པེ་》《སྣར་》,སྟོང་།,
,,2432,6,《པེ་》《སྣར་》,སོའི།,
,,2433,7,《པེ་》《སྣར་》,བརྟུལ།,
,,2434,8,《པེ་》《སྣར་》,བརྒྱན།,
,,2435,9,《པེ་》《སྣར་》,བརྟགས་སོ།,
,,2436,10,《པེ་》《སྣར་》,བརྒྱན།,
,,2437,11,《པེ་》《སྣར་》,mརྒྱན།,
,,2438,12,《པེ་》《སྣར་》,pདང་།,
,,2439,13,《པེ་》《སྣར་》,རྒྱན་པ།,
,,2440,14,《པེ་》《སྣར་》,རི་བོ།,
,735,2441,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2442,2,《པེ་》《སྣར་》,བསྒོ།,
,,2443,3,《པེ་》《སྣར་》,ལྟ།,
,,2444,4,《པེ་》,ཁྱེད།,
,,2445,5,《པེ་》《སྣར་》,pགྱི་མཚན།,
,,2446,6,《པེ་》《སྣར་》,འཕྲུལ།,
,,2447,7,《པེ་》《སྣར་》,བགྲངས།,
,,2448,8,《པེ་》《སྣར་》,ནས།,
,,2449,9,《པེ་》《སྣར་》,བརྒྱན།,
,,2450,10,《པེ་》《སྣར་》,བསྟན།,
,,2451,11,《པེ་》《སྣར་》,འཛུམ་པར་ལྟ།,
,736,2452,1,《པེ་》《སྣར་》,ཅེས།,
,,2453,2,《སྣར་》,དཔེས་ལོས་གླེང་སྟེ།,
,,2454,3,《པེ་》《སྣར་》,pཏན།,
,,2455,4,《པེ་》《སྣར་》,སྒོ།,
,,2456,5,《པེ་》《སྣར་》,བལྟོས་ཞིང་།,
,,2457,6,《པེ་》,དཔའོ།,《སྣར་》,དཔའ་བ།
,,2458,7,《པེ་》《སྣར་》,པའི་བར།,
,,2459,8,《ཅོ་》,པར།,
,737,2460,1,《པེ་》,ཡིས།,
,,2461,2,《པེ་》《སྣར་》,འདི།,
,,2462,3,《པེ་》《སྣར་》,mརྣམས།,
,,2463,4,《པེ་》《སྣར་》,བརྩེ།,
,,2464,5,《པེ་》,སྲོགས།,
,,2465,6,《པེ་》《སྣར་》,ཆེ་མང་དུ།,
,,2466,7,《སྣར་》,པ་གྱུར།,
,,2467,8,《པེ་》《སྣར་》,རིག,
,,2468,9,《པེ་》《སྣར་》,ནས།,
,,2469,10,《པེ་》《སྣར་》,སྟོན།,
,,2470,11,《པེ་》《སྣར་》,གཉིས།,
,,2471,12,《སྣར་》,བར།,
,,2472,13,《པེ་》《སྣར་》,ཀ,
,738,2473,1,《པེ་》《སྣར་》,ཀ,
,,2474,2,《པེ་》《སྣར་》,དཔའ།,
,,2475,3,《པེ་》《སྣར་》,པས་དེ།,
,,2476,4,《པེ་》,འཆལ་པར་བཀང་།,《སྣར་》,ཆལ་བར་དཀང་།
,,2477,5,《སྣར་》,ལྟ།,
,,2478,6,《པེ་》,མན།,
,,2479,7,《པེ་》《སྣར་》,ཀ,
,,2480,8,《པེ་》《སྣར་》,མ་ནི།,
,,2481,9,《པེ་》,ཞིག,
,739,2482,1,《པེ་》《སྣར་》,མངོན།,
,,2483,2,《སྣར་》,བརྟེན།,
,,2484,3,《པེ་》《སྣར་》,གྱིས།,
,,2485,4,《པེ་》《སྣར་》,གསིལ་མས།,
,,2486,5,《སྣར་》,བསྙན།,
,,2487,6,《པེ་》《སྣར་》,པོས།,
,740,2488,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2489,2,《པེ་》《སྣར་》,སྐྱོངས་པའོ།,
,,2490,3,《པེ་》《སྣར་》,པ།,
,,2491,4,《སྣར་》,ཀྱིས།,
,,2492,5,《པེ་》《སྣར་》,སྐྱེད།,
,,2493,6,《པེ་》《སྣར་》,བརྟགས།,
,,2494,7,《པེ་》,གྱིས།,
,,2495,8,《ཅོ་》,སྤངས་པའི།,
,,2496,9,《པེ་》,mཀྱང་།,
,741,2497,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2498,2,《པེ་》《སྣར་》,དཀའ།,
,,2499,3,《པེ་》,བཟོད།,
,,2500,4,《པེ་》《སྣར་》,ཆུང་ངུའི།,
,,2501,5,《པེ་》《སྣར་》,སྐྱེད།,
,,2502,6,《པེ་》《སྣར་》,ནས།,
,,2503,7,《པེ་》,དཔའི།,
,,2504,8,《པེ་》《སྣར་》,དེས།,
,,2505,9,《པེ་》,ལས་དྲིས།,《སྣར་》,ལས་བྲིས།
,,2506,10,《པེ་》《སྣར་》,ཏུ།,
,742,2507,1,《པེ་》《སྣར་》,པར།,
,,2508,2,《སྣར་》,ཇི།,
,,2509,3,《པེ་》《སྣར་》,བརྟགས།,
,,2510,4,《ཅོ་》,བྲིས།,
,,2511,5,《པེ་》《སྣར་》,ཀྱིས།,
,,2512,6,《པེ་》《སྣར་》,ཀྱིས།,
,,2513,7,《པེ་》《སྣར་》,pན།,
,,2514,8,《པེ་》《སྣར་》,རྙེད།,
,,2515,9,《པེ་》《སྣར་》,འདས།,
,743,2516,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2517,2,《པེ་》《སྣར་》《ཅོ་》,བསྟན།,
,,2518,3,《པེ་》,pཔ།,
,,2519,4,《པེ་》《སྣར་》,བཟོད།,
,,2520,5,《པེ་》《སྣར་》,pཡང་།,
,,2521,6,《པེ་》《སྣར་》,གྱུར་ཏོ།,
,744,2522,1,《པེ་》《སྣར་》,ཀྱི།,
,,2523,2,《པེ་》,ཤམས།,
,,2524,3,《པེ་》《སྣར་》,ཕབ།,
,,2525,4,《པེ་》《སྣར་》,གསིལ།,
,,2526,5,《པེ་》《སྣར་》,སྟོན།,
,,2527,6,《པེ་》《སྣར་》,སྣང་།,
,,2528,7,《པེ་》《སྣར་》,pདང་།,
,,2529,8,《པེ་》《སྣར་》,ག,
,745,2530,1,《པེ་》《སྣར་》,ཀྱི།,
,,2531,2,《པེ་》,ཞུགས།,
,,2532,3,《པེ་》,དུ་ཞུགས།,《སྣར་》,ཏུ་ཞུགས།
,,2533,4,《པེ་》《སྣར་》,ཞུགས།,
,,2534,5,《པེ་》,དང་།,
,,2535,6,《པེ་》《སྣར་》,གྱིས།,
,,2536,7,《པེ་》《སྣར་》,སྐྱེད།,
,,2537,8,《པེ་》《སྣར་》,mཔ།,
,,2538,9,《པེ་》《སྣར་》,བསྟན།,
,,2539,10,《པེ་》,ཡོ་བ་ཞེས་པ།,《སྣར་》,ཡོ་བ།
,,2540,11,《པེ་》《སྣར་》,པས།,
,746,2541,1,《པེ་》《སྣར་》,སྟེན།,
,,2542,2,《པེ་》《སྣར་》,ནག་ཅེས།,
,,2543,3,《པེ་》《སྣར་》,དེ།,
,,2544,4,《པེ་》《སྣར་》,རྒྱས།,
,,2545,5,《པེ་》《སྣར་》,རིགས།,
,,2546,6,《པེ་》,ཀྱི་དེང་།,《སྣར་》,ཀྱི་དང།
,,2547,7,《པེ་》《སྣར་》,བསྟན།,
,,2548,8,《སྣར་》,རྒྱ་ཡི།,
,,2549,9,《པེ་》《སྣར་》,པ།,
,747,2550,1,《པེ་》,མངོན།,
,,2551,2,《པེ་》,ཀྱི།,
,,2552,3,《པེ་》《སྣར་》,ཁོར།,
,,2553,4,《པེ་》《སྣར་》,བྲག་གི་ཕུག,
,,2554,5,《པེ་》,pནི།,
,,2555,6,《པེ་》《སྣར་》,བས།,
,,2556,7,《པེ་》《སྣར་》,པའོ།,
,,2557,8,《པེ་》《སྣར་》,ན།,
,748,2558,1,《པེ་》,བགོང་།,《སྣར་》,བགོད།
,,2559,2,《པེ་》《སྣར་》,གྱུར།,
,,2560,3,《པེ་》《སྣར་》,ཅེས།,
,,2561,4,《པེ་》《སྣར་》,mཔ།,
,,2562,5,《པེ་》《སྣར་》,སྣང་།,
,,2563,6,《པེ་》《སྣར་》,བཞེས།,
,,2564,7,《པེ་》《སྣར་》,རྒྱལ་བ།,
,,2565,8,《སྣར་》,བཀོད།,
,749,2566,1,《པེ་》《སྣར་》,mདེ།,
,,2567,2,《པེ་》,སྣང་བ་བསྟན།,《སྣར་》,སྣང་བར་སྟན།
,,2568,3,《པེ་》,པས་སྡིག,《སྣར་》,པ་སྡིག
,,2569,4,《པེ་》《སྣར་》,mཔ།,
,,2570,5,《པེ་》,ཀྱིས་ཟིལ་མནོན།,《སྣར་》,ཀྱིས་ཟིལ་གནོན།
,750,2571,1,《སྣར་》,།། །།,
,,2572,2,《པེ་》,ལོ།,
,,2573,3,《སྣར་》,ཀྱིས།,
,,2574,4,《པེ་》《སྣར་》,ལྟར་ཏེ།,
,,2575,5,《པེ་》《སྣར་》,སྒྲུབ།,
,,2576,6,《སྣར་》,རྟེན།,
,,2577,7,《པེ་》《སྣར་》,mབ།,
,,2578,8,《པེ་》,གྱི།,
,,2579,9,《པེ་》《སྣར་》,mསོགས།,
,751,2580,1,《སྣར་》,ཚལ།,
,,2581,2,《སྣར་》,pདང་།,
,,2582,3,《པེ་》《སྣར་》,བ།,
,,2583,4,《པེ་》《སྣར་》,ཀྱི།,
,,2584,5,《པེ་》《སྣར་》,འཐོབ།,
,,2585,6,《པེ་》《སྣར་》,ཏེ།,
,,2586,7,《སྣར་》,ཞེས།,
,752,2587,1,《པེ་》《སྣར་》,བགྲངས་པ།,
,,2588,2,《པེ་》《སྣར་》,ཀྱིས།,
,,2589,3,《པེ་》《སྣར་》,འཚོ་ཞིང་།,
,,2590,4,《པེ་》《སྣར་》,སྤྱོད།,
,,2591,5,《པེ་》《སྣར་》,mདང་།,
,,2592,6,《པེ་》,གཙང་བས།,《སྣར་》,གཅོད་པས།
,,2593,7,《པེ་》《སྣར་》,ན།,
,,2594,8,《པེ་》《སྣར་》,mནི།,
,,2595,9,《སྣར་》,བསྐོལ།,
,,2596,10,《པེ་》,པ་བསྟན་ཏོ།,《སྣར་》,པ་བསྟན་ཏེ།
,,2597,11,《པེ་》《སྣར་》,པོ།,
,753,2598,1,《པེ་》,བས་སྟོན་ཏོ།,《སྣར་》,བས་སྟོན་ཏེ།
,,2599,2,《པེ་》《སྣར་》,pཀྱི།,
,,2600,3,《པེ་》《སྣར་》,པའི་དོན།,
,,2601,4,《པེ་》《སྣར་》,ཀྱི།,
,,2602,5,《པེ་》,གཟེང་བསྟོད།,《སྣར་》,གཟེང་སྟོད།
,,2603,6,《སྣར་》,གཞུགས།,
,,2604,7,《པེ་》《སྣར་》,mབརྒྱ།,
,,2605,8,《པེ་》《སྣར་》,བཅུ་དྲུག,
,,2606,9,《པེ་》《སྣར་》,སྟོན།,
,,2607,10,《པེ་》,སྤུང་།,
,754,2608,1,《པེ་》《སྣར་》,pནི།,
,,2609,2,《པེ་》《སྣར་》,pདེ་དང་།,
,,2610,3,《པེ་》《སྣར་》,ཤེས།,
,,2611,4,《པེ་》《སྣར་》,སྟེ།,
,,2612,5,《པེ་》《སྣར་》,mང་།,
,,2613,6,《པེ་》《སྣར་》,ལ།,
,,2614,7,《པེ་》,འགྲུབ།,
,,2615,8,《པེ་》《སྣར་》,mནི།,
,,2616,9,《པེ་》《སྣར་》,གྱི།,
,,2617,10,《པེ་》《སྣར་》,བསྒྲུབ་པ་མ།,
,,2618,11,《པེ་》,དཔའི།,
,,2619,12,《སྣར་》,གཞེས།,
,,2620,13,《པེ་》《སྣར་》,འགྲུབ།,
,755,2621,1,《པེ་》《སྣར་》,བསྐྱབས།,
,,2622,2,《པེ་》《སྣར་》,mཔའི་ཞེས།,
,,2623,3,《སྣར་》,རིགས།,
,,2624,4,《པེ་》《སྣར་》,mབ།,
,,2625,5,《པེ་》《སྣར་》,འགྲུབ།,
,,2626,6,《པེ་》《སྣར་》,ཀྱིས།,
,,2627,7,《པེ་》《སྣར་》,། །,
,,2628,8,《པེ་》《སྣར་》,རི།,
,,2629,9,《པེ་》《སྣར་》,།། །།,
,,2630,10,《པེ་》《སྣར་》,mསྟེ་ཐ་མ།,
,,2631,11,《པེ་》《སྣར་》,mནི།,
,,2632,12,《པེ་》《སྣར་》,འདས་པའི།,
,756,2633,1,《པེ་》《སྣར་》,ཅི་སྨོས་ཞེས།,
,,2634,2,《པེ་》《སྣར་》,འདི།,
,,2635,3,《པེ་》《སྣར་》,བཟློག,
,,2636,4,《པེ་》《སྣར་》,mདུ།,
,,2637,5,《པེ་》,པོར།,《སྣར་》,པུར།
,,2638,6,《པེ་》《སྣར་》,འདས་པ།,
,,2639,7,《པེ་》《སྣར་》,འདི་དྲན་པའི།,
,,2640,8,《པེ་》《སྣར་》,mསྟོན།,
,,2641,9,《པེ་》《སྣར་》,བཟློག,
,,2642,10,《པེ་》《སྣར་》,བཟློག,
,,2643,11,《པེ་》,མཛད།,
,,2644,12,《པེ་》《སྣར་》,སྟེ།,
,,2645,13,《པེ་》,mནི།,
,757,2646,1,《པེ་》《སྣར་》,ལ།,
,,2647,2,《པེ་》《སྣར་》,འདོན།,
,,2648,3,《པེ་》《སྣར་》,ནས།,
,,2649,4,《སྣར་》,པ།,
,,2650,5,《པེ་》《སྣར་》,སྡུས།,
,,2651,6,《པེ་》《སྣར་》,བསམ།,
,758,2652,1,《པེ་》,pབ།,
,,2653,2,《པེ་》《སྣར་》,mདུ།,
,,2654,3,《སྣར་》,འགོད།,
,,2655,4,《པེ་》《སྣར་》,མ།,
,,2656,5,《པེ་》《སྣར་》,mཔ།,
,,2657,6,《པེ་》《སྣར་》,mཏེ་བསྟི་བའི་གནས།,
,,2658,7,《པེ་》《སྣར་》,པའི།,
,,2659,8,《པེ་》《སྣར་》,དང་།,
,,2660,9,《པེ་》《སྣར་》,བརྒལ།,
,,2661,10,《སྣར་》,དཔའ།,
,759,2662,1,《པེ་》《སྣར་》,གིས།,
,,2663,2,《པེ་》《སྣར་》,པ།,
,,2664,3,《པེ་》《སྣར་》,བལྟོས་ཤིང་།,
,,2665,4,《པེ་》《སྣར་》,པ།,
,,2666,5,《པེ་》《སྣར་》,དག,
,,2667,6,《པེ་》《སྣར་》,དཔའོ།,
,,2668,7,《པེ་》《སྣར་》,བསབ།,
,760,2669,1,《པེ་》《སྣར་》,རྣམས་འདིས།,
,,2670,2,《པེ་》《སྣར་》,pདག,
,,2671,3,《པེ་》《སྣར་》,འཇིག་པར་གྱུར།,
,,2672,4,《པེ་》《སྣར་》,mཡི།,
,,2673,5,《པེ་》《སྣར་》,mཔ།,
,,2674,6,《སྣར་》,ལས།,
,,2675,7,《སྣར་》,ཟན།,
,,2676,8,《པེ་》《སྣར་》,ན།,
,,2677,9,《པེ་》《སྣར་》,རྟོག,
,,2678,10,《པེ་》《སྣར་》,ལྡོག,
,,2679,11,《སྣར་》,དང་།,
,,2680,12,《པེ་》,ཚལ་གྱི།,
,761,2681,1,《པེ་》《སྣར་》,བ།,
,,2682,2,《པེ་》《སྣར་》,གཞེན།,
,,2683,3,《པེ་》《སྣར་》,བསོས་པའི།,
,,2684,4,《པེ་》《སྣར་》,སྐྱེད།,
,,2685,5,《པེ་》《སྣར་》,པོ།,
,,2686,6,《སྣར་》,ད།,
,,2687,7,《པེ་》《སྣར་》,འོར།,
,,2688,8,《པེ་》,བཏགས།,
,762,2689,1,《སྣར་》,སྟོན།,
,,2690,2,《ཅོ་》,བསྟན།,
,,2691,3,《སྣར་》,ལྟག,
,,2692,4,《པེ་》《སྣར་》,བསྡུ་བའི།,
,,2693,5,《སྣར་》,པོས།,
,,2694,6,《སྣར་》,སྟན།,
,,2695,7,《སྣར་》,ལས་ཉམ།,
,,2696,8,《པེ་》《སྣར་》,ཆེའི།,
,,2697,9,《པེ་》《སྣར་》,pཕྱིར།,
,,2698,10,《པེ་》《སྣར་》,དྲིས་པ།,
,,2699,11,《པེ་》《སྣར་》,mསྟོང་།,
,,2700,12,《སྣར་》,ཏིའི།,
,,2701,13,《སྣར་》,mདུ།,
,,2702,14,《པེ་》《སྣར་》,པོ།,
,,2703,15,《པེ་》,དཀའ།,
,763,2704,1,《པེ་》《སྣར་》,འབུལ།,
,,2705,2,《པེ་》《སྣར་》,རྣམས།,
,,2706,3,《པེ་》《སྣར་》,གཟེང་།,
,,2707,4,《པེ་》《སྣར་》,pཞེས།,
,,2708,5,《པེ་》《ཅོ་》,དུ།,
,,2709,6,《པེ་》《སྣར་》,mཅན།,
,,2710,7,《པེ་》,སྟོན་ཏོ།,《སྣར་》,སྟོན་ཏེ།
,,2711,8,《པེ་》《སྣར་》,mཔ།,
,,2712,9,《པེ་》《སྣར་》,དེ།,
,,2713,10,《པེ་》《སྣར་》,སྟོན།,
,,2714,11,《པེ་》《སྣར་》,གྱིས།,
,,2715,12,《པེ་》《སྣར་》,pཏེ།,
,764,2716,1,《པེ་》《སྣར་》,སྐྱེད།,
,,2717,2,《སྣར་》,པར་ཚུངས་པ།,
,,2718,3,《སྣར་》,གཏགས།,
,,2719,4,《པེ་》《སྣར་》,ཀྱི།,
,,2720,5,《པེ་》《སྣར་》,ཀྱིས།,
,,2721,6,《པེ་》《སྣར་》,རྒྱན།,
,,2722,7,《སྣར་》,པའི།,
,,2723,8,《པེ་》《སྣར་》,pཔོ།,
,,2724,9,《པེ་》,ཏོ།,
,,2725,10,《པེ་》《སྣར་》,mགཅིག,
,765,2726,1,《པེ་》《སྣར་》,སྡུས།,
,,2727,2,《པེ་》《སྣར་》,གོའི།,
,,2728,3,《པེ་》,བརྫུས།,《སྣར་》,བརྫུན།
,,2729,4,《པེ་》《སྣར་》,mནི།,
,,2730,5,《པེ་》《སྣར་》,གཟུང་།,
,,2731,6,《པེ་》《སྣར་》,pདག,
,,2732,7,《པེ་》《སྣར་》,mལ།,
,,2733,8,《པེ་》《སྣར་》,སོ།,
,,2734,9,《པེ་》,ནི་འདི།,《སྣར་》,འདི།
,,2735,10,《པེ་》《སྣར་》,pགསུམ།,
,,2736,11,《པེ་》《སྣར་》,pདུ།,
,766,2737,1,《པེ་》《སྣར་》,དོན།,
,,2738,2,《པེ་》《སྣར་》,མངོན།,
,,2739,3,《པེ་》《སྣར་》,mབ།,
,,2740,4,《པེ་》《སྣར་》,pཔ་བསྟན།,
,,2741,5,《པེ་》《སྣར་》,ལྟ་བ།,
,,2742,6,《པེ་》,སྐྱོ་ཡང་དག་དགའ་བར།,《སྣར་》,སྒྱོ་ཡང་དག་དགའ་བར།
,,2743,7,《སྣར་》,pཔ།,
,767,2744,1,《པེ་》《སྣར་》,བསྟན།,
,,2745,2,《སྣར་》,མིག,
,,2746,3,《པེ་》,འབྱུང་།,
,,2747,4,《པེ་》《སྣར་》,འགྲོལ།,
,,2748,5,《པེ་》,པ།,
,,2749,6,《པེ་》《སྣར་》,mཔ།,
,,2750,7,《པེ་》《སྣར་》,ས་པའི།,
,,2751,8,《པེ་》《སྣར་》,ཀྱི།,
,,2752,9,《པེ་》《སྣར་》,pནི།,
,,2753,10,《པེ་》《སྣར་》,pལུང་།,
,,2754,11,《པེ་》,དང་།,
,768,2755,1,《སྣར་》,པར་ཆོག,
,,2756,2,《པེ་》《སྣར་》,pལུང་།,
,,2757,3,《པེ་》《སྣར་》,པོའི།,
,,2758,4,《པེ་》《སྣར་》,པོ།,
,,2759,5,《པེ་》《སྣར་》,འོས།,
,,2760,6,《པེ་》《སྣར་》,དང་།,
,,2761,7,《པེ་》《སྣར་》,བསྒོའོ།,
,,2762,8,《པེ་》《སྣར་》,གི།,
,,2763,9,《པེ་》《སྣར་》,འདིས།,
,,2764,10,《པེ་》,ཕུལ།,
,,2765,11,《པེ་》《སྣར་》,pནི།,
,,2766,12,《པེ་》《སྣར་》,དེ།,
,769,2767,1,《པེ་》《སྣར་》,རྟེན།,
,,2768,2,《པེ་》《སྣར་》,འཕུར།,
,,2769,3,《པེ་》《སྣར་》,དེས།,
,,2770,4,《པེ་》《སྣར་》,དགའ་བའོ།,
,,2771,5,《པེ་》,སྡུ་བ།,
,,2772,6,《པེ་》,ཀྱཻ།,
,770,2773,1,《པེ་》《སྣར་》,pཅག,
,,2774,2,《པེ་》,ཅེས་པ་ནི།,《སྣར་》,ཅེས་པའི།
,,2775,3,《པེ་》《སྣར་》,དགའ།,
,,2776,4,《པེ་》《སྣར་》,pམ།,
,,2777,5,《པེ་》《སྣར་》,ཅག་ཅེས།,
,,2778,6,《པེ་》《སྣར་》,pལ།,
,,2779,7,《པེ་》《སྣར་》,mན།,
,,2780,8,《པེ་》《སྣར་》,ཅེས།,
,,2781,9,《པེ་》《སྣར་》,pཔ།,
,,2782,10,《པེ་》《སྣར་》,pཡང་།,
,,2783,11,《པེ་》《སྣར་》,pའདས།,
,,2784,12,《སྣར་》,pལས།,
,771,2785,1,《པེ་》《སྣར་》,།།,
,,2786,2,《པེ་》,དེ།། །།,《སྣར་》,དོ།། །།
,,2787,3,《པེ་》《སྣར་》,པའི།,
,,2788,4,《སྣར་》,འགའ།,
,,2789,5,《པེ་》《སྣར་》,pནས།,
,,2790,6,《པེ་》《སྣར་》,བསྐང་།,
,,2791,7,《པེ་》《སྣར་》,གི།,
,,2792,8,《སྣར་》,ཀྱི།,
,,2793,9,《པེ་》《སྣར་》,གིས།,
,,2794,10,《པེ་》,རིག་པ།,《སྣར་》,རིགས།
,,2795,11,《པེ་》《སྣར་》,ཀྱི།,
,772,2796,1,《པེ་》《སྣར་》,ཅེས།,
,,2797,2,《པེ་》《སྣར་》,པ།,
,,2798,3,《པེ་》,ཀྱི།,
,,2799,4,《པེ་》《སྣར་》,mཔའི།,
,,2800,5,《པེ་》《སྣར་》,pནི།,
,,2801,6,《སྣར་》,ནས།,
,,2802,7,《པེ་》,རྒྱུ་ཡང་བསྐྱེད།,《སྣར་》,རྒྱུར་བ་བསྐྱེད།
,,2803,8,《པེ་》《སྣར་》,pནི།,
,,2804,9,《པེ་》《སྣར་》,pསྔར།,
,,2805,10,《པེ་》《སྣར་》,གྱིས།,
,,2806,11,《པེ་》,བསྡས་ཏེ།,《སྣར་》,བསྡུས་དེ།
,,2807,12,《པེ་》《སྣར་》,ལས།,
,,2808,13,《པེ་》《སྣར་》,གི།,
,773,2809,1,《པེ་》,ཀྱི།,
,,2810,2,《པེ་》《སྣར་》,ནས།,
,,2811,3,《པེ་》《སྣར་》,ན།,
,,2812,4,《པེ་》《སྣར་》,pངོ་།,
,,2813,5,《པེ་》《སྣར་》,སྟེ།,
,,2814,6,《པེ་》《སྣར་》,པ།,
,,2815,7,《པེ་》《སྣར་》,pབར་དུ།,
,774,2816,1,《པེ་》《སྣར་》,pཔ།,
,,2817,2,《སྣར་》,བསྟོན།,
,,2818,3,《པེ་》《སྣར་》,དགུ།,
,,2819,4,《པེ་》《སྣར་》,mའདི།,
,,2820,5,《པེ་》《སྣར་》,བར།,
,,2821,6,《པེ་》《སྣར་》,པའི།,
,,2822,7,《པེ་》《སྣར་》,ཏོ།,
,,2823,8,《སྣར་》,རྣམས།,
,,2824,9,《པེ་》《སྣར་》,སྡེ་འདིའི།,
,,2825,10,《པེ་》《སྣར་》,ཐོས།,
,775,2826,1,《པེ་》《སྣར་》,སྟོན།,
,,2827,2,《པེ་》《སྣར་》,ན།,
,,2828,3,《པེ་》,ལེའུ།,
,,2829,4,《པེ་》《སྣར་》,ཞེ།,
,,2830,5,《པེ་》,ལས་དྲས།,《སྣར་》,ལས་དྲེས།
,,2831,6,《པེ་》《སྣར་》,བསྟན།,
,,2832,7,《པེ་》《སྣར་》,ལ།,
,,2833,8,《པེ་》,དཀར།,
,,2834,9,《པེ་》《སྣར་》,ལས།,
,,2835,10,《སྣར་》,ཚིགས།,
,,2836,11,《པེ་》《སྣར་》,འགྱུར།,
,776,2837,1,《པེ་》《སྣར་》,སྔོན།,
,,2838,2,《པེ་》《སྣར་》,pཔ།,
,,2839,3,《པེ་》《སྣར་》,ཅེས།,
,,2840,4,《པེ་》,ལས་འདིར།,《སྣར་》,ལས་འདིར་ཆོས།
,,2841,5,《པེ་》《སྣར་》,ཏེ།,
,,2842,6,《པེ་》,ལན།,
,,2843,7,《པེ་》《སྣར་》,mསྔར།,
,,2844,8,《པེ་》《སྣར་》,དེ་ཐུགས་རྗེ།,
,777,2845,1,《ཅོ་》,ཡང་དག,
,,2846,2,《པེ་》《སྣར་》,བར།,
,,2847,3,《པེ་》《སྣར་》,སྨོས།,
,,2848,4,《པེ་》《སྣར་》,གྱི་སྐྲ།,《ཅོ་》,གྱིས་སྒྲ།
,,2849,5,《སྣར་》,དེང་།,
,,2850,6,《པེ་》《སྣར་》,འཕྲིན།,
,,2851,7,《པེ་》《སྣར་》,pཔ།,
,778,2852,1,《པེ་》《སྣར་》,ཏམ།,
,,2853,2,《པེ་》《སྣར་》,བསྟན།,
,,2854,3,《པེ་》《སྣར་》,གྱིས།,
,,2855,4,《པེ་》《སྣར་》,pཀྱི།,
,,2856,5,《པེ་》《སྣར་》,mབ།,
,,2857,6,《པེ་》《སྣར་》,པོ།,
,,2858,7,《སྣར་》,གྱིས།,
,,2859,8,《པེ་》《སྣར་》,ཀྱི།,
,779,2860,1,《པེ་》《སྣར་》,བསྡུས་པ།,
,,2861,2,《པེ་》《སྣར་》,བསྟན།,
,,2862,3,《པེ་》《སྣར་》,mདུ།,
,,2863,4,《པེ་》《སྣར་》,pདེ།,
,,2864,5,《པེ་》《སྣར་》,ཐོབ།,
,,2865,6,《པེ་》《སྣར་》,ན།,
,,2866,7,《པེ་》,གྱི།,
,,2867,8,《པེ་》《སྣར་》,གི།,
,780,2868,1,《པེ་》《སྣར་》,འཐོབ།,
,,2869,2,《པེ་》《སྣར་》,དོན།,
,,2870,3,《པེ་》《སྣར་》,བྱུང་།,
,,2871,4,《པེ་》《སྣར་》,ཚིགས་བཅད།,
,,2872,5,《པེ་》《སྣར་》,དེ།,
,,2873,6,《པེ་》《སྣར་》,ལས།,
,,2874,7,《པེ་》《སྣར་》《ཅོ་》,ཆོས།,
,,2875,8,《པེ་》《སྣར་》,ཅེས།,
,,2876,9,《པེ་》《སྣར་》,pགི།,
,,2877,10,《པེ་》《སྣར་》,ཏེ།,
