མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།,,,,,
ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལ་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།,1147,2,1,,,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》,བཤམས།,,,,,,
,1149,4,1,《པེ་》,བསྐུག,,,,,,
,,5,2,《པེ་》,བཞག,,,,,,
