མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས། ,770,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,ཊི།
,,4,3,《པེ་》《སྣར་》,ཊི།
,,5,4,《པེ་》《སྣར་》,ནི།
,,6,5,《པེ་》《སྣར་》,mཿ།
,,7,6,《པེ་》《སྣར་》,ཤནྟཾི།
,,8,7,《པེ་》《སྣར་》,ཨ་ར་ལི།
,,9,8,《སྣར་》,པགས།
,771,10,1,《པེ་》《སྣར་》,ཡི།
,,11,2,《པེ་》《སྣར་》,ཊཾ།
,,12,3,《པེ་》《སྣར་》,གིས།
,,13,4,《པེ་》《སྣར་》,pསློབ་དཔོན་འཕགས་པ་ཀླུ་སྒྲུབ་ཞབས་ཀྱིས་བོད་ནས་གདན་དྲངས་པའོ།། །།
