མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
༄༅། །འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།,3,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,,,,,,
,,3,2,《པེ་》《སྣར་》,བྲྀཏྟ་ཏི།,,,,,,
,,4,3,《པེ་》《སྣར་》,བ།,,,,,,
,,5,4,《པེ་》《སྣར་》,ནོ།,,,,,,
,4,6,1,《པེ་》,པར།,,,,,,
,,7,2,《པེ་》,mའདིས།; 《སྣར་》,འདི།,,,,,
,,8,3,《པེ་》《སྣར་》,པ།,,,,,,
,,9,4,《པེ་》《སྣར་》,འདི།,,,,,,
,,10,5,《པེ་》《སྣར་》,mཐོབ་པ།,,,,,,
,,11,6,《པེ་》,mགི།,,,,,,
,,12,7,《པེ་》《སྣར་》,ལངས།,,,,,,
,,13,8,《པེ་》《སྣར་》,བའི།,,,,,,
,,14,9,《པེ་》《སྣར་》,mམ།,,,,,,
,5,15,1,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,16,2,《པེ་》《སྣར་》,mམཚན།,,,,,,
,,17,3,《པེ་》《སྣར་》,པ།,,,,,,
,,18,4,《པེ་》《སྣར་》,སྦྱང་བའི།,,,,,,
,,19,5,《པེ་》,རིམ།,,,,,,
,,20,6,《པེ་》《སྣར་》,འདི།,,,,,,
,,21,7,《པེ་》《སྣར་》,བཞག  ,,,,,,(ཆོས་ཚན་འདིའི་ནང་དུ་གཞག་ཅེས་པ་རྣམས་《པེ་》《སྣར་》ལ་བཞག་ཅེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,22,8,《པེ་》《སྣར་》,རིམ་གྱིས།,,,,,,
,6,23,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,24,2,《པེ་》《སྣར་》,འགྱུར་བ།,,,,,,
,,25,3,《པེ་》《སྣར་》,སྦྱངས།,,,,,,
,,26,4,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,27,5,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,7,28,1,《པེ་》《སྣར་》,mན།,,,,,,
,,29,2,《པེ་》《སྣར་》,སྦྱང་།,,,,,,
,,30,3,《པེ་》《སྣར་》,བྱེད་པ།,,,,,,
,,31,4,《པེ་》《སྣར་》,བརྟེན།,,,,,,
