མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།,935,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད། ,,,,,,
,,3,2,《པེ་》《སྣར་》,ཥྚཱི།,,,,,,
,,4,3,《པེ་》《སྣར་》,འགྲོ།,,,,,,
,,5,4,《པེ་》《སྣར་》,mལ།,,,,,,
,,6,5,《པེ་》《སྣར་》,mཉིད།,,,,,,
,936,7,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,8,2,《པེ་》《སྣར་》,འབྲེལ་པ།,,,,,,
,,9,3,《པེ་》《སྣར་》,ལ།,,,,,,
,,10,4,《པེ་》《སྣར་》,ན།,,,,,,
,937,11,1,《པེ་》《སྣར་》,pམ།,,,,,,
,,12,2,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,13,3,《པེ་》《སྣར་》,དྲང།,,,,,,
,,14,4,《པེ་》《སྣར་》,pལམ།,,,,,,
,,15,5,《པེ་》《སྣར་》,གསུང་བ་ནི་ཐུབ་པའི།,,,,,,
,,16,6,《པེ་》《སྣར་》,བར།,,,,,,
,938,17,1,《པེ་》《སྣར་》,བལྟོས། ,,,,,,(ཆོས་ཚན་འདིའི་ནང་དུ་ལྟོས་ཞེས་པ་རྣམས་《པེ་》《སྣར་》ལ་བལྟོས་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,18,2,《པེ་》《སྣར་》,རྣམ་གྱི།,,,,,,
,,19,3,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,20,4,《པེ་》《སྣར་》,mན།,,,,,,
,,21,5,《པེ་》《སྣར་》,ལས།,,,,,,
,,22,6,《པེ་》《སྣར་》,གིས།,,,,,,
,,23,7,《པེ་》《སྣར་》,དག,,,,,,
,,24,8,《པེ་》《སྣར་》,ཡིའོ།,,,,,,
,939,25,1,《སྣར་》,རུངས།,,,,,,
,,26,2,《སྣར་》,རྣམ་གྱི།,,,,,,
,,27,3,《སྣར་》,བརྟེན།,,,,,,
,940,28,1,《པེ་》《སྣར་》,གི།,,,,,,
