མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
རོ་བསྲེག་པའི་ཆོ་ག ,322,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》རོ་བསྲེག་པའི་ཆོ་ག་བཞུགས།,
,,3,2,《པེ་》《སྣར་》,མར་མ་བི་དྷི།,
,,4,3,《པེ་》《སྣར་》,གྲུ།,
,,5,4,《པེ་》《སྣར་》,སྲེག།,
,,6,5,《པེ་》《སྣར་》,pལ།,
,,7,6,《པེ་》《སྣར་》,mཔས།,
,323,8,1,《པེ་》《སྣར་》,བརླབས།,
,,9,2,《པེ་》《སྣར་》,བརླབས།,
,,10,3,《པེ་》《སྣར་》,བྱུག,
,,11,4,《པེ་》《སྣར་》,ཞུགས་ནས།,
,,12,5,《པེ་》《སྣར་》,ཡི་རྒྱན།,
,,13,6,《པེ་》《སྣར་》,བཞག  །བདག་གི།,
,,14,7,《པེ་》《སྣར་》,བཞག།,
,324,15,1,《པེ་》《སྣར་》,ཕྱག།,
,,16,2,《པེ་》《སྣར་》,གུཎྜེ།,
,,17,3,《པེ་》《སྣར་》,དྲངས་པ།,
,,18,4,《པེ་》《སྣར་》,ཨགྣཱ།,
,,19,5,《པེ་》《སྣར་》,ཁ།,
,,20,6,《པེ་》《སྣར་》,ཁ།,
,,21,7,《པེ་》《སྣར་》,དྷུ་པེ།,
,,22,8,《པེ་》《སྣར་》,མེའོ།,
,,23,9,《པེ་》,ནེ་བི་ཏྱ།,《སྣར་》,ནེ་བི་དྱ།
,,24,10,《པེ་》《སྣར་》,ཨཱཿནཱ།,
,,25,11,《པེ་》《སྣར་》,བཛྲ།,
,,26,12,《པེ་》《སྣར་》,དུར།,
,,27,13,《པེ་》《སྣར་》,བེ།,
,,28,14,《པེ་》《སྣར་》,ཞི་བའིའོ།,
,,29,15,《པེ་》《སྣར་》,རེ།,
,,30,16,《པེ་》《སྣར་》,བར་ཏཱ།,
,,31,17,《པེ་》《སྣར་》,དུམྦ།,
,,32,18,《པེ་》《སྣར་》,བྲྀཀྵ།,
,,33,19,《པེ་》《སྣར་》,མ།,
,,34,20,《པེ་》《སྣར་》,ཀྵའིའོ།,
,,35,21,《པེ་》《སྣར་》,ར་ཡེ།,
,325,36,1,《པེ་》《སྣར་》,པར།,
,,37,2,《པེ་》《སྣར་》,ཐར་པར།,
,,38,3,《པེ་》《སྣར་》,བསྲེག།,
,,39,4,《པེ་》《སྣར་》,ཤྲཱདྡྷ་ཀ་ར་ཝརྨྨཱ་ལས།,
