མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
༄༅། །ཆོས་ཀྱི་དབྱིངས་ལྟ་བའི་གླུ་བཞུགས་སོ།།,1661,2,1,《པེ་》,ཆོས་ཀྱི་དབྱིངས་ལྟ་བའི་གླུ་བཞུགས་སོ།།,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 
,,3,2,《པེ་》《སྣར་》,བྱིངས།,,,,,,
,,4,3,《པེ་》《སྣར་》,སྦྱང་།,,,,,,
,1662,5,1,《པེ་》《སྣར་》,གཏོང་།,,,,,,
,1663,6,1,《པེ་》《སྣར་》,བརྟན།,,,,,,
,,7,2,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,8,3,《པེ་》《སྣར་》,པར།,,,,,,
,,9,4,《པེ་》《སྣར་》,བ།,,,,,,
,,10,5,《པེ་》《སྣར་》,རྣམས།,,,,,,
,1664,11,1,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,12,2,《པེ་》《སྣར་》,གཏགས།,,,,,,
,,13,3,《པེ་》《སྣར་》,དབྱེན།,,,,,,
,,14,4,《པེ་》《སྣར་》,པར་འང་།,,,,,,
,,15,5,《པེ་》《སྣར་》,པ།,,,,,,
,1665,16,1,《པེ་》《སྣར་》,རིགས།,,,,,,
,,17,2,《པེ་》《སྣར་》,འཛུགས།,
,,18,3,《པེ་》《སྣར་》,རིམ།,
,,19,4,《པེ་》《སྣར་》,ཡི།,
,1666,20,1,《པེ་》《སྣར་》,འབབ།,
,,21,2,《པེ་》《སྣར་》,གིས།,
,,22,3,《པེ་》《སྣར་》,ཡིས།,
,,23,4,《པེ་》《སྣར་》,བས།,
,1667,24,1,《པེ་》《སྣར་》,ཀྱིས།,
,,25,2,《པེ་》《སྣར་》,ཀྱིས།,
,,26,3,《པེ་》《སྣར་》,ལྔའང་།,
,,27,4,《པེ་》《སྣར་》,མངོན།,
,1668,28,1,《པེ་》《སྣར་》,མྱོང་བས།,
,,29,2,《པེ་》《སྣར་》,སྲུང་།,
,,30,3,《པེ་》《སྣར་》,སྲུང་།,
,,31,4,《པེ་》《སྣར་》,བསྲུང་།,
,,32,5,《པེ་》《སྣར་》,ཆ།,
,1669,33,1,《པེ་》《སྣར་》,ཀྱིས།,
,,34,2,《པེ་》《སྣར་》,ཀྱིས།,
,,35,3,《པེ་》《སྣར་》,འབྱུང་།,
,,36,4,《པེ་》《སྣར་》,ཀྱིས།,
,,37,5,《པེ་》《སྣར་》,ལྔ་དང་གཉིས།,
,,38,6,《པེ་》《སྣར་》,བརྫུས།,
,1670,39,1,《པེ་》《སྣར་》,ཡང་དང་ཡང་།,
,,40,2,《པེ་》《སྣར་》,དུ།,
,1671,41,1,《པེ་》《སྣར་》,གྱིས།,
,,42,2,《པེ་》《སྣར་》,གཡེལ།,
,,43,3,《པེ་》《སྣར་》,mལེན་འགའ་ཡང་ནི་སྣང་གྱུར་པ།།,
,,44,4,《པེ་》《སྣར་》,ལ་སངས་རྒྱས་རྣམས་སུ།,
,,45,5,《པེ་》《སྣར་》,རིགས།,
,,46,6,《པེ་》《སྣར་》,pའང་།,
,,47,7,《པེ་》《སྣར་》,རྒ།,
,,48,8,《པེ་》《སྣར་》,རྗོད།,
,1672,49,1,《པེ་》《སྣར་》,སྐར་སྣང་བའི།,
,,50,2,《པེ་》《སྣར་》,ནི།,
,,51,3,《པེ་》《སྣར་》,ན།,
,,52,4,《པེ་》《སྣར་》,བརྒྱད།,
,1673,53,1,《པེ་》《སྣར་》,དག,
,,54,2,《པེ་》《སྣར་》,ན།,
,,55,3,《པེ་》《སྣར་》,དག,
,,56,4,《པེ་》《སྣར་》,pགྱུར་པས་ན། །དེས་ན་དབང་དུ།,
,,57,5,《པེ་》,བདག་ཉིད།,《སྣར་》,བདག་ཉིད་ཐར།
,,58,6,《པེ་》《སྣར་》,འགྱུར་བས།,
,,59,7,《པེ་》《སྣར་》,ཡིས།,
,,60,8,《པེ་》《སྣར་》,བདག,
,,61,9,《པེ་》《སྣར་》,འཐོབ། སྐྱེ་བ།,
,,62,10,《པེ་》《སྣར་》,གིས།,
,1674,63,1,《པེ་》《སྣར་》,བལྟོས།,
,,64,2,《པེ་》《སྣར་》,ཀྱི།,
,,65,3,《པེ་》《སྣར་》,ཀྱི།,
,,66,4,《པེ་》《སྣར་》,གསད།,
,,67,5,《པེ་》《སྣར་》,བསྲུང་བ་གསུམ་རྩེག,
,,68,6,《པེ་》《སྣར་》,གིས།,
,,69,7,《པེ་》《སྣར་》,ཀྱིས།,
,,70,8,《པེ་》《སྣར་》,ང་།,
,,71,9,《པེ་》《སྣར་》,mདམ་པ་མིན་པའི་བརྩེ་མེད་ཉིད།།,
,,72,10,《པེ་》《སྣར་》,mབ།,
,,73,11,《པེ་》《སྣར་》,བལྟོས།,
,,74,12,《པེ་》,ཀྱི།,
,1675,75,1,《པེ་》《སྣར་》,དེ།,
,,76,2,《པེ་》《སྣར་》,བགེགས།,
,,77,3,《པེ་》《སྣར་》,རྗེ།,
,,78,4,《པེ་》《སྣར་》,ལོཙྪ།,
