མཚན་བྱང། ,ཤོག་གྲངས། ,1,མཆན་གྲངས།,དཔར་མ།,མཆན། 
,159,2,1,《པེ་》《སྣར་》,བྲལ།
,,3,2,《པེ་》《སྣར་》,སྒྲུབ།
,,4,3,《པེ་》《སྣར་》,ཀྱིས།
,,5,4,《པེ་》《སྣར་》,ནོར་བུ།
,,6,5,《པེ་》《སྣར་》,mཿ།
,,7,6,《པེ་》《སྣར་》,བཤིག་སྟེ།
,,8,7,《པེ་》《སྣར་》,དེངས།
,,9,8,《པེ་》《སྣར་》,ཟློག་ལ་སྔགས་བཟློས།
,,10,9,《པེ་》《སྣར་》,མེའི།
,,11,10,《པེ་》《སྣར་》,བྲལ།
