མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
དབྱུག་པ་གཤིན་རྗེ་གཤེད་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས།,240,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། །དབྱུག་པ་གཤིན་རྗེ་གཤེད་རྣམ་པར་འཇོམས་པའི་སྒྲུབ་ཐབས་བཞུགས་སོ།།,
,,3,2,《པེ་》《སྣར་》,དྷྲིཀ,
,,4,3,《པེ་》,mམཱ།,《སྣར་》,མ།
,,5,4,《པེ་》《སྣར་》,ཐིག,
,,6,5,《པེ་》《སྣར་》,བསྲུང་།,
,241,7,1,《པེ་》《སྣར་》,སྤྱངས།,
,,8,2,《སྣར་》,བརྒྱན།,
,,9,3,《པེ་》《སྣར་》,དྷྲིཀ,
