མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
༄༅། །འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་བསྒོམ་པའི་ཆོ་ག་རྒྱས་པ།,1451,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》《སྣར་》༄། །འཕགས་མ་སྒྲོལ་མ་བསྒོམ་པའི་ཆོ་ག་བཞུགས།,
,,3,2,《པེ་》《སྣར་》,བི།,
,,4,3,《པེ་》《སྣར་》,པའི།,
,,5,4,《པེ་》《སྣར་》,རྡོད།,
,,6,5,《པེ་》《སྣར་》,གཞི།,
,,7,6,《པེ་》《སྣར་》,ཆ།,
,1452,8,1,《པེ་》《སྣར་》,པས།,
,,9,2,《པེ་》《སྣར་》,བྱ།,
,,10,3,《པེ་》《སྣར་》,འབྱར།,
,,11,4,《པེ་》《སྣར་》,mལ།,
,,12,5,《པེ་》《སྣར་》,རྟོད།,
,,13,6,《པེ་》《སྣར་》,རྡོད།,
,,14,7,《པེ་》《སྣར་》,mསྔོན་དུ།,
,,15,8,《པེ་》《སྣར་》,ཆགས།,
,,16,9,《པེ་》《སྣར་》,།།  །།,
,,17,10,《པེ་》《སྣར་》,mདབུས།,
,1453,18,1,《སྣར་》,དེར།,
,,19,2,《པེ་》《སྣར་》,ཆོམས།,
,,20,3,《པེ་》《སྣར་》,རྣམ་མང་།,
,,21,4,《པེ་》《སྣར་》,སྤང་།,
,,22,5,《པེ་》《སྣར་》,mནི།,
,,23,6,《པེ་》,དམ་བཅད་རྒྱ།,《སྣར་》,དམ་བཅད་བརྒྱ།
,,24,7,《པེ་》《སྣར་》,བཞག,
,,25,8,《སྣར་》,རྣམ།,
,,26,9,《པེ་》《སྣར་》,ཐལ་གྲི་དང་།,
,,27,10,《པེ་》《སྣར་》,ལྟ།,
,1454,28,1,《པེ་》《སྣར་》,mཆེ།,
,,29,2,《པེ་》,དང་།,《སྣར་》,mལ།
,,30,3,《པེ་》《སྣར་》,དང་བ།,
,,31,4,《སྣར་》,བཞག,
