མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
སེམས་ཅན་མགུ་བར་བྱ་བའི་བསྟོད་པ།,217,2,1,《པེ་》《སྣར་》,སེམས་ཅན་མགུ་བར་བྱ་བའི་བསྟོད་པ།,
,,3,2,《པེ་》《སྣར་》,སཏྭཱ།
,,4,3,《པེ་》《སྣར་》,བ།
,,5,4,《པེ་》《སྣར་》,གི།
,218,6,1,《པེ་》《སྣར་》,mརོ།
,,7,2,《པེ་》《སྣར་》,ཡི།
,,8,3,《སྣར་》,བརྟན།
,219,9,1,《པེ་》《སྣར་》,pཔཎྜི་ཏ།
,,10,2,《སྣར་》,པྃ།
