མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,649,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,ར།
,,4,3,《པེ་》《སྣར་》,སྒོམ།
,650,5,1,《པེ་》《སྣར་》,བསྟེན།
,,6,2,《པེ་》《སྣར་》,m྅།
,,7,3,《པེ་》《སྣར་》,སྒོམ།
,,8,4,《སྣར་》,བརྒྱན།
,,9,5,《པེ་》《སྣར་》,mབུ།
,,10,6,《པེ་》《སྣར་》,mལ།
,,11,7,《པེ་》《སྣར་》,ལ།
,,12,8,《པེ་》《སྣར་》,ཧཱ།
,,13,9,《པེ་》《སྣར་》,འདི།
,651,14,1,《པེ་》《སྣར་》,ཐུགས་ནི།
,,15,2,《པེ་》《སྣར་》,སུམ།
,,16,3,《སྣར་》,གྲུབ།
