མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
༄༅། །རབ་ཏུ་གནས་པའི་རྒྱན།,1576,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》རབ་གནས་ཀྱི་བརྒྱན་བཞུགས།《སྣར་》རབ་གནས་ཀྱི་བརྒྱན། གཏོར་མའི་བརྒྱན། དམ་ཚིག་གི་བརྒྱན། གོས་སྔོན་ཅན་གྱི་སྒྲུབ་ཐབས་རྣམས་བཞུགས།,
,,3,2,《པེ་》《སྣར་》,ཏིཥྛ་མ་ཧཱ་སི་ཏི།,
,,4,3,《པེ་》《སྣར་》,བུ།,
,,5,4,《པེ་》《སྣར་》,གསོག,
,,6,5,《པེ་》,མཐས།,
,1577,7,1,《པེ་》《སྣར་》,རྟག,
,,8,2,《པེ་》《སྣར་》,དུས།,
,,9,3,《པེ་》《སྣར་》,mསོ།,
,,10,4,《པེ་》《སྣར་》,སཱཙྪ།,
,,11,5,《པེ་》《སྣར་》,སཱཙྪ།,
,,12,6,《པེ་》《སྣར་》,གོང་།,
,,13,7,《པེ་》《སྣར་》,འགྱིངས།,
,,14,8,《པེ་》《སྣར་》,རྟག,
,,15,9,《པེ་》《སྣར་》,བཞག,
,,16,10,《པེ་》《སྣར་》,པོ།,
,1578,17,1,《པེ་》《སྣར་》,རིས།,
,,18,2,《པེ་》《སྣར་》,རིས།,
,,19,3,《པེ་》《སྣར་》,ད།,
,,20,4,《པེ་》,སྭརྦྦ།,《སྣར་》,སྭརྦྷ།
,,21,5,《པེ་》《སྣར་》,ཀ་ཏི།,
,,22,6,《པེ་》《སྣར་》,ནིས་ཤྐ།,
,,23,7,《པེ་》《སྣར་》,མནྟྲ།,
,,24,8,《པེ་》《སྣར་》,དྲང་།,
,,25,9,《པེ་》《སྣར་》,ཡི།,
,,26,10,《པེ་》《སྣར་》,ཆོད་ནས།,
