མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
གཙུག་ཏོར་དྲི་མེད་ཀྱི་གཟུངས་ཆོག་བཞུགས།,519,2,1,,མཚན་བྱང་འདི་《སྡེ་》《ཅོ་》ལྟར་བཀོད།,
,,3,2,《པེ་》《སྣར་》,གཙང་།,
,,4,3,《པེ་》《སྣར་》,བཞུགས།,
,,5,4,《པེ་》《སྣར་》,སྤྱང་།,
,,6,5,《པེ་》《སྣར་》,དུ་རུ་ཀ,
,520,7,1,《པེ་》《སྣར་》,༽དང་བྲལ་ནས་སྒྲིབ་པ།,
,,8,2,《པེ་》《སྣར་》,༼འོད་ཟེར།,
,,9,3,《པེ་》《སྣར་》,༽སྟེ།,
,,10,4,《པེ་》《སྣར་》,༼ལ།,
,,11,5,《པེ་》《སྣར་》,དུ་རུ་ཀའི།,
