མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,395,6,《པེ་》《སྣར་》,pཕྱིར།,,,,,
,,396,7,《པེ་》《སྣར་》,པའི་ཕྱིར།,,,,,
,,397,8,《པེ་》《སྣར་》,རིམ།,,,,,
,909,398,1,《པེ་》《སྣར་》,རིམ།,,,,,
,,399,2,《པེ་》《སྣར་》,པའི།,,,,,
,,400,3,《པེ་》《སྣར་》,mའདི།,,,,,
,,401,4,《པེ་》《སྣར་》,pཞིག,,,,,
,,402,5,《པེ་》《སྣར་》,mརོ།,,,,,
,,403,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,404,7,《པེ་》《སྣར་》,pཏེ།,,,,,
,,405,8,《པེ་》《སྣར་》,རིམ།,,,,,
,,406,9,《པེ་》《སྣར་》,mཡི་གེ།,,,,,
,,407,10,《པེ་》《སྣར་》,བ།,,,,,
,,408,11,《པེ་》《སྣར་》,རྟེག,,,,,
,910,409,1,《པེ་》《སྣར་》,mཔའི།,,,,,
,,410,2,《པེ་》《སྣར་》,།། །།,,,,,
,,411,3,《པེ་》,mདག་ལ།;《སྣར་》,ལ།,,,,
,,412,4,《སྣར་》,pལ།,,,,,
,,413,5,《པེ་》《སྣར་》,mངག,,,,,
,,414,6,《པེ་》《སྣར་》,པའི་སྒྲིབ།,,,,,
,,415,7,《པེ་》《སྣར་》,དོན་རྣམས།,,,,,
,,416,8,《པེ་》《སྣར་》,པས།,,,,,
,,417,9,《པེ་》《སྣར་》,པས།,,,,,
,,418,10,《པེ་》《སྣར་》,པའི།,,,,,
,,419,11,《པེ་》《སྣར་》,བ།,,,,,
,,420,12,《པེ་》《སྣར་》,བྲལ་བ།,,,,,
,911,421,1,《པེ་》《སྣར་》,གིས།,,,,,
,,422,2,《པེ་》《སྣར་》,རིམ།,,,,,
,,423,3,《པེ་》《སྣར་》,mཚིག,,,,,
,,424,4,《པེ་》《སྣར་》,pངོ་།།,,,,,
,,425,5,《པེ་》《སྣར་》,བཅའ་བ།,,,,,
,,426,6,《པེ་》《སྣར་》,རིམ།,,,,,
,,427,7,《པེ་》《སྣར་》,རིམ།,,,,,
,,428,8,《པེ་》《སྣར་》,pདེ།,,,,,
,912,429,1,《པེ་》《སྣར་》,ནའི།,,,,,
,,430,2,《པེ་》《སྣར་》,ནའི།,,,,,
,,431,3,《པེ་》《སྣར་》,pཞེས་བསྟན་ཏོ།།,,,,,
,,432,4,《པེ་》《སྣར་》,མངས།,,,,,
,,433,5,《པེ་》《སྣར་》,གཉིས།,,,,,
,,434,6,《པེ་》《སྣར་》,pསྒྲ།,,,,,
,,435,7,《པེ་》《སྣར་》,pཔ།,,,,,
,,436,8,《པེ་》《སྣར་》,སྒྲ།,,,,,
,,437,9,《པེ་》《སྣར་》,mསྒྲ།,,,,,
,,438,10,《པེ་》《སྣར་》,པའི།,,,,,
,,439,11,《པེ་》《སྣར་》,pཕྱིར།,,,,,
,,440,12,《པེ་》《སྣར་》,ཆགས།,,,,,
,,441,13,《སྣར་》,mན།,,,,,
,,442,14,《པེ་》《སྣར་》,ཆགས།,,,,,
,,443,15,《པེ་》《སྣར་》,གྱི།,,,,,
,,444,16,《པེ་》《སྣར་》,pམ།,,,,,
,,445,17,《པེ་》《སྣར་》,pནི།,,,,,
,,446,18,《པེ་》《སྣར་》,རྟོགས།,,,,,
,713,447,1,《པེ་》《སྣར་》,pཉིད།,,,,,
,,448,2,《སྣར་》,ཁྱབ།,,,,,
,,449,3,《པེ་》《སྣར་》,བསྐུལ།,,,,,
,,450,4,《པེ་》《སྣར་》,བྱ།,,,,,
,,451,5,《པེ་》《སྣར་》,ཕྱུང་བ།,,,,,
,,452,6,《པེ་》《སྣར་》,ཞེས།,,,,,
,,453,7,《པེ་》《སྣར་》,pསྒྲ།,,,,,
,914,454,1,《པེ་》《སྣར་》,pམ།,,,,,
,,455,2,《པེ་》《སྣར་》,རིག,,,,,
,,456,3,《པེ་》《སྣར་》,དགོས།,,,,,
,,457,4,《པེ་》《སྣར་》,mཔར།,,,,,
,,458,5,《པེ་》《སྣར་》,རྩོད་པ།,,,,,
,,459,6,《པེ་》,pཤེས་པར་བྱེད་པའི་ཁྱད་པར་ཅུང་ཟད་མེད་ཅིང་།;《སྣར་》,pཤེས་པར་…...ཟད་ཀྱང་མེད་ཅིང་།,,,,
,,460,7,《པེ་》《སྣར་》,pདེ།,,,,,
,,461,8,《པེ་》《སྣར་》,རིམ།,,,,,
,,462,9,《པེ་》《སྣར་》,mམེད་པ།,,,,,
,,463,10,《པེ་》《སྣར་》,རིམ།,,,,,
,915,464,1,《པེ་》《སྣར་》,རིམ་ཀྱི།,,,,,
,,465,2,《པེ་》《སྣར་》,བུའམ།,,,,,
,,466,3,《པེ་》《སྣར་》,དག་གིས་དོན།,,,,,
,,467,4,《པེ་》《སྣར་》,mདག,,,,,
,,468,5,《པེ་》《སྣར་》,རིམ།,,,,,
,,469,6,《པེ་》《སྣར་》,pལ།,,,,,
,,470,7,《པེ་》《སྣར་》,རིམ།,,,,,
,,471,8,《པེ་》《སྣར་》,mཡང་།,,,,,
,,472,9,《པེ་》《སྣར་》,mཞེས་བསྟན་ཏོ།  །…...ཐལ་བར་འགྱུར་ཞིང་།,,,,,
,,473,10,《པེ་》《སྣར་》,mལ།,,,,,
,,474,11,《པེ་》《སྣར་》,pཡང་།,,,,,
,,475,12,《པེ་》《སྣར་》,mསྒྲུབ་པར་བྱེད་པ་མེད་ན།,,,,,
,,476,13,《པེ་》《སྣར་》,མེད།,,,,,
,,477,14,《པེ་》《སྣར་》,པའི།,,,,,
,,478,15,《པེ་》《སྣར་》,pདོན།,,,,,
,916,479,1,《པེ་》《སྣར་》,mདེ།,,,,,
,,480,2,《པེ་》《སྣར་》,pགཅིག་གིས།,,,,,
,,481,3,《པེ་》《སྣར་》,mརོ་ཞེས་བྱ་བ་གཅིག་ལས།,,,,,
,,482,4,《པེ་》《སྣར་》,mནི།,,,,,
,,483,5,《པེ་》《སྣར་》,སོ།།,,,,,
,,484,6,《པེ་》《སྣར་》,བ།,,,,,
,,485,7,《པེ་》,mབརྗོད་པ་སྟེ། སྒྲ།;《སྣར་》,ཡང་བརྗོད་པ་སྟེ། སྒྲ།,,,,
,,486,8,《པེ་》《སྣར་》,mཔ།,,,,,
,,487,9,《པེ་》《སྣར་》,ཏུ།,,,,,
,,488,10,《པེ་》《སྣར་》,ལས།,,,,,
,,489,11,《པེ་》《སྣར་》,ན་འགྱུར་ཞིང་།,,,,,
,917,490,1,《སྣར་》,mན།,,,,,
,,491,2,《པེ་》《སྣར་》,pཏུ།,,,,,
,,492,3,《པེ་》《སྣར་》,pལ།,,,,,
,,493,4,《པེ་》《སྣར་》,pརོ།,,,,,
,,494,5,《སྣར་》,བ།,,,,,
,918,495,1,《པེ་》《སྣར་》,པ།,,,,,
,,496,2,《པེ་》《སྣར་》,pལ།,,,,,
,,497,3,《པེ་》《སྣར་》,རྗོད།,,,,,
,,498,4,《པེ་》《སྣར་》,རྗོད།,,,,,
,,499,5,《པེ་》《སྣར་》,བཅའ་བ།,,,,,
,,500,6,《པེ་》《སྣར་》,རྟོག,,,,,
,,501,7,《པེ་》《སྣར་》,།། །།,,,,,
,,502,8,《པེ་》《སྣར་》,ལ།,,,,,
,,503,9,《པེ་》《སྣར་》,mབརྗོད།,,,,,
,,504,10,《པེ་》《སྣར་》,pལན།,,,,,
,,505,11,《པེ་》《སྣར་》,ལན།,,,,,
,919,506,1,《པེ་》《སྣར་》,བརྗོད།,,,,,
,,507,2,《སྣར་》,pཔ།,,,,,
,,508,3,《པེ་》《སྣར་》,mདེ།,,,,,
,,509,4,《པེ་》《སྣར་》,mཇི་ལྟ།,,,,,
,,510,5,《པེ་》《སྣར་》,པ།,,,,,
,,511,6,《པེ་》《སྣར་》,pཞེ་ན།,,,,,
,,512,7,《པེ་》《སྣར་》,རྒྱུད།,,,,,
,,513,8,《པེ་》《སྣར་》,pགང་གི་ནུས་པ་ལ་གནོད་པ་ཅི་ཡོད།,,,,,
,,514,9,《པེ་》《སྣར་》,བ།,,,,,
,,515,10,《པེ་》《སྣར་》,pདུ།,,,,,
,,516,11,《སྣར་》,བ།,,,,,
,920,517,1,《པེ་》《སྣར་》,རིམ།,,,,,
,,518,2,《པེ་》《སྣར་》,གི་གོ་རིམ།,,,,,
,,519,3,《པེ་》《སྣར་》,སྐྱོན།,,,,,
,,520,4,《པེ་》,mཕྱིར།,,,,,
,,521,5,《པེ་》《སྣར་》,པར།,,,,,
,,522,6,《པེ་》《སྣར་》,mརོ།,,,,,
,,523,7,《པེ་》《སྣར་》,མི།,,,,,
,921,524,1,《པེ་》,pཞེས་ན།;《སྣར་》,pཞེ་ན།,,,,
,,525,2,《པེ་》,འབའ།,,,,,
,,526,3,《པེ་》《སྣར་》,mམེད་པ།,,,,,
,,527,4,《པེ་》《སྣར་》,ཁྱབ།,,,,,
,,528,5,《པེ་》《སྣར་》,པ།,,,,,
,,529,6,《པེ་》《སྣར་》,pཐོབ་པ།,,,,,
,,530,7,《པེ་》《སྣར་》,བརྗོད།,,,,,
,922,531,1,《པེ་》《སྣར་》,རྐ་བ།,,,,,
,,532,2,《པེ་》《སྣར་》,pཔས།,,,,,
,,533,3,《པེ་》《སྣར་》,གཟུང་བ་དེའི་སྲིད།,,,,,
,,534,4,《པེ་》《སྣར་》,mམ།,,,,,
,,535,5,《པེ་》《སྣར་》,ནས།,,,,,
,,536,6,《པེ་》《སྣར་》,ནས།,,,,,
,923,537,1,《པེ་》《སྣར་》,mརོ།,,,,,
,,538,2,《པེ་》《སྣར་》,ལྟ།,,,,,
,,539,3,《པེ་》《སྣར་》,mཔ།,,,,,
,924,540,1,《སྣར་》,བར།,,,,,
,,541,2,《པེ་》《སྣར་》,mམེད།,,,,,
,,542,3,《པེ་》《སྣར་》,mསྐྱོན།,,,,,
,,543,4,《པེ་》《སྣར་》,རིག,,,,,
,,544,5,《པེ་》《སྣར་》,པ་ལ་གང་གིས།,,,,,
,,545,6,《པེ་》《སྣར་》,རིགས།,,,,,
,,546,7,《པེ་》《སྣར་》,པའི་རིགས།,,,,,
,925,547,1,《པེ་》《སྣར་》,གི།,,,,,
,,548,2,《པེ་》《སྣར་》,པའམ།,,,,,
,926,549,1,《པེ་》《སྣར་》,pརྩོད་པར།,,,,,
,,550,2,《པེ་》《སྣར་》,pརྩོད་པར།,,,,,
,,551,3,《པེ་》《སྣར་》,སྨྲ་བ།,,,,,
,,552,4,《པེ་》《སྣར་》,mམི།,,,,,
,,553,5,《པེ་》《སྣར་》,རྗོད།,,,,,
,,554,6,《པེ་》《སྣར་》,mན།,,,,,
,,555,7,《པེ་》《སྣར་》,འགོད།,,,,,
,,556,8,《པེ་》《སྣར་》,བརྒལ།,,,,,
,,557,9,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,558,10,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,559,11,《པེ་》,pདེ་དག་གིས་ནི་ལྷག་པ་དང་།,,,,,
,927,560,1,《སྣར་》,mཔ།,,,,,
,,561,2,《པེ་》《སྣར་》,པ།,,,,,
,,562,3,《པེ་》《སྣར་》,pཁས་བླངས་ནས་གཞན་གྱི་ཕྱོགས་ཀྱི་སྐྱོན།,,,,,
,,563,4,《པེ་》《སྣར་》,mཅིའི།,,,,,
,,564,5,《པེ་》《སྣར་》,ཞེ་ན།,,,,,
,928,565,1,《པེ་》《སྣར་》,བརྟགས།,,,,,
,,566,2,《པེ་》《སྣར་》,བརྒོལ།,,,,,
,,567,3,《པེ་》《སྣར་》,ཏེ།,,,,,
,,568,4,《པེ་》《སྣར་》,པ།,,,,,
,,569,5,《པེ་》《སྣར་》,pརོ།།,,,,,
,929,570,1,《པེ་》《སྣར་》,pབ་སྨྲ།,,,,,
,,571,2,《པེ་》《སྣར་》,mསུ།,,,,,
,,572,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,573,4,《པེ་》,པར་རིགས།;《སྣར་》,པ་རིགས།,,,,
,,574,5,《པེ་》《སྣར་》,ལ།,,,,,
,,575,6,《པེ་》《སྣར་》,pསུ།,,,,,
,,576,7,《པེ་》《སྣར་》,ཡང་།,,,,,
,930,577,1,《པེ་》《སྣར་》,དེས།,,,,,
,,578,2,《པེ་》《སྣར་》,བར།,,,,,
,,579,3,《པེ་》《སྣར་》,ཁྱབ་པར་བྱེད་པའི།,,,,,
,,580,4,《པེ་》《སྣར་》,pཔོ།,,,,,
,,581,5,《པེ་》《སྣར་》,mཔ།,,,,,
,,582,6,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,583,7,《པེ་》《སྣར་》,བཟློག,,,,,
,,584,8,《པེ་》《སྣར་》,mཔའི།,,,,,
,,585,9,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,586,10,《པེ་》《སྣར་》,ཏེ།,,,,,
,,587,11,《པེ་》《སྣར་》,pའདི།,,,,,
,931,588,1,《པེ་》《སྣར་》,པ།,,,,,
,,589,2,《པེ་》,དག་མེད།;《སྣར་》,དང་མེད།,,,,
,,590,3,《པེ་》《སྣར་》,གི།,,,,,
,,591,4,《པེ་》《སྣར་》,བཞག,,,,,
,,592,5,《པེ་》《སྣར་》,གྲུབ།,,,,,
,,593,6,《པེ་》《སྣར་》,འདྲི།,,,,,
,,594,7,《པེ་》《སྣར་》,ལྟར་ན།,,,,,
,932,595,1,《པེ་》《སྣར་》,འདི་ནི་རྒྱུ།,,,,,
,,596,2,《པེ་》《སྣར་》,བཞད་གད།,,,,,
,,597,3,《པེ་》《སྣར་》,mརོ།,,,,,
,,598,4,《པེ་》《སྣར་》,ནོ།།,,,,,
,933,599,1,《པེ་》《སྣར་》,རིག,,,,,
,,600,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,601,3,《པེ་》《སྣར་》,བ་དྷའི།,,,,,
,,602,4,《པེ་》《སྣར་》,པའོ།། །།,,,,,
,,603,5,《པེ་》《སྣར་》,དྷི་པང་།,,,,,
,,604,6,《པེ་》《སྣར་》,ལོ་ཙ།;《ཅོ་》,ལོཙྪ།,,,,
