མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,,704,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,705,3,《པེ་》《སྣར་》,གཞན་གང་ལ་ལ།,,,,,,
,,706,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,707,5,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,708,6,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,104,709,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,710,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,711,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,712,4,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,713,5,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,714,6,《པེ་》《སྣར་》,སྙོགས།,,,,,,
,,715,7,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,716,8,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,717,9,《པེ་》《སྣར་》,ནས།,,,,,,
,105,718,1,《པེ་》《སྣར་》,ན།,,,,,,
,,719,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,720,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,721,4,《པེ་》《སྣར་》,དང་།,,,,,,
,,722,5,《པེ་》《སྣར་》,བཅད།,,,,,,
,,723,6,《པེ་》《སྣར་》,pདང་།,,,,,,
,,724,7,《པེ་》《སྣར་》,བཤིགས།,,,,,,
,,725,8,《པེ་》《སྣར་》,སྐྱོན།,,,,,,
,,726,9,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,727,10,《པེ་》《སྣར་》,སྤང་བ།,,,,,,
,106,728,1,《སྣར་》,mདག,,,,,,
,,729,2,《སྣར་》,ཀྱི།,,,,,,
,,730,3,《པེ་》《སྣར་》,པར་བསྐྱེད།,,,,,,
,,731,4,《པེ་》《སྣར་》,པར་བསྐྱེད།,,,,,,
,,732,5,《པེ་》《སྣར་》,།། །།,,,,,,
,,733,6,《པེ་》《སྣར་》,pན།,,,,,,
,,734,7,《པེ་》《སྣར་》,mགཉིས།,,,,,,
,,735,8,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,736,9,《པེ་》《སྣར་》,།། །།,,,,,,
,107,737,1,《པེ་》《སྣར་》,mངས།,,,,,,
,,738,2,《པེ་》《སྣར་》,སྟོན།,,,,,,
,,739,3,《པེ་》《སྣར་》,pདེ།,,,,,,
,,740,4,《པེ་》《སྣར་》,པ་ཡོངས་སུ་བསྐོ།,,,,,,
,,741,5,《པེ་》《སྣར་》,བཏང་།,,,,,,
,108,742,1,《པེ་》《སྣར་》,mཔ་སློབ།,,,,,,
,,743,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,,744,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,745,4,《པེ་》《སྣར་》,པའི།,,,,,,
,,746,5,《པེ་》《སྣར་》,ལ།,,,,,,
,,747,6,《པེ་》《སྣར་》,mརྣལ་འབྱོར།,,,,,,
,,748,7,《ཅོ་》,ལས་དག་པའི།,,,,,,
,,749,8,《པེ་》《སྣར་》,འཕངས།,,,,,,
,,750,9,《པེ་》《སྣར་》,མནོས།,,,,,,
,,751,10,《པེ་》《སྣར་》,བ།,,,,,,
,109,752,1,《པེ་》《སྣར་》,མི་བསྒོ་བར།,,,,,,
,,753,2,《པེ་》《སྣར་》,བྱའོ། །,,,,,,
,,754,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,755,4,《པེ་》《སྣར་》,དག,,,,,,
,110,756,1,《པེ་》《སྣར་》,དབུལ།,,,,,,
,,757,2,《པེ་》《སྣར་》,བྱའོ། །,,,,,,
,,758,3,《པེ་》《སྣར་》,mདུ།,,,,,,
,,759,4,《པེ་》《སྣར་》,བཞག,,,,,,
,,760,5,《པེ་》《སྣར་》,དང་།,,,,,,
,,761,6,《པེ་》《སྣར་》,mདང་།,,,,,,
,,762,7,《པེ་》《སྣར་》,དང་།,,,,,,
,,763,8,《སྡེ་》《སྣར་》,གྱིས།,,,,,,
,,764,9,《པེ་》,བཤུགས།;《སྣར་》,བཞུགས།,,,,,
,111,765,1,《པེ་》《སྣར་》,གི།,,,,,,
,,766,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,767,3,《པེ་》《སྣར་》,སློང་གི།,,,,,,
,,768,4,《པེ་》《སྣར་》,mདགེ་སློང་།,,,,,,
,,769,5,《པེ་》《སྣར་》,ཅིག,,,,,,
,,770,6,《པེ་》《སྣར་》,པར།,,,,,,
,,771,7,《པེ་》《སྣར་》,སླའི།,,,,,,
,,772,8,《ཅོ་》,འབྲེལ།,,,,,,
,112,773,1,《པེ་》《སྣར་》,རླབས།,,,,,,
,,774,2,《པེ་》《སྣར་》,འོང་།,,,,,,
,,775,3,《པེ་》《སྣར་》,བརྡེགས།,,,,,,
,,776,4,《པེ་》《སྣར་》,སྒོ།,,,,,,
,113,777,1,《པེ་》《སྣར་》,པ་སྨྲས།,,,,,,
,,778,2,《པེ་》《སྣར་》,བཞག,,,,,,
,,779,3,《ཅོ་》,pཔ།,,,,,,
,,780,4,《པེ་》《སྣར་》,སྦྱིན།,,,,,,
,,781,5,《པེ་》《སྣར་》,mལ།,,,,,,
,,782,6,《པེ་》《སྣར་》,དེས།,,,,,,
,,783,7,《པེ་》《སྣར་》,རྐྱགས།,,,,,,
,,784,8,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,785,9,《པེ་》《སྣར་》,pལ།,,,,,,
,,786,10,《པེ་》《སྣར་》,སྐོམས།,,,,,,
,,787,11,《པེ་》《སྣར་》,དེ།,,,,,,
,,788,12,《པེ་》《སྣར་》,mཔར་གྱུར།,,,,,,
,,789,13,《པེ་》《སྣར་》,ཁྲོའམ། གཤེའམ།,,,,,,
,,790,14,《པེ་》《སྣར་》,pའདི།,,,,,,
,114,791,1,《པེ་》《སྣར་》,mཆོས།,,,,,,
,,792,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,793,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
༤,,794,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,795,5,《པེ་》《སྣར་》,གིས།,,,,,,
,,796,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,797,7,《པེ་》《སྣར་》,mཇི་སྐད་སྨྲས་པ་དེ་བཞིན་ཏེ།,,,,,,
,,798,8,《པེ་》《སྣར་》,mགིས།,,,,,,
,,799,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,800,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,801,11,《སྣར་》,འཚོལ།,,,,,,
,115,802,1,《པེ་》《སྣར་》,ཆེ།,,,,,,
,,803,2,《པེ་》《སྣར་》,བཞག,,,,,,
,,804,3,《པེ་》《སྣར་》,རིག,,,,,,
,,805,4,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,806,5,《པེ་》《སྣར་》,ནས།,,,,,,
,,807,6,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,808,7,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,809,8,《པེ་》,དེ་ན།;《སྣར་》,དེས་ན།,,,,,
,,810,9,《པེ་》《སྣར་》,བཞི།,,,,,,
,116,811,1,《པེ་》《སྣར་》,pལ།,,,,,,
,,812,2,《པེ་》《སྣར་》,ཛམ།,,,,,,
,,813,3,《པེ་》《སྣར་》,ནི།,,,,,,
,,814,4,《པེ་》《སྣར་》,དཔའི།,,,,,,
,,815,5,《པེ་》《སྣར་》,སྙོམས།,,,,,,
,,816,6,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,817,7,《པེ་》《སྣར་》,དགོས།,,,,,,
,,818,8,《པེ་》《སྣར་》,གྱི།,,,,,,
,,819,9,《པེ་》《སྣར་》,pཔ།,,,,,,
,,820,10,《པེ་》《སྣར་》,གསོད་ས།,,,,,,
,,821,11,《པེ་》《སྣར་》,pཔ།,,,,,,
,,822,12,《པེ་》《སྣར་》,དྲ།,,,,,,
,,823,13,《པེ་》《སྣར་》,བར།,,,,,,
,,824,14,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,825,15,《པེ་》《སྣར་》,དང་།,,,,,,
,117,826,1,《པེ་》《སྣར་》,སྐྱེད་པར་གྱིས།,,,,,,
,,827,2,《པེ་》《སྣར་》,པས།,,,,,,
,,828,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,829,4,《པེ་》《སྣར་》,བུའི་སྲིན་བུ།,,,,,,
,,830,5,《པེ་》《སྣར་》,ཤངས།,,,,,,
,,831,6,《པེ་》《སྣར་》,mགནས།,,,,,,
,,832,7,《པེ་》《སྣར་》,ས།,,,,,,
,,833,8,《པེ་》《སྣར་》,pམཚམས་མེད་པ།,,,,,,
,,834,9,《པེ་》《སྣར་》,བསོགས།,,,,,,
,,835,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,836,11,《པེ་》《སྣར་》,འཕག,,,,,,
,,837,12,《པེ་》《སྣར་》,རྨ་ལྟ་བུ་བ། ,,,,,,
,118,838,1,《པེ་》《སྣར་》,བསྡོམས།,,,,,,
,,839,2,《པེ་》《སྣར་》,mདེས།,,,,,,
,,840,3,《པེ་》《སྣར་》,འདབ་མ།,,,,,,
,,841,4,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,842,5,《པེ་》《སྣར་》,པ་ལྟ་བུར།,,,,,,
,,843,6,《པེ་》《སྣར་》,ནས།,,,,,,
,,844,7,《པེ་》《སྣར་》,སླར།,,,,,,
,,845,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,846,9,《པེ་》《སྣར་》,mར་བ།,,,,,,
,119,847,1,《སྣར་》,བསྒོས།,,,,,,
,,848,2,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,849,3,《པེ་》《སྣར་》,པོ།,,,,,,
,,850,4,《པེ་》《སྣར་》,པོས།,,,,,,
,,851,5,《པེ་》《སྣར་》,གི།,,,,,,
,,852,6,《པེ་》《སྣར་》,pན།,,,,,,
,,853,7,《པེ་》《སྣར་》,ཡིན་ཞེ།,,,,,,
,,854,8,《པེ་》《སྣར་》,mདང་ལྔ་པོ།,,,,,,
,,855,9,《པེ་》《སྣར་》,mཏེ།,,,,,,
,,856,10,《སྣར་》,པར།,,,,,,
,120,857,1,《པེ་》《སྣར་》,ནས།,,,,,,
,,858,2,《ཅོ་》,ཁྱི་ནི།,,,,,,
,,859,3,《པེ་》《སྣར་》,སའི།,,,,,,
,,860,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,861,5,《པེ་》《སྣར་》,pཕྲོགས་པ།,,,,,,
,,862,6,《པེ་》《སྣར་》,mཆོས་ཀྱི།,,,,,,
,,863,7,《པེ་》《སྣར་》,བཅད།,,,,,,
,121,864,1,《པེ་》《སྣར་》,pདེ།,,,,,,
,,865,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,866,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,867,4,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,868,5,《ཅོ་》,མ།,,,,,,
,,869,6,《པེ་》《སྣར་》,ནི།,,,,,,
,,870,7,《པེ་》《སྣར་》,ཟེ།,,,,,,
,,871,8,《པེ་》《སྣར་》,གི།,,,,,,
,,872,9,《པེ་》《སྣར་》,གིས།,,,,,,
,,873,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,122,874,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,875,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,876,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,877,4,《པེ་》《སྣར་》,གསོས།,,,,,,
,,878,5,《པེ་》《སྣར་》,བ།,,,,,,
,,879,6,《པེ་》《སྣར་》,དང་ལྡན་ཞེ།,,,,,,
,,880,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,881,8,《པེ་》《སྣར་》,mདེ།,,,,,,
,,882,9,《པེ་》《སྣར་》,བར།,,,,,,
,,883,10,《པེ་》《སྣར་》,pམཛའ་བཤེས་དང་སྣག་གི་སྙེན་མཚམས་དག་གིས་ཀྱང་ཡོངས་སུ་གཏོང་བར་འགྱུར་བ་ཡིན།,,,,,,
,,884,11,《པེ་》《སྣར་》,པ།,,,,,,
,,885,12,《པེ་》《སྣར་》,pདེ།,,,,,,
,123,886,1,《པེ་》《སྣར་》,mབུ་དང་།,,,,,,
,,887,2,《པེ་》《སྣར་》,pབ།,,,,,,
,,888,3,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,889,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,890,5,《པེ་》《སྣར་》,པའི།,,,,,,
,,891,6,《པེ་》《སྣར་》,mལོངས།,,,,,,
,124,892,1,《པེ་》《སྣར་》,གདུ་བར་བྱའོ། །,,,,,,
,,893,2,《པེ་》《སྣར་》,སྙལ།,,,,,,
,,894,3,《པེ་》《སྣར་》,སྙལ།,,,,,,
,,895,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,896,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,897,6,《པེ་》《སྣར་》,པ།,,,,,,
,,898,7,《པེ་》《སྣར་》,བུའི།,,,,,,
,,899,8,《སྣར་》,ཁྱལ།,,,,,,
,,900,9,《པེ་》《སྣར་》,སྙི།,,,,,,
,,901,10,《པེ་》《སྣར་》,ཡོན།,,,,,,
,,902,11,《པེ་》《སྣར་》,པ།,,,,,,
,125,903,1,《པེ་》《སྣར་》,བ།,,,,,,
,,904,2,《པེ་》《སྣར་》,གི།,,,,,,
,,905,3,《པེ་》《སྣར་》,དེས།,,,,,,
,,906,4,《པེ་》《སྣར་》,བླང་།,,,,,,
,,907,5,《སྣར་》,གཏད་པ།,,,,,,
,,908,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,909,7,《པེ་》《སྣར་》,མཐོ་འཚམས།,,,,,,
,126,910,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,911,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,912,3,《པེ་》《སྣར་》,གི།,,,,,,
,,913,4,《སྣར་》,འཐུན།,,,,,,
,,914,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,915,6,《པེ་》《སྣར་》,བོ།,,,,,,
,,916,7,《པེ་》《སྣར་》,བཟློག,,,,,,
,,917,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,127,918,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,919,2,《པེ་》《སྣར་》,བོའི་བོར།,,,,,,
,,920,3,《པེ་》《སྣར་》,དགྲ་བཅོམ།,,,,,,
,,921,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,922,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,923,6,《པེ་》《སྣར་》,བཞག,,,,,,
,128,924,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,925,2,《སྣར་》,བཏོང་།,,,,,,
,,926,3,《པེ་》《སྣར་》,འཕྲད།,,,,,,
,,927,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,928,5,《པེ་》《སྣར་》,པོས།,,,,,,
,,929,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,129,930,1,《པེ་》《སྣར་》,mཆེན་པོ།,,,,,,
,,931,2,《པེ་》《སྣར་》,གི།,,,,,,
,,932,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,933,4,《པེ་》《སྣར་》,པར།,,,,,,
,,934,5,《པེ་》《སྣར་》,ལྟུང་།,,,,,,
,130,935,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,936,2,《པེ་》《སྣར་》,མི་སྦྱིན།,,,,,,
,,937,3,《པེ་》《སྣར་》,mབར་བྱ།,,,,,,
,,938,4,《པེ་》,ལྟ།,,,,,,
,,939,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,940,6,《པེ་》《སྣར་》,པོའི།,,,,,,
,,941,7,《པེ་》《སྣར་》,གི།,,,,,,
,,942,8,《པེ་》《སྣར་》,ལྷ།,,,,,,
,,943,9,《པེ་》《སྣར་》,འཆིལ།,,,,,,
,131,944,1,《པེ་》《སྣར་》,ལགས།,,,,,,
,,945,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,946,3,《པེ་》《སྣར་》,mབ།,,,,,,
,,947,4,《པེ་》《སྣར་》,དོ།།,,,,,,
,132,948,1,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,949,2,《པེ་》《སྣར་》,བར།,,,,,,
,,950,3,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,951,4,《པེ་》《སྣར་》,པས།,,,,,,
,,952,5,《པེ་》《སྣར་》,བུ་ཞིག་ཏུ།,,,,,,
,,953,6,《པེ་》《སྣར་》,mནོངས་པ་སོ་སོར་འཆགས་ལགས་སོ། །,,,,,,
,,954,7,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,955,8,《པེ་》《སྣར་》,པར།,,,,,,
,133,956,1,《པེ་》《སྣར་》,དེ།,,,,,,
,,957,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,958,3,《པེ་》《སྣར་》,གི།,,,,,,
,,959,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,960,5,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,961,6,《པེ་》《སྣར་》,བསྐལ།,,,,,,
,,962,7,《པེ་》《སྣར་》,གི།,,,,,,
,,963,8,《སྣར་》《ཅོ་》,བཏུབས།,,,,,,
,,964,9,《པེ་》《སྣར་》,གྱིས།,,,,,,
,134,965,1,《པེ་》《སྣར་》,པར།,,,,,,
,,966,2,《པེ་》《སྣར་》,བླངས་པར།,,,,,,
,,967,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,968,4,《པེ་》《སྣར་》,བཏུབ།,,,,,,
,,969,5,《པེ་》《སྣར་》,གི་ཕྱུང་བར།,,,,,,
,,970,6,《པེ་》《སྣར་》,གྱི།,,,,,,
,,971,7,《པེ་》《སྣར་》,བསླང་།,,,,,,
,,972,8,《པེ་》《སྣར་》,ཡིས།,,,,,,
,,973,9,《པེ་》《སྣར་》,བ།,,,,,,
,,974,10,《པེ་》《སྣར་》,།། །།,,,,,,
,,975,11,《པེ་》《སྣར་》,ཅན།,,,,,,
,,976,12,《པེ་》《སྣར་》,བའི།,,,,,,
,,977,13,《པེ་》《སྣར་》,ལྟར།,,,,,,
,135,978,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,979,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,980,3,《པེ་》《སྣར་》,mདུ།,,,,,,
,,981,4,《པེ་》《སྣར་》,གི།,,,,,,
,,982,5,《པེ་》《སྣར་》,སྐྱང་།,,,,,,
,,983,6,《པེ་》《སྣར་》,པས།,,,,,,
,,984,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,985,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,986,9,《པེ་》《སྣར་》,སྐྱང་།,,,,,,
,,987,10,《པེ་》《སྣར་》,པ།,,,,,,
,,988,11,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,136,989,1,《པེ་》《སྣར་》,གཞོག་སློངས།,,,,,,
,,990,2,《པེ་》《སྣར་》,དང་།,,,,,,
,,991,3,《པེ་》《སྣར་》,ཟློག,,,,,,
,,992,4,《པེ་》《སྣར་》,བགྱིའོ། །,,,,,,
,,993,5,《པེ་》《སྣར་》,སྡམས།,,,,,,
,,994,6,《པེ་》《སྣར་》,འཕྱུག,,,,,,
,,995,7,《པེ་》,ཀྱི།;《སྣར་》,པ་ཀྱི།,,,,,
,137,996,1,《པེ་》《སྣར་》,པར།,,,,,,
,,997,2,《པེ་》《སྣར་》,pདབང་ཆེ་བར་གྲགས་པ།,,,,,,
,,998,3,《པེ་》《སྣར་》,mབྱང་ཆུབ།,,,,,,
,,999,4,《པེ་》《སྣར་》,པ།,,,,,,
,,1000,5,《པེ་》《སྣར་》,mའདིར།,,,,,,
,138,1001,1,《པེ་》《སྣར་》,འདྲི།,,,,,,
,,1002,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1003,3,《པེ་》《སྣར་》,པ།,,,,,,
,,1004,4,《པེ་》《སྣར་》,mདང་།,,,,,,
,,1005,5,《པེ་》《སྣར་》,བར།བར།,,,,,,
,,1006,6,《པེ་》,སླབ།,,,,,,
,,1007,7,《པེ་》《སྣར་》,རྨས།,,,,,,
,,1008,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,139,1009,1,《པེ་》《སྣར་》,སྦྱོང་།,,,,,,
,,1010,2,《པེ་》《སྣར་》,བཅད།,,,,,,
,,1011,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1012,4,《པེ་》《སྣར་》,གཅད།,,,,,,
,,1013,5,《པེ་》《སྣར་》,བསྐལ།,,,,,,
,,1014,6,《པེ་》《སྣར་》,mཔ།,,,,,,
,140,1015,1,《པེ་》《སྣར་》,ལས།,,,,,,
,,1016,2,《པེ་》《སྣར་》,pཆད་པའི་རིམ་པ།,,,,,,
,,1017,3,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,1018,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1019,5,《པེ་》《སྣར་》,mགོ།,,,,,,
,,1020,6,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1021,7,《པེ་》《སྣར་》,mརོ།།,,,,,,
,,1022,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1023,9,《པེ་》《སྣར་》,ཚིག,,,,,,
,,1024,10,《སྣར་》,ནིར།,,,,,,
,,1025,11,《པེ་》,དེའི།,,,,,,
,,1026,12,《པེ་》《སྣར་》,mསེམས་ཅན།,,,,,,
,,1027,13,《པེ་》《སྣར་》,རྒྱ།,,,,,,
,,1028,14,《པེ་》《སྣར་》,mནས་ཡུན་རིང་པོ།,,,,,,
,,1029,15,《པེ་》《སྣར་》,ནས།,,,,,,
,,1030,16,《པེ་》《སྣར་》,འབྲལ།,,,,,,
,141,1031,1,《པེ་》《སྣར་》《ཅོ་》,རྟོགས།,,,,,,
,,1032,2,《པེ་》《སྣར་》,mབ།,,,,,,
,,1033,3,《པེ་》《སྣར་》,ལམ།,,,,,,
,,1034,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1035,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1036,6,《པེ་》《སྣར་》,པ།,,,,,,
,,1037,7,《པེ་》《སྣར་》,གྱི་འཕྱུག,,,,,,
,,1038,8,《པེ་》《སྣར་》,pམི།,,,,,,
,,1039,9,《པེ་》《སྣར་》,བླ།,,,,,,
,142,1040,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,1041,2,《པེ་》《སྣར་》,ཅི།,,,,,,
,,1042,3,《པེ་》《སྣར་》,སོང་།,,,,,,
,,1043,4,《པེ་》《སྣར་》,pའང་།,,,,,,
,,1044,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1045,6,《པེ་》《སྣར་》,བཅས།,,,,,,
,,1046,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1047,8,《སྣར་》,བརྒྱས།,,,,,,
,,1048,9,《པེ་》,བརླབས།,,,,,,
,143,1049,1,《པེ་》《སྣར་》,གང་།,,,,,,
,,1050,2,《པེ་》《སྣར་》,སྙིང་ལོངས་སྐྱེས་ནས། རྩ།,,,,,,
,,1051,3,《པེ་》《སྣར་》,བཅད།,,,,,,
,,1052,4,《པེ་》《སྣར་》,པ།,,,,,,
,,1053,5,《སྣར་》,ལ།,,,,,,
,,1054,6,《པེ་》《སྣར་》,ནམ།,,,,,,
,,1055,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1056,8,《སྣར་》,རིགས།,,,,,,
,144,1057,1,《པེ་》《སྣར་》,བཅད།,,,,,,
,,1058,2,《པེ་》《སྣར་》,mནི།,,,,,,
,,1059,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1060,4,《པེ་》《སྣར་》,སོ།།,,,,,,
,,1061,5,《པེ་》《སྣར་》,pབ།,,,,,,
,,1062,6,《པེ་》《སྣར་》,བ།,,,,,,
,,1063,7,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,1064,8,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,1065,9,《པེ་》《སྣར་》,mགིས།,,,,,,
,,1066,10,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,145,1067,1,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,1068,2,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,1069,3,《པེ་》《སྣར་》,ན།,,,,,,
,,1070,4,《པེ་》《སྣར་》,mཚེ།,,,,,,
,,1071,5,《པེ་》《སྣར་》,མོད།,,,,,,
,,1072,6,《པེ་》《སྣར་》,ཕུད།,,,,,,
,,1073,7,《པེ་》《སྣར་》,གི།,,,,,,
,,1074,8,《པེ་》《སྣར་》,སྒོམས།,,,,,,
,,1075,9,《པེ་》《སྣར་》,pཀྱི།,,,,,,
,,1076,10,《པེ་》《སྣར་》,དགྲ་བཞིན་དུ་གཟིགས།,,,,,,
,,1077,11,《པེ་》《སྣར་》,དགའ།,,,,,,
,146,1078,1,《པེ་》《སྣར་》,ལས།,,,,,,
,,1079,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,1080,3,《པེ་》《སྣར་》,རྒྱ་ཞིག་མ་རྒྱས།,,,,,,
,,1081,4,《པེ་》《སྣར་》,mཚེའི།,,,,,,
,,1082,5,《པེ་》《སྣར་》,མདོ་སྡེ།,,,,,,
,147,1083,1,《པེ་》《སྣར་》,བསྲུངས་པའི།,,,,,,
,,1084,2,《པེ་》《སྣར་》,བསྲུངས།,,,,,,
,,1085,3,《པེ་》《སྣར་》,བསྲུངས།,,,,,,
,,1086,4,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,1087,5,《པེ་》《སྣར་》,pདེ།,,,,,,
,,1088,6,《པེ་》《སྣར་》,གདུག,,,,,,
,148,1089,1,《པེ་》《སྣར་》,ཀྱི་སྙད།,,,,,,
,,1090,2,《པེ་》《སྣར་》,སྟན།,,,,,,
,,1091,3,《པེ་》《སྣར་》,mསྡེ།,,,,,,
,,1092,4,《པེ་》《སྣར་》,བཤད་པས།,,,,,,
,,1093,5,《པེ་》《སྣར་》,གིས་རྐྱེན་དུ་འཚམས།,,,,,,
,,1094,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1095,7,《པེ་》《སྣར་》,འཆང་བ།,,,,,,
,,1096,8,《པེ་》《སྣར་》,འདི།,,,,,,
,,1097,9,《པེ་》《སྣར་》,mཔ།,,,,,,
,,1098,10,《པེ་》《སྣར་》,mདུ།,,,,,,
,,1099,11,《པེ་》《སྣར་》,ཤི།,,,,,,
,149,1100,1,《པེ་》《སྣར་》,mབཞུགས།,,,,,,
,,1101,2,《པེ་》《སྣར་》,པས།,,,,,,
,,1102,3,《པེ་》《སྣར་》,བཅད།,,,,,,
,,1103,4,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,1104,5,《པེ་》《སྣར་》,དགེ་སློང་།,,,,,,
,,1105,6,《པེ་》《སྣར་》,སྲུང་།,,,,,,
,,1106,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1107,8,《པེ་》《སྣར་》,བཙགས།,,,,,,
,,1108,9,《པེ་》《སྣར་》,འགྱུར་རོ།,,,,,,
,,1109,10,《པེ་》《སྣར་》,བྱ་བས།,,,,,,
,,1110,11,《པེ་》《སྣར་》,བ་དེའི།,,,,,,
,150,1111,1,《པེ་》《སྣར་》,འགྱུར་རོ།,,,,,,
