མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
དྲན་པ་གཅིག་པའི་མན་ངག,279,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,ཏི།
,280,4,1,《པེ་》《སྣར་》,ལས།
,,5,2,《པེ་》《སྣར་》,དེ་ནས།
,,6,3,《པེ་》《སྣར་》,རྟོག
,,7,4,《པེ་》《སྣར་》,དེ།
,,8,5,《པེ་》《སྣར་》,mཔས་ཞུས།
,,9,6,《པེ་》《སྣར་》,ཀྱིས།
,,10,7,《པེ་》《སྣར་》,ནས།
,281,11,1,《པེ་》《སྣར་》,དེ་ནས།
,,12,2,《སྣར་》,གདམ།
