མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།,,,,,
,,354,3,《པེ་》《སྣར་》,mཉིད་ཀྱི།,,,,,,
,,355,4,《པེ་》《སྣར་》,ལས་བལྟོས།,,,,,,
,,356,5,《པེ་》《སྣར་》,mདེ།,,,,,,
,500,357,1,《པེ་》《སྣར་》,གི།,,,,,,
,,358,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,359,3,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,360,4,《པེ་》《སྣར་》,mདག,,,,,,
,,361,5,《པེ་》《སྣར་》,གི།,,,,,,
,,362,6,《པེ་》《སྣར་》,པ།,,,,,,
,501,363,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,364,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,365,3,《པེ་》《སྣར་》,ཀཱ་ཏྱཱ།,,,,,,
,502,366,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,367,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,368,3,《པེ་》《སྣར་》,དེས་ནི་ལྟ།,,,,,,
,,369,4,《པེ་》《སྣར་》,གཏོགས།,,,,,,
,,370,5,《པེ་》《སྣར་》,སྒྲིབས།,,,,,,
,,371,6,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,372,7,《སྣར་》,ན།,,,,,,
,,373,8,《པེ་》《སྣར་》,mབསྟན་པས་སའི་ཁམས།,,,,,,
,,374,9,《པེ་》《སྣར་》,པོར།,,,,,,
,,375,10,《པེ་》《སྣར་》,mནི།,,,,,,
,,376,11,《པེ་》《སྣར་》,བསམས་སོ།,,,,,,
,503,377,1,《པེ་》《སྣར་》,mའདིར།,,,,,,
,,378,2,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,379,3,《པེ་》《སྣར་》,རིག,,,,,,
,,380,4,《པེ་》《སྣར་》,mཡང་།,,,,,,
,504,381,1,《པེ་》,འགྱུར།,,,,,,
,,382,2,《པེ་》《སྣར་》,ལའང་།,,,,,,
,,383,3,《པེ་》《སྣར་》,བརྟག,,,,,,
,,384,4,《པེ་》《སྣར་》,mཔ།,,,,,,
,,385,5,《པེ་》,པ་འགྱུར་ན་ཆགས་པ།,《སྣར་》,པར་འགྱུར་ན་ཡང་ཆགས་པ་ཡོད་པ།,,,,,
,505,386,1,《པེ་》《སྣར་》,mམེད།,,,,,,
,,387,2,《པེ་》《སྣར་》,བལྟོས་པ།,,,,,,
,,388,3,《པེ་》《སྣར་》,དུ།,,,,,,
