མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ཐེག་པ་གསུང་གི་སྒྲོན་མ་ཞེས་བྱ་བ། ,1681,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། ཐེག་པ་གསུང་གི་སྒྲོན་མ་ཞེས་བྱ་བ་བཞུགས་སོ།། ,
,,3,2,《པེ་》《སྣར་》,གསུང་།,
,,4,3,《པེ་》《སྣར་》,འདུལ་བ།,
,1682,5,1,《པེ་》《སྣར་》,ཀྱིས།,
,,6,2,《པེ་》《སྣར་》,མདོ།,
,,7,3,《པེ་》《སྣར་》,pཏེ།,
,,8,4,《པེ་》,རྒྱུད་པ་རྣམ།,《སྣར་》,རྒྱུད་པ་རྣམས།
,,9,5,《པེ་》《སྣར་》,རིག་གི།,
,,10,6,《པེ་》《སྣར་》,བརྒྱུད།,
