                       མཚན་བྱང་།,       ཤོག་གྲངས།,1,            མཆན་གྲངས།,                  པར་མ།,                                                             མཆན།
ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་བསྒྲུབ་ཐབས།,868,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》 ༄། བདེ་མཆོག་རེག་ཚིག་གིས་བསྒྲུབ་ཐབས་ཨརྱ་དྷེ་བས་མཛད་པ་བཞུགས་སོ།།
,869,3,1,《པེ་》,ཁུག
